No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,Action
433,2,Reference Association,,Account Receivable Cash Application,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,65,,
434,2,Reference Association,,Account Receivable Cash Application,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,65,,
435,2,Reference Association,,Account Receivable Cash Application,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,65,,
436,2,Reference Association,,Account Receivable Cash Application,Credit,,Ledger Account,0..1,The ledger account for cash credits applied to accounts receivable.,Accounts Receivable,65,,
437,2,Reference Association,,Account Receivable Cash Application,Debit,,Ledger Account,0..1,The ledger account for cash debits applied to accounts receivable.,Accounts Receivable,65,,
438,2,Reference Association,,Account Receivable Cash Application,,,Sales Invoice,0..1,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,65,,
439,2,Reference Association,,Account Receivable Cash Application,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Receivable,65,,
440,1,Class,,Account Receivable Cash Received,,,,,A class that records all received payment transactions during a certain period.,Accounts Receivable,63,,
441,2,Attribute,PK,Account Receivable Cash Received,ID,Identifier,,1..1,The unique identifier for a particular cash receipt transaction.,Accounts Receivable,63,Identifier Medium,
442,2,Attribute,,Account Receivable Cash Received,Number,Char,,0..1,The number for a cash receipt transaction associated with accounts receivable.,Accounts Receivable,63,Char Long,
443,2,Attribute,,Account Receivable Cash Received,Date,Date,,0..1,The date when a payment is recorded as received from a customer for an account receivable.,Accounts Receivable,63,DATE,
444,2,Attribute,,Account Receivable Cash Received,Reference Number,Char,,0..1,The number for a cash receipt transaction for accounts receivable.,Accounts Receivable,63,Char Long,
445,2,Attribute,,Account Receivable Cash Received,Reference Date,Date,,0..1,The date associated with a cash receipt transaction for accounts receivable.,Accounts Receivable,63,DATE,
446,2,Attribute,,Account Receivable Cash Received,Debit or Credit Code,Code,,0..1,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",Accounts Receivable,63,DEBIT CREDIT CODE,
447,2,Attribute,,Account Receivable Cash Received,Remark,Text,,0..1,Annotations or supplemental information for the cash received in accounts receivable.,Accounts Receivable,63,Text Medium,
448,2,Composition,,Account Receivable Cash Received,,,Activities,0..1,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Accounts Receivable,63,,
449,2,Composition,,Account Receivable Cash Received,,,Amounts,0..1,The multi-currency monetary amounts representing the total cash received amount within a specified accounting period.,Accounts Receivable,63,,
450,2,Reference Association,,Account Receivable Cash Received,,,Accounting Period,0..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Accounts Receivable,63,,
451,2,Reference Association,,Account Receivable Cash Received,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Accounts Receivable,63,,
452,2,Reference Association,,Account Receivable Cash Received,,,Customer,0..1,A class that records basic customer information related to adjustments in accounts receivable.,Accounts Receivable,63,,
453,2,Reference Association,,Account Receivable Cash Received,,,General Ledger Journal Entry Line,0..1,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",Accounts Receivable,63,,
454,2,Reference Association,,Account Receivable Cash Received,Credit,,Ledger Account,0..1,The ledger account that reflects the cash received as credits in accounts receivable.,Accounts Receivable,63,,
455,2,Reference Association,,Account Receivable Cash Received,Debit,,Ledger Account,0..1,The ledger account that reflects the cash received as debits in accounts receivable.,Accounts Receivable,63,,
456,2,Reference Association,,Account Receivable Cash Received,,,Project,0..1,"A class that covers a specific project, which could be anything from building construction to scientific research, and can be financed by government or private funds. This class methodically logs detailed information such as management organization, implementation plans, methods, procedures, records, budgeting, actual expenditures, and the ongoing advancement towards set goals.",Accounts Receivable,63,,
457,2,Reference Association,,Account Receivable Cash Received,,,Sales Contract,0..1,"A class providing an overview of sales agreements, documenting the commitment to sell products or services within a specific period.",Accounts Receivable,63,,
458,2,Reference Association,,Account Receivable Cash Received,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",Accounts Receivable,63,,
459,1,Class,,Account Receivable Open Account,,,,,"A class represents the aggregate amount of outstanding customer transactions expected to be received as of a specific date, consolidated at the invoice level.",Accounts Receivable,61,,
460,2,Attribute,PK,Account Receivable Open Account,Transaction ID,Identifier,,1..1,The unique identifier for a financial transaction.,Accounts Receivable,61,Identifier Medium,
461,2,Attribute,,Account Receivable Open Account,Transaction Date,Date,,0..1,"The recorded date of a transaction in an open accounts receivable account, which is used to determine when payment is due.",Accounts Receivable,61,DATE,
462,2,Attribute,,Account Receivable Open Account,Transaction Due Date,Date,,0..1,The date by which payment for a transaction in an open accounts receivable account is due.,Accounts Receivable,61,DATE,
463,2,Attribute,,Account Receivable Open Account,Reference Number,Char,,0..1,The number for a transaction for an open accounts receivable account.,Accounts Receivable,61,Char Long,
464,2,Attribute,,Account Receivable Open Account,Reference Date,Date,,0..1,The date associated with a transaction for an open accounts receivable account.,Accounts Receivable,61,DATE,
465,2,Attribute,,Account Receivable Open Account,Remark,Text,,0..1,Annotations or supplemental information for the open accounts receivable.,Accounts Receivable,61,Text Medium,
466,2,Attribute,,Account Receivable Open Account,Grouping Code,Char,,0..1,The code that groups related accounts receivable items for organizational or processing activities.,Accounts Receivable,61,Char Long,
