JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
464,9,2021-05,2021-05-31,126,5月1日～5月31日分仕入,10E100130,当期商品仕入高,140313,S10,標準10%,12755,,,,,10B100040,買掛金,140313,O,-,0,8,㈱山下,,
464,10,2021-05,2021-05-31,126,5月1日～5月31日分仕入,10B100040,買掛金,81144,O,-,0,3,㈱ﾁｪｯｸ,,,10E100120,仕入値引及び戻し高,81144,S10,標準10%,7376,,,,
465,1,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10E100130,当期商品仕入高,3549759,S10,標準10%,322705,,,,,10B100040,買掛金,3549759,O,-,0,7,㈱ｻﾝｾｯﾄ,,
465,2,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10E100130,当期商品仕入高,1772046,S10,標準10%,161095,,,,,10B100040,買掛金,1772046,O,-,0,9,斉藤産業㈱,,
465,3,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10E100130,当期商品仕入高,1154355,S10,標準10%,104941,,,,,10B100040,買掛金,1154355,O,-,0,15,㈱はなまる商事,,
465,4,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10B100040,買掛金,12903,O,-,0,9,斉藤産業㈱,,,10E100120,仕入値引及び戻し高,12903,S10,標準10%,1173,,,,
465,5,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10B100040,買掛金,17337,O,-,0,7,㈱ｻﾝｾｯﾄ,,,10E100120,仕入値引及び戻し高,17337,S10,標準10%,1576,,,,
465,6,2021-05,2021-05-31,127,5月1日～5月31日分仕入,10E100130,当期商品仕入高,190510,S10,標準10%,17319,,,,,10B100040,買掛金,190510,O,-,0,2,㈱Pole,,
466,1,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,3030717,S10,標準10%,275519,,,,,10B100040,買掛金,3030717,O,-,0,10,鈴木販売㈱,,
466,2,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,3530262,S10,標準10%,320932,,,,,10B100040,買掛金,3530262,O,-,0,6,㈱ﾊﾅﾀﾞ,,
466,3,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,3744310,S10,標準10%,340391,,,,,10B100040,買掛金,3744310,O,-,0,5,小藤丸㈱,,
466,4,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,926133,S10,標準10%,84193,,,,,10B100040,買掛金,926133,O,-,0,4,㈱ｱﾀｯﾁ,,
466,5,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,169344,S10,標準10%,15394,,,,,10B100040,買掛金,169344,O,-,0,8,㈱山下,,
466,6,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10B100040,買掛金,56044,O,-,0,10,鈴木販売㈱,,,10E100120,仕入値引及び戻し高,56044,S10,標準10%,5094,,,,
466,7,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10E100130,当期商品仕入高,283648,S10,標準10%,25786,,,,,10B100040,買掛金,283648,O,-,0,2,㈱Pole,,
466,8,2021-05,2021-05-31,128,5月1日～5月31日分仕入,10B100040,買掛金,22176,O,-,0,5,小藤丸㈱,,,10E100120,仕入値引及び戻し高,22176,S10,標準10%,2016,,,,
467,1,2021-05,2021-05-31,129,5月1日～5月31日分仕入,10E100130,当期商品仕入高,24192,S10,標準10%,2199,,,,,10B100040,買掛金,24192,O,-,0,8,㈱山下,,
467,2,2021-05,2021-05-31,129,5月1日～5月31日分仕入,10E100130,当期商品仕入高,55036,S10,標準10%,5003,,,,,10B100040,買掛金,55036,O,-,0,2,㈱Pole,,
468,1,2021-05,2021-05-31,130,5月31日伝票No146株式会社 Pole,10B100040,買掛金,1115850,O,-,0,2,㈱Pole,,,10A100020,現金及び預金,1115850,O,-,0,20,みずほ 本店,,
469,1,2021-05,2021-05-31,131,5月31日伝票No147小藤丸株式会社,10B100040,買掛金,3467360,O,-,0,5,小藤丸㈱,,,10B100030,支払手形,3467360,O,-,0,,,,
470,1,2021-05,2021-05-31,132,5月31日伝票No148株式会社 サンセット,10B100040,買掛金,3387545,O,-,0,7,㈱ｻﾝｾｯﾄ,,,10A100020,現金及び預金,3387545,O,-,0,20,みずほ 本店,,
471,1,2021-05,2021-05-31,133,5月31日伝票No149斉藤産業株式会社,10B100040,買掛金,1744898,O,-,0,9,斉藤産業㈱,,,10B100030,支払手形,1744898,O,-,0,,,,
472,1,2021-05,2021-05-31,134,5月31日伝票No150鈴木販売株式会社,10B100040,買掛金,2926580,O,-,0,10,鈴木販売㈱,,,10A100020,現金及び預金,2926580,O,-,0,20,みずほ 本店,,
473,1,2021-05,2021-05-31,135,5月31日伝票No151株式会社 有江,10B100040,買掛金,322812,O,-,0,12,㈱有江,,,10A100020,現金及び預金,322812,O,-,0,20,みずほ 本店,,
474,1,2021-05,2021-05-31,136,5月31日伝票No152ナカムラ産業株式会社,10B100040,買掛金,1985810,O,-,0,13,ﾅｶﾑﾗ産業㈱,,,10A100020,現金及び預金,1985810,O,-,0,20,みずほ 本店,,
475,1,2021-05,2021-05-31,137,5月31日伝票No153合同会社 ウェスト,10B100040,買掛金,2584863,O,-,0,14,(同)ｳｪｽﾄ,,,10A100020,現金及び預金,2584863,O,-,0,20,みずほ 本店,,
476,1,2021-05,2021-05-31,138,5月31日伝票No154株式会社 はなまる商事,10B100040,買掛金,1130334,O,-,0,15,㈱はなまる商事,,,10A100020,現金及び預金,1130334,O,-,0,20,みずほ 本店,,
476,2,2021-05,2021-05-31,138,手形満期 今井百貨店,10A100020,現金及び預金,13153880,O,-,0,1,みずほ銀行,,,10A100060,受取手形,13153880,O,-,0,,,,
477,1,2021-05,2021-05-31,139,手形満期 かめだデパート,10A100020,現金及び預金,7756692,O,-,0,1,みずほ銀行,,,10A100060,受取手形,7756692,O,-,0,,,,
478,1,2021-05,2021-05-31,140,手形期日落日 小藤丸,10B100030,支払手形,3512659,O,-,0,,,,,10A100020,現金及び預金,3512659,O,-,0,1,みずほ銀行,,
478,2,2021-05,2021-05-31,140,手形期日落日 斉藤産業,10B100030,支払手形,1647815,O,-,0,,,,,10A100020,現金及び預金,1647815,O,-,0,1,みずほ銀行,,
478,3,2021-05,2021-05-31,140,手形期日落日 鈴木販売,10B100030,支払手形,3005608,O,-,0,,,,,10A100020,現金及び預金,3005608,O,-,0,1,みずほ銀行,,
479,1,2021-05,2021-05-31,145,運賃,10E200870,運賃,170900,S10,標準10%,15536,,,,,10B100630,未払金,170900,O,-,0,,,,
480,1,2021-05,2021-05-31,147,貸付金返済,10A100020,現金及び預金,40000,O,-,0,20,みずほ 本店,,,10A100610,短期貸付金,40000,O,-,0,,,,
481,1,2021-05,2021-05-31,151,事業税等支払,10B100650,未払事業所税,1862000,O,-,0,,,,,10A100020,現金及び預金,9673478,O,-,0,20,みずほ 本店,,
481,2,2021-05,2021-05-31,151,法人税支払,10B100640,未払法人税等,2864378,O,-,0,,,,,,,0,,,0,,,,
481,3,2021-05,2021-05-31,151,消費税支払,10B100660,未払消費税等,4947100,O,-,0,,,,,,,0,,,0,,,,
482,1,2021-05,2021-05-31,152,定期積立金,10A100020,現金及び預金,500000,O,-,0,,,,,10A100020,現金及び預金,625000,O,-,0,20,みずほ 本店,,
482,2,2021-05,2021-05-31,152,保険積立金,10A230570,保険積立金,125000,O,-,0,,,,,,,0,,,0,,,,
483,1,2021-05,2021-05-31,153,借入金返済,10B100790,短期借入金,653500,O,-,0,,,,,10A100020,現金及び預金,686175,O,-,0,1,みずほ銀行,,
483,2,2021-05,2021-05-31,153,利息,10E300020,支払利息,32675,X,非仕入,0,,,,,,,0,,,0,,,,
484,1,2021-05,2021-05-31,154,お花代,10E200150,交際費,12000,S10,標準10%,1090,,,,,10B100630,未払金,22000,O,-,0,,,,
484,2,2021-05,2021-05-31,154,香典代,10E200150,交際費,10000,S10,標準10%,909,,,,,,,0,,,0,,,,
485,1,2021-05,2021-05-31,155,資金移動,10A100020,現金及び預金,3000000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,3000000,O,-,0,1,みずほ銀行,,
486,1,2021-05,2021-05-31,208,保険料預かり分,10B100690,預り金,754807,O,-,0,1,保険料,,,10A100020,現金及び預金,1519292,O,-,0,20,みずほ 本店,,
486,2,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,111192,X,非仕入,0,,,,,,,0,,,0,,,,
486,3,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,236635,X,非仕入,0,,,,,,,0,,,0,,,,
486,4,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,100704,X,非仕入,0,,,,,,,0,,,0,,,,
486,5,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,92652,X,非仕入,0,,,,,,,0,,,0,,,,
486,6,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,147385,X,非仕入,0,,,,,,,0,,,0,,,,
486,7,2021-05,2021-05-31,208,保険料 事業主負担分,10E200540,法定福利費,66245,X,非仕入,0,,,,,,,0,,,0,,,,
486,8,2021-05,2021-05-31,208,児童拠出金 事業主負担分,10E200540,法定福利費,9672,X,非仕入,0,,,,,,,0,,,0,,,,
487,1,2021-06,2021-06-01,94,お茶代,10E201270,雑費,3150,S10,標準10%,286,,,,,10A100020,現金及び預金,3150,O,-,0,,,,
488,1,2021-06,2021-06-01,106,食事代 やまびこ4名,10E200150,交際費,7267,S10,標準10%,660,,,,,10A100020,現金及び預金,27896,O,-,0,,,,
488,2,2021-06,2021-06-01,106,飲食代 スナック北新地,10E200150,交際費,20629,S10,標準10%,1875,,,,,,,0,,,0,,,,
489,1,2021-06,2021-06-01,147,ガソリン代,10E201120,車両費,5416,S10,標準10%,492,,,,,10B100630,未払金,5988,O,-,0,,,,
489,2,2021-06,2021-06-01,147,高速代,10E201120,車両費,572,S10,標準10%,52,,,,,,,0,,,0,,,,
490,1,2021-06,2021-06-02,10,ガソリン代,10E201120,車両費,4224,S10,標準10%,384,,,,,10A100020,現金及び預金,4224,O,-,0,,,,
491,1,2021-06,2021-06-02,18,旅費,10E201230,旅費及び交通費,21700,S10,標準10%,1972,,,,,10A100020,現金及び預金,21700,O,-,0,,,,
492,1,2021-06,2021-06-02,42,昼食代 喫茶エンゼル3名,10E200150,交際費,3420,S10,標準10%,310,,,,,10A100020,現金及び預金,3420,O,-,0,,,,
493,1,2021-06,2021-06-02,56,旅費,10E201230,旅費及び交通費,32600,S10,標準10%,2963,,,,,10A100020,現金及び預金,32600,O,-,0,,,,
494,1,2021-06,2021-06-02,77,ゴルフプレー代,10E200150,交際費,6800,S10,標準10%,618,,,,,10A100020,現金及び預金,6800,O,-,0,,,,
495,1,2021-06,2021-06-04,19,旅費,10E201230,旅費及び交通費,15000,S10,標準10%,1363,,,,,10A100020,現金及び預金,15000,O,-,0,,,,
496,1,2021-06,2021-06-04,161,旅費,10E201230,旅費及び交通費,7500,S10,標準10%,681,,,,,10A100020,現金及び預金,7500,O,-,0,,,,
497,1,2021-06,2021-06-05,94,6月5日伝票No230株式会社 渡辺産業,10A100020,現金及び預金,1359958,O,-,0,50,福岡 北九州,,,10A100090,売掛金,1359958,O,-,0,22,㈱渡辺産業,,
497,2,2021-06,2021-06-05,94,6月5日伝票No230株式会社 渡辺産業,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,22,㈱渡辺産業,,
498,1,2021-06,2021-06-05,95,6月5日伝票No231佐々木販売株式会社,10A100020,現金及び預金,1159610,O,-,0,20,みずほ 本店,,,10A100090,売掛金,1159610,O,-,0,26,佐々木販売㈱,,
498,2,2021-06,2021-06-05,95,6月5日伝票No231佐々木販売株式会社,10E200690,支払手数料,472,S10,標準10%,42,,,,,10A100090,売掛金,472,O,-,0,26,佐々木販売㈱,,
499,1,2021-06,2021-06-05,96,6月5日伝票No232岩下物産株式会社,10A100020,現金及び預金,665205,O,-,0,30,三井 名古屋,,,10A100090,売掛金,665205,O,-,0,27,岩下物産㈱,,
500,1,2021-06,2021-06-05,133,税理士報酬,10E200600,支払報酬,139710,S10,標準10%,12700,,,,,10A100020,現金及び預金,139710,O,-,0,20,みずほ 本店,,
501,1,2021-06,2021-06-06,20,航空券代,10E201230,旅費及び交通費,41000,S10,標準10%,3727,,,,,10A100020,現金及び預金,41000,O,-,0,,,,
502,1,2021-06,2021-06-06,84,切手代,10E200180,通信費,4000,S10,標準10%,363,,,,,10A100020,現金及び預金,4000,O,-,0,,,,
503,1,2021-06,2021-06-06,110,タクシー代,10E201230,旅費及び交通費,2290,S10,標準10%,208,,,,,10A100020,現金及び預金,2290,O,-,0,,,,
504,1,2021-06,2021-06-06,122,証明書発行手数料,10E200180,通信費,1050,S10,標準10%,95,,,,,10A100020,現金及び預金,1050,O,-,0,,,,
505,1,2021-06,2021-06-06,142,ガソリン代,10E201120,車両費,6267,S10,標準10%,569,,,,,10A100020,現金及び預金,9459,O,-,0,,,,
505,2,2021-06,2021-06-06,142,高速代,10E201120,車両費,1572,S10,標準10%,142,,,,,,,0,,,0,,,,
505,3,2021-06,2021-06-06,142,駐車代,10E201120,車両費,620,S10,標準10%,56,,,,,,,0,,,0,,,,
505,4,2021-06,2021-06-06,142,洗車代,10E201120,車両費,1000,S10,標準10%,90,,,,,,,0,,,0,,,,
506,1,2021-06,2021-06-07,22,旅費,10E201230,旅費及び交通費,50000,S10,標準10%,4545,,,,,10A100020,現金及び預金,50000,O,-,0,,,,
507,1,2021-06,2021-06-07,58,旅費,10E201230,旅費及び交通費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
508,1,2021-06,2021-06-07,69,電池代,10E201270,雑費,1332,S10,標準10%,121,,,,,10A100020,現金及び預金,3090,O,-,0,,,,
508,2,2021-06,2021-06-07,69,洗剤等,10E201270,雑費,1758,S10,標準10%,159,,,,,,,0,,,0,,,,
509,1,2021-06,2021-06-07,78,ゴルフプレー代,10E200150,交際費,12600,S10,標準10%,1145,,,,,10A100020,現金及び預金,12600,O,-,0,,,,
510,1,2021-06,2021-06-07,141,JR代,10E201230,旅費及び交通費,16000,S10,標準10%,1454,,,,,10A100020,現金及び預金,16000,O,-,0,,,,
511,1,2021-06,2021-06-08,50,高速代,10E201120,車両費,1200,S10,標準10%,109,,,,,10A100020,現金及び預金,1200,O,-,0,,,,
512,1,2021-06,2021-06-08,85,旅費,10E201230,旅費及び交通費,8200,S10,標準10%,745,,,,,10A100020,現金及び預金,8200,O,-,0,,,,
513,1,2021-06,2021-06-08,149,コーヒー代,10E200150,交際費,1260,S10,標準10%,114,,,,,10A100020,現金及び預金,1260,O,-,0,,,,
514,1,2021-06,2021-06-09,33,家賃支払い,10E200720,地代家賃,320000,S10,標準10%,29090,,,,,10A100020,現金及び預金,320000,O,-,0,10,北海道 駅前,,
514,2,2021-06,2021-06-09,33,電話代,10E200180,通信費,123450,S10,標準10%,11222,,,,,10A100020,現金及び預金,123450,O,-,0,10,北海道 駅前,,
515,1,2021-06,2021-06-09,70,家賃支払,10E200720,地代家賃,1260000,S10,標準10%,114545,,,,,10A100020,現金及び預金,1260000,O,-,0,20,みずほ 本店,,
516,1,2021-06,2021-06-09,71,家賃支払,10E200720,地代家賃,840000,S10,標準10%,76363,,,,,10A100020,現金及び預金,840000,O,-,0,40,三菱東京 梅田,,
517,1,2021-06,2021-06-09,112,電話代,10E200180,通信費,215577,S10,標準10%,19597,,,,,10A100020,現金及び預金,215577,O,-,0,40,三菱東京 梅田,,
518,1,2021-06,2021-06-09,129,家賃支払い,10E200720,地代家賃,399000,S10,標準10%,36272,,,,,10A100020,現金及び預金,399000,O,-,0,30,三井 名古屋,,
519,1,2021-06,2021-06-09,167,家賃支払い,10E200720,地代家賃,630000,S10,標準10%,57272,,,,,10A100020,現金及び預金,630000,O,-,0,50,福岡 北九州,,
519,2,2021-06,2021-06-09,167,電話代,10E200180,通信費,149355,S10,標準10%,13577,,,,,10A100020,現金及び預金,149355,O,-,0,50,福岡 北九州,,
520,1,2021-06,2021-06-10,21,JR代,10E201230,旅費及び交通費,64580,S10,標準10%,5870,,,,,10A100020,現金及び預金,64580,O,-,0,,,,
521,1,2021-06,2021-06-10,44,コーヒー代2名,10E200150,交際費,1260,S10,標準10%,114,,,,,10A100020,現金及び預金,1260,O,-,0,,,,
522,1,2021-06,2021-06-10,57,JR代,10E201230,旅費及び交通費,65870,S10,標準10%,5988,,,,,10A100020,現金及び預金,65870,O,-,0,,,,
523,1,2021-06,2021-06-10,64,引き出し,10A100020,現金及び預金,1000000,O,-,0,,,,,10A100020,現金及び預金,1000000,O,-,0,1,みずほ銀行,,
524,1,2021-06,2021-06-10,68,源泉税支払,10B100690,預り金,258593,O,-,0,3,源泉税,,,10A100020,現金及び預金,720893,O,-,0,20,みずほ 本店,,
524,2,2021-06,2021-06-10,68,住民税支払,10B100690,預り金,462300,O,-,0,2,住民税,,,,,0,,,0,,,,
525,1,2021-06,2021-06-10,72,有線,10E201270,雑費,5000,S10,標準10%,454,,,,,10B100630,未払金,39286,O,-,0,,,,
525,2,2021-06,2021-06-10,72,警備料,10E201270,雑費,34286,S10,標準10%,3116,,,,,,,0,,,0,,,,
526,1,2021-06,2021-06-10,76,社員夜食代,10E200140,福利厚生費,12500,S10,標準10%,1136,,,,,10B100630,未払金,12500,O,-,0,,,,
527,1,2021-06,2021-06-10,85,電話代,10E200180,通信費,76546,S10,標準10%,6958,,,,,10A100020,現金及び預金,76546,O,-,0,30,三井 名古屋,,
528,1,2021-06,2021-06-10,86,タクシー代,10E201230,旅費及び交通費,5050,S10,標準10%,459,,,,,10A100020,現金及び預金,5050,O,-,0,,,,
529,1,2021-06,2021-06-10,97,6月10日伝票No233株式会社 ミナミ,10A100020,現金及び預金,876300,O,-,0,30,三井 名古屋,,,10A100090,売掛金,876300,O,-,0,19,㈱ﾐﾅﾐ,,
529,2,2021-06,2021-06-10,97,6月10日伝票No233株式会社 ミナミ,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,19,㈱ﾐﾅﾐ,,
530,1,2021-06,2021-06-10,98,6月10日伝票No234かめだデパート,10A100060,受取手形,6971057,O,-,0,,,,,10A100090,売掛金,6971057,O,-,0,28,かめだﾃﾞﾊﾟｰﾄ,,
531,1,2021-06,2021-06-10,99,6月10日伝票No474株式会社 チェック,10B100040,買掛金,535294,O,-,0,3,㈱ﾁｪｯｸ,,,10A100090,売掛金,535294,O,-,0,3,㈱ﾁｪｯｸ,,
532,1,2021-06,2021-06-10,100,6月10日伝票No496株式会社 藤田東京本社,10A100020,現金及び預金,8791311,O,-,0,20,みずほ 本店,,,10A100090,売掛金,8791311,O,-,0,14,㈱藤田,,
532,2,2021-06,2021-06-10,100,6月10日伝票No496株式会社 藤田東京本社,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,14,㈱藤田,,
533,1,2021-06,2021-06-10,101,6月10日伝票No155株式会社 チェック,10B100040,買掛金,2653685,O,-,0,3,㈱ﾁｪｯｸ,,,10B100030,支払手形,2653685,O,-,0,,,,
534,1,2021-06,2021-06-10,102,6月10日伝票No156株式会社 山下,10B100040,買掛金,350582,O,-,0,8,㈱山下,,,10A100020,現金及び預金,350582,O,-,0,20,みずほ 本店,,
535,1,2021-06,2021-06-10,145,手形期日落日 チェック,10B100030,支払手形,5714131,O,-,0,,,,,10A100020,現金及び預金,5714131,O,-,0,1,みずほ銀行,,
536,1,2021-06,2021-06-10,162,会議 食事代,10E201130,会議費,24995,S10,標準10%,2272,,,,,10A100020,現金及び預金,24995,O,-,0,,,,
537,1,2021-06,2021-06-10,168,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,48858,O,-,0,,,,
537,2,2021-06,2021-06-10,168,警備料,10E201270,雑費,42858,S10,標準10%,3896,,,,,,,0,,,0,,,,
538,1,2021-06,2021-06-11,8,食事代 昼食3名,10E200150,交際費,6570,S10,標準10%,597,,,,,10A100020,現金及び預金,6570,O,-,0,,,,
539,1,2021-06,2021-06-11,23,旅費,10E201230,旅費及び交通費,30000,S10,標準10%,2727,,,,,10A100020,現金及び預金,98001,O,-,0,,,,
539,2,2021-06,2021-06-11,23,旅費,10E201230,旅費及び交通費,28381,S10,標準10%,2580,,,,,,,0,,,0,,,,
539,3,2021-06,2021-06-11,23,旅費,10E201230,旅費及び交通費,39620,S10,標準10%,3601,,,,,,,0,,,0,,,,
540,1,2021-06,2021-06-11,87,旅費,10E201230,旅費及び交通費,10500,S10,標準10%,954,,,,,10A100020,現金及び預金,10500,O,-,0,,,,
541,1,2021-06,2021-06-11,88,ＪＲ代,10E201230,旅費及び交通費,11000,S10,標準10%,1000,,,,,10A100020,現金及び預金,11000,O,-,0,,,,
542,1,2021-06,2021-06-11,158,出張旅費,10E201230,旅費及び交通費,22000,S10,標準10%,2000,,,,,10A100020,現金及び預金,22000,O,-,0,,,,
543,1,2021-06,2021-06-12,7,食事代 居酒屋おたわ,10E200150,交際費,7562,S10,標準10%,687,,,,,10A100020,現金及び預金,33266,O,-,0,,,,
543,2,2021-06,2021-06-12,7,飲食代 スナックりんりん,10E200150,交際費,25704,S10,標準10%,2336,,,,,,,0,,,0,,,,
544,1,2021-06,2021-06-12,159,タクシー代,10E201230,旅費及び交通費,7420,S10,標準10%,674,,,,,10A100020,現金及び預金,7420,O,-,0,,,,
545,1,2021-06,2021-06-13,73,飲食代 華3名,10E200150,交際費,11430,S10,標準10%,1039,,,,,10A100020,現金及び預金,11430,O,-,0,,,,
545,2,2021-06,2021-06-13,73,電池代,10E201270,雑費,463,S10,標準10%,42,,,,,10A100020,現金及び預金,463,O,-,0,,,,
546,1,2021-06,2021-06-13,143,ガソリン代,10E201120,車両費,7248,S10,標準10%,658,,,,,10A100020,現金及び預金,7248,O,-,0,,,,
547,1,2021-06,2021-06-13,150,手土産代,10E200150,交際費,14625,S10,標準10%,1329,,,,,10A100020,現金及び預金,14625,O,-,0,,,,
548,1,2021-06,2021-06-13,151,食事代 お好み焼きやきやき4名,10E200150,交際費,6496,S10,標準10%,590,,,,,10A100020,現金及び預金,29973,O,-,0,,,,
548,2,2021-06,2021-06-13,151,飲食代 ハブバージョイ4名,10E200150,交際費,23477,S10,標準10%,2134,,,,,,,0,,,0,,,,
549,1,2021-06,2021-06-13,152,食事代,10E200150,交際費,7308,S10,標準10%,664,,,,,10A100020,現金及び預金,7308,O,-,0,,,,
550,1,2021-06,2021-06-14,51,ガソリン代,10E201120,車両費,10929,S10,標準10%,993,,,,,10A100020,現金及び預金,14834,O,-,0,,,,
550,2,2021-06,2021-06-14,51,駐車代,10E201120,車両費,762,S10,標準10%,69,,,,,,,0,,,0,,,,
550,3,2021-06,2021-06-14,51,高速代,10E201120,車両費,3143,S10,標準10%,285,,,,,,,0,,,0,,,,
551,1,2021-06,2021-06-15,11,高速代,10E201120,車両費,3210,S10,標準10%,291,,,,,10A100020,現金及び預金,3210,O,-,0,,,,
