No.,Level,Property type,Identifier,Class,Property Term,Representation Term,Associate Object Class Term,Multiplicity,Description,Module,Table,Value Domain,XBRL-GL
1244,2,Composition,,Invoice Generated Line,,,Charged Tax,0..*,"Code for Tax1 type (for example, Sales, VAT). This field should agree with the Regulator Code field in the Tax Table YYYYMMDD",O2C,39,,
1245,2,Reference Association,,Invoice Generated Line,Debit,,Ledger Account Number,0..1,GL account number on which the debit side of the transaction has been posted.,O2C,39,TEXT100,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure (Note: XBRL GL permits an unlimited number of accounts or values with a transaction, and is not limited to a single debit or credit value)"
1246,2,Reference Association,,Invoice Generated Line,Credit,,Ledger Account Number,0..1,GL account number on which the credit side of the transaction has been posted.,O2C,39,TEXT100,gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure
1247,2,Composition,,Invoice Generated Line,,,Segment,0..*,,O2C,39,,
1248,1,Class,,Shipment Made,,,,0..1,"The Shipments Made YYYYMMDD YYYYMMDD file contains, at a minimum, all shipments and shipment adjustments against sales orders during the period under review. Ideally this file also includes all shipments associated with transactions (for example, invoices and payments) during the period under review, even if those shipments were made in a prior period. The auditor should use his or her judgment in deciding which historical shipments to include. This file may not be relevant for some industries (for example, services). The file will have one record for each sales order associated with each shipment. For example, if a shipment includes items from three sales orders, there will be three records for that shipment, one for the items in the shipment associated with each of the three sales orders.",O2C,40,,"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Shipments_Made_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As shipments can cross orders, each order from the order associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and shipment lines (without originating order information, associated by entry header groupings.)"
1249,2,Attribute,PK,Shipment Made,Shipment ID,Identifier,,1,"Unique identifier for each shipment. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment.",O2C,40,TEXT100,gl-cor:documentReference
1250,2,Attribute,,Shipment Made,Shipment Date,Date,,0..1,Date of shipment (date shipped),O2C,40,DATE,gl-cor:documentDate
1251,2,Attribute,,Shipment Made,Shipment Fiscal Year,Code,,0..1,"Fiscal year in which the Shipment Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL).",O2C,40,TEXT4,gl-bus:fiscalYearEnd
1252,2,Attribute,,Shipment Made,Shipment Period,Code,,0..1,"Fiscal period in which the Shapment Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods.",O2C,40,TEXT10,gl-bus:postingCode
1253,2,Attribute,,Shipment Made,Adjustment Indicator,Indicator,,0..1,"0' if the transaction is the original shipment transaction, '1' if the transaction is a shipment adjustment.",O2C,40,TEXT1,gl-cor:detailComment with values '0' or '1'; gl-cor:documentType of 'shipment'
1254,2,Attribute,,Shipment Made,Adjustment Description,Text,,0..1,"If an adjustment to the shipment, a description of the reason for the adjustment.",O2C,40,TEXT100,gl-cor:documentTypeDescription
1255,2,Reference Association,,Shipment Made,,,Customer,0..1,Customer purchasing the product. Must match a Customer Account ID in the Customer Master Listing YYYYMMDD file.,O2C,40,TEXT100,gl-cor:identifierCode with gl-cor:identifierType = 'customer'
1256,2,Reference Association,,Shipment Made,,,Business Unit,0..1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file.",O2C,40,TEXT50,gl-bus:organizationIdentifier
1257,2,Reference Association,,Shipment Made,,,Sales Order,0..1,"Sales order ID for items shipped. Must match Sales Order ID used in Sales Orders YYYYMMDD YYYYMMDD file. If no sales order, leave blank.",O2C,40,TEXT100,gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'order-customer'*
1258,2,Attribute,,Shipment Made,Sales Order Date,Date,,0..1,"Date of sales order for items shipped. If no sales order, leave blank.",O2C,40,DATE,gl-cor:documentDate*
1259,2,Composition,,Shipment Made,,,Activity Records,0..1,,O2C,40,,
1260,2,,,Shipment Made,NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (LINE ITEM) DATA IS PROVIDED,,,,,O2C,40,,
1261,2,Composition,,Shipment Made,Shipping,,Local Currency Amount,0..1,,O2C,40,,
1262,2,Composition,,Shipment Made,Sales Order,,Local Currency Amount,0..1,,O2C,40,,
1263,2,Composition,,Shipment Made,,,Segment,0..*,,O2C,40,,
1264,1,Class,,Shipment Made Line,,,,0..1,"The Shipments Made Lines YYYYMMDD YYYYMMDD file contains line items detail for all shipments and shipment adjustments included in the file Shipments Made YYYYMMDD YYYYMMDD. This file is optional, but is preferred unless the quantity of data is unmanageable. This file may not be relevant for some industries (for example, services). The file will have one record for each line item in each shipment or shipment adjustment.",O2C,41,,"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Shipments_Made_Lines_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As shipments can cross orders, each order line from the order associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and shipment lines (without originating order information, associated by entry header groupings.)"
1265,2,Reference Association,PK,Shipment Made Line,,,Shipment Made,0..1,"Unique identifier for each shipment. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each shipment. Must match the Shipment ID field in the file Shipments Made YYYYMMDD YYYYMMD D.",O2C,41,TEXT100,gl-cor:documentReference
1266,2,Attribute,PK,Shipment Made Line,Shipping Document Line ID,Identifier,,1,Reference line number on shipping document.,O2C,41,TEXT10,gl-cor:lineNumber*
1267,2,Reference Association,,Shipment Made Line,Shipping,,Inventory Product,0..1,Identifier that is unique for each product.,O2C,41,TEXT25,gl-bus:measurableIDOther
1268,2,Attribute,,Shipment Made Line,Shipping Product Code,Code,,0..1,Product code appearing on the trade document,O2C,41,TEXT25,gl-bus:measurableID
1269,2,Attribute,,Shipment Made Line,Shipping Product Description,Text,,0..1,Product description (plain English) to indicate the name or other identifying characteristics of the product.,O2C,41,TEXT100,gl-bus:measurableDescription
1270,2,Attribute,,Shipment Made Line,Shipping Product Bar Code,Code,,0..1,UPC or other general identifier.,O2C,41,TEXT100,gl-bus:measurableIDOther
1271,2,Attribute,,Shipment Made Line,Shipping Document ID,Code,,0..1,Reference number on shipping document (company reference or logistics company identifier).,O2C,41,TEXT100,gl-cor:documentNumber
1272,2,Attribute,,Shipment Made Line,Shipping Product Group 01,Code,,0..1,"Product descriptor #1, for example, tires or accessories.",O2C,41,TEXT25,gl-bus:measurableCodeDescription
1273,2,Attribute,,Shipment Made Line,Shipping Product Group 02,Code,,0..1,"Product descriptor #2, for example, brand.",O2C,41,TEXT25,gl-bus:measurableCategory
1274,2,Composition,,Shipment Made Line,Shipping,,Quantity,0..1,Item quantity sent.,O2C,41,NUMERIC,gl-bus:measurableQuantity
1275,2,Attribute,,Shipment Made Line,Shipping Unit of Measure,Code,,0..1,Base unit of measure.,O2C,41,TEXT25,gl-bus:measurableUnitOfMeasure
1276,2,Composition,,Shipment Made Line,Shipping Unit Price,,Unit Price Amount,0..1,Price per unit for item sent.,O2C,41,NUMERIC,gl-bus:measurableCostPerUnit
1277,2,Composition,,Shipment Made Line,,,Local Currency Amount,0..1,,O2C,41,,
1278,2,Reference Association,,Shipment Made Line,,,Sales Order Lines,0..1,"Sales order line ID for items shipped. Must match Sales Order Line ID used in Sales Orders YYYYMMDD YYYYMMDD file. If no sales order, leave blank.",O2C,41,TEXT10,gl-cor:lineNumber*
1279,2,Composition,,Shipment Made Line,Sales Order,,Quantity,0..1,"Sales order line original quantity. If no sales order, leave blank.",O2C,41,NUMERIC,gl-bus:measurableQuantity
1280,2,Attribute,,Shipment Made Line,Sales Order Unit of Measure,Code,,0..1,"Sales order line base unit of measure. If no sales order, leave blank.",O2C,41,TEXT25,gl-bus:measurableUnitOfMeasure
1282,2,Composition,,Shipment Made Line,,,Unit Price Amount,0..1,"Sales order line price per unit. If no sales order, leave blank.",O2C,41,NUMERIC,gl-bus:measurableCostPerUnit
1283,2,Composition,,Shipment Made Line,,,Segment,0..*,,O2C,41,,
1285,1,Class,,Open Accounts Payable,,,,0..1,"The Open Accounts Payable YYYYMMDD table contains details regarding all open, unpaid, or unresolved payable transactions as of close of business on a specified date (such as the end of the audit period or the end of the fiscal year). If a roll-forward of the AP balances for the period under review is going to be undertaken, it is necessary that two of these files bookend the period.<br>Each row in this table represents the balance due to the supplier for one uniquely identifiable transaction. This file should be at the summary level (by invoice), not at the detailed level (by invoice line item). The sum total of the transaction amounts as of the specified date should reconcile to the total AP amount in the general ledger (GL) as of the same date.",P2P,42,,gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads: Open_Accounts_Payables_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.
1286,2,Reference Association,,Open Accounts Payable,,,Supplier,0..1,Identifier of the supplier to whom payment is expected or from whom unused credits have been applied. Must match the Supplier Account ID in the Supplier Listing YYYYMMDD file.,P2P,42,TEXT100,gl-cor:identifierCode with gl-cor:identifierType = {vendor}
1287,2,Reference Association,PK,Open Accounts Payable,,,Invoice Received,0..1,"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Received YYYYMMDD YYYYMM DD, Open Accounts Payables YYYYMMDD, AP Cash Application YYYYMMDD YYYYM MDD, and AP Adjustments YYYYMMDD YYYYMMDD).",P2P,42,TEXT100,gl-cor:documentReference
