sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path
4216,4,A,,State Province Code,Code,0..1,STATE PROVINCE CODE,The code for the state or province of the address as specified by ISO 3166-2.,JP,0,(Billing) Address,GE04h_04,/JP13a/GE04h_04,/JP Sales Invoice/Customer/(Billing) Address/State Province Code
4217,4,A,,Postal Code,Code,0..1,POSTAL CODE,The code that identifies a specific geographic delivery area for an address.,JP,0,(Billing) Address,GE04h_05,/JP13a/GE04h_05,/JP Sales Invoice/Customer/(Billing) Address/Postal Code
4218,4,A,,Country Code,Code,0..1,COUNTRY CODE,"The official code representing the country of an address, as standardized by ISO 3166-1.",JP,0,(Billing) Address,GE04h_06,/JP13a/GE04h_06,/JP Sales Invoice/Customer/(Billing) Address/Country Code
4219,3,C,,(Physical) Address,,0..1,,A class that specifies the location details of an individual or entity.,JP,0,(Physical) Address,GE04i,/JP13a/GE04i,/JP Sales Invoice/Customer/(Physical) Address
4220,4,A,,Street Address1,Name,0..1,Name Medium,The primary line of the street address.,JP,0,(Physical) Address,GE04i_01,/JP13a/GE04i_01,/JP Sales Invoice/Customer/(Physical) Address/Street Address1
4221,4,A,,Street Address2,Name,0..1,Name Medium,"The secondary line of the street address, if applicable.",JP,0,(Physical) Address,GE04i_02,/JP13a/GE04i_02,/JP Sales Invoice/Customer/(Physical) Address/Street Address2
4222,4,A,,City Name,Name,0..1,CITY NAME,The municipal designation within an address.,JP,0,(Physical) Address,GE04i_03,/JP13a/GE04i_03,/JP Sales Invoice/Customer/(Physical) Address/City Name
4223,4,A,,State Province Code,Code,0..1,STATE PROVINCE CODE,The code for the state or province of the address as specified by ISO 3166-2.,JP,0,(Physical) Address,GE04i_04,/JP13a/GE04i_04,/JP Sales Invoice/Customer/(Physical) Address/State Province Code
4224,4,A,,Postal Code,Code,0..1,POSTAL CODE,The code that identifies a specific geographic delivery area for an address.,JP,0,(Physical) Address,GE04i_05,/JP13a/GE04i_05,/JP Sales Invoice/Customer/(Physical) Address/Postal Code
4225,4,A,,Country Code,Code,0..1,COUNTRY CODE,"The official code representing the country of an address, as standardized by ISO 3166-1.",JP,0,(Physical) Address,GE04i_06,/JP13a/GE04i_06,/JP Sales Invoice/Customer/(Physical) Address/Country Code
4226,3,C,,(Total Credit Limit) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Total Credit Limit) Amount,GE05h4,/JP13a/GE05h4,/JP Sales Invoice/Customer/(Total Credit Limit) Amount
4227,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Total Credit Limit) Amount,GE05h4_01,/JP13a/GE05h4_01,/JP Sales Invoice/Customer/(Total Credit Limit) Amount/Value
4228,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06hc,/JP13a/BS06hc,/JP Sales Invoice/Customer/(Total Credit Limit) Amount/Currency
4229,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06hc_01,/JP13a/BS06hc_01,/JP Sales Invoice/Customer/(Total Credit Limit) Amount/Currency/Code
4230,3,C,,(Transaction Credit Limit) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Transaction Credit Limit) Amount,GE05h5,/JP13a/GE05h5,/JP Sales Invoice/Customer/(Transaction Credit Limit) Amount
4231,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Transaction Credit Limit) Amount,GE05h5_01,/JP13a/GE05h5_01,/JP Sales Invoice/Customer/(Transaction Credit Limit) Amount/Value
4232,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06hd,/JP13a/BS06hd,/JP Sales Invoice/Customer/(Transaction Credit Limit) Amount/Currency
4233,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06hd_01,/JP13a/BS06hd_01,/JP Sales Invoice/Customer/(Transaction Credit Limit) Amount/Currency/Code
4234,3,C,,(Primary) Contact,,0..1,,A class that details the communication information for an individual or entity.,JP,0,(Primary) Contact,GE08e,/JP13a/GE08e,/JP Sales Invoice/Customer/(Primary) Contact
4235,4,A,,Name,Name,0..1,Name Medium,The full name of an individual or entity that is a point of contact.,JP,0,(Primary) Contact,GE08e_01,/JP13a/GE08e_01,/JP Sales Invoice/Customer/(Primary) Contact/Name
4236,4,A,,Phone,Char,0..1,PHONE NUMBER,The telephone number associated with a contact.,JP,0,(Primary) Contact,GE08e_02,/JP13a/GE08e_02,/JP Sales Invoice/Customer/(Primary) Contact/Phone
4237,4,A,,Email,Char,0..1,EMAIL,The electronic mail address associated with a contact.,JP,0,(Primary) Contact,GE08e_03,/JP13a/GE08e_03,/JP Sales Invoice/Customer/(Primary) Contact/Email
4238,3,R,,Customer Type,,0..1,,"The reference association to the Customer Type class, which is a class contains detailed descriptions of customer categories.",JP,12,Customer Type,BS09e,/JP13a/BS09e,/JP Sales Invoice/Customer/Customer Type
4239,4,A,REF,ID,Identifier,1..1,Identifier Medium,The reference identifier for the type of customer.,JP,12,Customer Type,BS09e_01,/JP13a/BS09e_01,/JP Sales Invoice/Customer/Customer Type/ID
4240,3,R,,(Corresponding) Supplier,,0..1,,"The reference association to the Corresponding Supplier class, which is a class containing essential information about suppliers.",JP,18,(Corresponding) Supplier,BS23s,/JP13a/BS23s,/JP Sales Invoice/Customer/(Corresponding) Supplier
4241,4,A,REF,Account ID,Identifier,1..1,Identifier Long,The reference identifier for a supplier account.,JP,18,(Corresponding) Supplier,BS23s_01,/JP13a/BS23s_01,/JP Sales Invoice/Customer/(Corresponding) Supplier/Account ID
4242,2,C,,Activities,,0..1,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",JP,0,Activities,GE02a3,/JP13a/GE02a3,/JP Sales Invoice/Activities
4243,3,C,,(Approved) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,(Approved) Activity,GE03ds,/JP13a/GE03ds,/JP Sales Invoice/Activities/(Approved) Activity
4244,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,(Approved) Activity,GE03ds_01,/JP13a/GE03ds_01,/JP Sales Invoice/Activities/(Approved) Activity/Date
4245,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,(Approved) Activity,GE03ds_02,/JP13a/GE03ds_02,/JP Sales Invoice/Activities/(Approved) Activity/Time
4246,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,10,User,BS29du,/JP13a/BS29du,/JP Sales Invoice/Activities/(Approved) Activity/User
4247,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,10,User,BS29du_01,/JP13a/BS29du_01,/JP Sales Invoice/Activities/(Approved) Activity/User/ID
4248,3,C,,(Created) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,(Created) Activity,GE03dt,/JP13a/GE03dt,/JP Sales Invoice/Activities/(Created) Activity
4249,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,(Created) Activity,GE03dt_01,/JP13a/GE03dt_01,/JP Sales Invoice/Activities/(Created) Activity/Date
4250,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,(Created) Activity,GE03dt_02,/JP13a/GE03dt_02,/JP Sales Invoice/Activities/(Created) Activity/Time
4251,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,10,User,BS29dv,/JP13a/BS29dv,/JP Sales Invoice/Activities/(Created) Activity/User
4252,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,10,User,BS29dv_01,/JP13a/BS29dv_01,/JP Sales Invoice/Activities/(Created) Activity/User/ID
4253,3,C,,(Last Modified) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,(Last Modified) Activity,GE03du,/JP13a/GE03du,/JP Sales Invoice/Activities/(Last Modified) Activity
4254,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,(Last Modified) Activity,GE03du_01,/JP13a/GE03du_01,/JP Sales Invoice/Activities/(Last Modified) Activity/Date
4255,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,(Last Modified) Activity,GE03du_02,/JP13a/GE03du_02,/JP Sales Invoice/Activities/(Last Modified) Activity/Time
4256,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,10,User,BS29dw,/JP13a/BS29dw,/JP Sales Invoice/Activities/(Last Modified) Activity/User
4257,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,10,User,BS29dw_01,/JP13a/BS29dw_01,/JP Sales Invoice/Activities/(Last Modified) Activity/User/ID
4258,3,C,,(Posted) Activity,,0..1,,A class that records specific actions or tasks completed or in progress.,JP,0,(Posted) Activity,GE03dv,/JP13a/GE03dv,/JP Sales Invoice/Activities/(Posted) Activity
4259,4,A,,Date,Date,0..1,DATE,"The date marks when an activity occurred, ideally recorded automatically by the system.",JP,0,(Posted) Activity,GE03dv_01,/JP13a/GE03dv_01,/JP Sales Invoice/Activities/(Posted) Activity/Date
4260,4,A,,Time,Time,0..1,TIME,The specified time at which an activity occurs.,JP,0,(Posted) Activity,GE03dv_02,/JP13a/GE03dv_02,/JP Sales Invoice/Activities/(Posted) Activity/Time
4261,4,R,,User,,0..1,,"The reference association to the User class, which is a class with user details, important for overseeing access, maintaining security, and tracking system use.",JP,10,User,BS29dx,/JP13a/BS29dx,/JP Sales Invoice/Activities/(Posted) Activity/User
4262,5,A,REF,ID,Identifier,1..1,Identifier Short,"The reference identifier for individuals entering transactions into the accounting and/or ERP system.
",JP,10,User,BS29dx_01,/JP13a/BS29dx_01,/JP Sales Invoice/Activities/(Posted) Activity/User/ID
4263,2,R,,Accounting Period,,0..1,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",JP,22,Accounting Period,BS01z,/JP13a/BS01z,/JP Sales Invoice/Accounting Period
4264,3,A,REF,Fiscal Year,Identifier,1..1,YEAR,"The year for which financial records are kept, expressed in four digits.",JP,22,Accounting Period,BS01z_01,/JP13a/BS01z_01,/JP Sales Invoice/Accounting Period/Fiscal Year
4265,3,A,REF,ID,Identifier,1..1,PERIOD IDENTIFIER,The span of time covered by an accounting record.,JP,22,Accounting Period,BS01z_02,/JP13a/BS01z_02,/JP Sales Invoice/Accounting Period/ID
4266,2,R,,Payment Term,,0..1,,"The reference association to the Payment Term class, which is a class details conditions related to sales or purchase agreements, including payment instruments, credit periods, and discount terms.",JP,34,Payment Term,BS19i,/JP13a/BS19i,/JP Sales Invoice/Payment Term
4267,3,A,REF,Code,Identifier,1..1,PAYMENT TERM CODE,The unique code denoting the terms of payment.,JP,34,Payment Term,BS19i_01,/JP13a/BS19i_01,/JP Sales Invoice/Payment Term/Code
4268,2,R,,Settlement Method,,0..1,,"The reference association to the Settlement Method class, which is a class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",JP,28,Settlement Method,BS22o,/JP13a/BS22o,/JP Sales Invoice/Settlement Method
4269,3,A,REF,Code,Identifier,1..1,Identifier Medium,The unique code describing how a transaction is settled.,JP,28,Settlement Method,BS22o_01,/JP13a/BS22o_01,/JP Sales Invoice/Settlement Method/Code
4270,2,C,,Amounts,,0..1,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",JP,0,Amounts,GE06v,/JP13a/GE06v,/JP Sales Invoice/Amounts
4271,3,C,,(Functional) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Functional) Amount,GE05h6,/JP13a/GE05h6,/JP Sales Invoice/Amounts/(Functional) Amount
4272,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Functional) Amount,GE05h6_01,/JP13a/GE05h6_01,/JP Sales Invoice/Amounts/(Functional) Amount/Value
4273,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06he,/JP13a/BS06he,/JP Sales Invoice/Amounts/(Functional) Amount/Currency
4274,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06he_01,/JP13a/BS06he_01,/JP Sales Invoice/Amounts/(Functional) Amount/Currency/Code
4275,3,C,,(Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Local) Amount,GE05h7,/JP13a/GE05h7,/JP Sales Invoice/Amounts/(Local) Amount
4276,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Local) Amount,GE05h7_01,/JP13a/GE05h7_01,/JP Sales Invoice/Amounts/(Local) Amount/Value
4277,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06hf,/JP13a/BS06hf,/JP Sales Invoice/Amounts/(Local) Amount/Currency
4278,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06hf_01,/JP13a/BS06hf_01,/JP Sales Invoice/Amounts/(Local) Amount/Currency/Code
4279,3,C,,(Reporting) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Reporting) Amount,GE05h8,/JP13a/GE05h8,/JP Sales Invoice/Amounts/(Reporting) Amount
4280,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Reporting) Amount,GE05h8_01,/JP13a/GE05h8_01,/JP Sales Invoice/Amounts/(Reporting) Amount/Value
4281,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06hg,/JP13a/BS06hg,/JP Sales Invoice/Amounts/(Reporting) Amount/Currency
4282,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06hg_01,/JP13a/BS06hg_01,/JP Sales Invoice/Amounts/(Reporting) Amount/Currency/Code
4283,3,C,,(Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Transaction) Amount,GE05h9,/JP13a/GE05h9,/JP Sales Invoice/Amounts/(Transaction) Amount
4284,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Transaction) Amount,GE05h9_01,/JP13a/GE05h9_01,/JP Sales Invoice/Amounts/(Transaction) Amount/Value
4285,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06hh,/JP13a/BS06hh,/JP Sales Invoice/Amounts/(Transaction) Amount/Currency
4286,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06hh_01,/JP13a/BS06hh_01,/JP Sales Invoice/Amounts/(Transaction) Amount/Currency/Code
4287,2,C,,(Settlement Organization) Business Segment,,0..1,,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,JP,4,(Settlement Organization) Business Segment,BS04c7,/JP13a/BS04c7,/JP Sales Invoice/(Settlement Organization) Business Segment
4288,3,A,PK,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,JP,4,(Settlement Organization) Business Segment,BS04c7_01,/JP13a/BS04c7_01,/JP Sales Invoice/(Settlement Organization) Business Segment/Code
4289,3,A,,Name,Name,0..1,Name Medium,The designated label for a distinct area of a company's operations.,JP,4,(Settlement Organization) Business Segment,BS04c7_02,/JP13a/BS04c7_02,/JP Sales Invoice/(Settlement Organization) Business Segment/Name
