sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
747,2,Reference Association,,Inventory On Hand,Selling,0..1,,,Measurement Unit,The unit of measurement used for selling inventory item.,Inventory,127,IV03_28,,,
748,2,Reference Association,,Inventory On Hand,Stocking,0..1,,,Measurement Unit,The unit of measurement used for stocking inventory item.,Inventory,127,IV03_29,,,
729,2,Composition,,Inventory On Hand,Average Cost,0..1,,,Amount,"The mean cost per unit of inventory, calculated by dividing the total cost by the total quantity of items.",Inventory,127,IV03_10,,,
730,2,Composition,,Inventory On Hand,Cost,0..1,,,Amount,The cost per unit calculated using the designated inventory cost method.,Inventory,127,IV03_11,,,
731,2,Composition,,Inventory On Hand,List Price,0..1,,,Amount,The predetermined retail price of an item established by the manufacturer or seller for sale to customers.,Inventory,127,IV03_12,,,
732,2,Composition,,Inventory On Hand,Specific Cost,0..1,,,Amount,The cost specific to each item and may vary depending on factors such as purchase terms or supplier agreements.,Inventory,127,IV03_13,,,
733,2,Composition,,Inventory On Hand,Standard Cost,0..1,,,Amount,"The predetermined unit cost of inventory, determined by projecting expenses and production efficiencies.",Inventory,127,IV03_14,,,
734,2,Composition,,Inventory On Hand,Book,0..1,,,Quantity,"The quantity of inventory items as recorded in the inventory system, expressed in the Inventory Stocking Unit of Measure Code.",Inventory,127,IV03_15,,,
735,2,Composition,,Inventory On Hand,Inventory Purchase Year To Date,0..1,,,Quantity,"The total quantity of inventory acquired, excluding returns, from the beginning of the current accounting period, measured in the basic unit of measure code.",Inventory,127,IV03_16,,,
736,2,Composition,,Inventory On Hand,Inventory Sold Year To Date,0..1,,,Quantity,"The quantity of inventory sold from this location year-to-date, excluding transfers between internal locations, donations, or samples sent out for promotional purposes, measured in the basic unit of measure code.",Inventory,127,IV03_17,,,
737,2,Composition,,Inventory On Hand,Physical Count,0..1,,,Quantity,"The actual quantity on hand resulting from a physical count, expressed in the Basic Unit of Measure Code.",Inventory,127,IV03_18,,,
738,2,Composition,,Inventory On Hand,System Quantity,0..1,,,Quantity,Actual quantity on hand from the physical count in the Basic_UOM_Code.,Inventory,127,IV03_19,,,
749,1,Class,,Inventory Period Balance,,,,,,A class represents a specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Inventory,133,IV04,,,
750,2,Attribute,,Inventory Period Balance,Lot Number,0..1,Char,Char Medium,,The number for a batch of products for tracking and inventory management purposes.,Inventory,133,IV04_01,,,
759,2,Reference Association,,Inventory Period Balance,,0..1,,,Accounting Period,The class represents the specific period within a fiscal year delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.,Inventory,133,IV04_10,,,
760,2,Reference Association,,Inventory Period Balance,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,133,IV04_11,,,
761,2,Reference Association,,Inventory Period Balance,Cost Organization,0..1,,,Business Segment,The class concerning the organization that handles the inventory cost management.,Inventory,133,IV04_12,,,
762,2,Reference Association,,Inventory Period Balance,Inventory Organization,0..1,,,Business Segment,Inventory Organization,Inventory,133,IV04_13,,,
763,2,Reference Association,PK,Inventory Period Balance,,1..1,,,Inventory Location,"The physical location of the inventory item, forming part of its unique identifier.",Inventory,133,IV04_14,,,
764,2,Reference Association,PK,Inventory Period Balance,,1..1,,,Inventory Product,"The particular product item counted in a physical inventory, forming part of its unique identifier.",Inventory,133,IV04_15,,,
765,2,Reference Association,,Inventory Period Balance,Costing,0..1,,,Measurement Unit,The unit of measure used for quantifying an inventory product used in cost management.,Inventory,133,IV04_16,,,
766,2,Reference Association,,Inventory Period Balance,Stocking,0..1,,,Measurement Unit,The unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,133,IV04_17,,,
751,2,Composition,,Inventory Period Balance,Beginning Balance,0..1,,,Amount,The class signifies the value of inventory at the start of the accounting period.,Inventory,133,IV04_02,,,
752,2,Composition,,Inventory Period Balance,Credit,0..1,,,Amount,The class signifies the total value of incoming inventory transactions during the current period.,Inventory,133,IV04_03,,,
753,2,Composition,,Inventory Period Balance,Debit,0..1,,,Amount,The class signifies the total value of outgoing inventory transactions during the current period.,Inventory,133,IV04_04,,,
754,2,Composition,,Inventory Period Balance,Ending Balance,0..1,,,Amount,The class signifies the concluding value of inventory at the close of the accounting period.,Inventory,133,IV04_05,,,
755,2,Composition,,Inventory Period Balance,Beginning,0..1,,,Quantity,"The class signifies the initial quantity of inventory, counted in the Basic Unit of Measure Code, at the onset of the accounting period.",Inventory,133,IV04_06,,,
756,2,Composition,,Inventory Period Balance,Dispatched,0..1,,,Quantity,"The class signifies the total quantity of outgoing inventory transaction counted in the Basic Unit of Measure Code, during the current period.",Inventory,133,IV04_07,,,
757,2,Composition,,Inventory Period Balance,Ending,0..1,,,Quantity,"The class signifies the concluding quantity of inventory, counted in the Basic Unit of Measure Code, at the close of the accounting period.",Inventory,133,IV04_08,,,
758,2,Composition,,Inventory Period Balance,Received,0..1,,,Quantity,"The class signifies the total quantity of incoming inventory transactions counted in the Basic Unit of Measure Code, during the current period.",Inventory,133,IV04_09,,,
767,1,Class,,Inventory Physical,,,,,,"A class records the quantities on hand as of the date of a physical inventory count, along with corresponding flow information.",Inventory,131,IV05,,,
768,2,Attribute,PK,Inventory Physical,Count Sheet ID,1..1,Identifier,Identifier Medium,,The primary unique identifier for the count sheet.,Inventory,131,IV05_01,,,
769,2,Attribute,,Inventory Physical,Count Sheet Number,0..1,Char,Char Long,,The reference number of the inventory count sheet that is the basis for the inventory count.,Inventory,131,IV05_02,,,
770,2,Attribute,PK,Inventory Physical,Count Sheet Line ID,1..1,Identifier,Identifier Medium,,"The secondary unique identifier that works in conjunction with the Inventory Count Sheet Line ID to specify individual lines of a inventory count sheet, providing granularity and detail for each item within a document.",Inventory,131,IV05_03,,,
771,2,Attribute,,Inventory Physical,Count Sheet Line Number,0..1,Char,Char Short,,The line sequence in the inventory count sheet that relates to the inventory count.,Inventory,131,IV05_04,,,
772,2,Attribute,,Inventory Physical,Lot Number,0..1,Char,Char Medium,,The number for a batch of products for tracking and inventory management purposes.,Inventory,131,IV05_05,,,
773,2,Attribute,,Inventory Physical,Serial Number,0..1,Char,Char Medium,,"The number for an individual item within a group of products, used for tracking and inventory management.",Inventory,131,IV05_06,,,
774,2,Attribute,,Inventory Physical,Bin ID,0..1,Char,Char Short,,The identifier for the specific sub-location within inventory storage.,Inventory,131,IV05_07,,,
775,2,Attribute,,Inventory Physical,Count Date,0..1,Date,DATE,,The date on which an inventory item is counted.,Inventory,131,IV05_08,,,
776,2,Attribute,,Inventory Physical,Comment,0..1,Text,Text Medium,,"The comments section includes notes about the inventory count, variances, or any other relevant details observed during the inventory count process.",Inventory,131,IV05_09,,,
780,2,Reference Association,,Inventory Physical,,0..*,,,Business Segment,The class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Inventory,131,IV05_13,,,
781,2,Reference Association,,Inventory Physical,Inventory Organization,0..1,,,Business Segment,The class concerning the organization that handles the inventory management.,Inventory,131,IV05_14,,,
782,2,Reference Association,,Inventory Physical,,0..1,,,Inventory Location,The physical location of the inventory item.,Inventory,131,IV05_15,,,
783,2,Reference Association,,Inventory Physical,,0..1,,,Inventory Product,The specific product tallied during the physical inventory count.,Inventory,131,IV05_16,,,
784,2,Reference Association,,Inventory Physical,Stocking,0..1,,,Measurement Unit,The unit of measure for the quantity of an inventory product utilized in stock management.,Inventory,131,IV05_17,,,
777,2,Composition,,Inventory Physical,,0..1,,,Activities,"The class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",Inventory,131,IV05_10,,,
778,2,Composition,,Inventory Physical,Physical Count,0..1,,,Quantity,"The quantity of inventory on hand as determined during the most recent physical count, especially when multiple counts are conducted, expressed in the Basic Unit of Measure Code.",Inventory,131,IV05_11,,,
