Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
8691,869,4,0,Piltdiagnostika teenused ja meditsiinilaborite tegevus,Diagnostic imaging services and medical laboratory activities,,"Siia klassi kuuluvad meditsiinilaborid, mis pakuvad analüüsi- või diagnostikateenuseid (ilma meditsiinilise tõlgenduseta), k.a kehavedelike analüüse või geeniteste, otse ambulatoorsetele patsientidele tervishoiutöötajate saatekirjaga või ilma, nt: röntgenlaborid ja muud diagnostiliste kuvauuringute keskused, vereanalüüsi laborid, DNA sekveneerimine konkreetse haiguse välistamiseks või raviks ka: laboratoorsed dopingukontrolli tegevused","Activities of medical laboratories providing analytic or diagnostic services (without the medical analysis or interpretation itself), including body fluid analysis or genetic testing, directly to outpatients with or without referral from healthcare practitioners, for example: X-ray laboratories and other diagnostic imaging centres, blood analysis laboratories, DNA sequencing for ruling out or curing a specific disease This class also includes: laboratory doping control activities",,,,,,,,"Mittemeditsiiniline laboratoorne analüüs, toiduhügieeniga seotud analüüsid, kohtuekspertiisi laborite tegevus, vt 7120 diagnostiliste piltide (röntgenipildid, elektrokardiogrammid, endoskoopilised pildid jne) meditsiiniline analüüs ja tõlgendamine, vt 8622 geenivaramute, vere- ja elundipankade tegevus, vt 8699","Non-medical laboratory testing, testing activities in the field of food hygiene, activities of forensic laboratories, see 7120 medical analysis and interpretation of diagnostic medical images (X-ray, electrocardiograms, endoscopies, etc.), see 8622 activities of genome data centres, blood and organ banks, see 8699",,,,,,2025-01-01 00:00:00,
86911,8691,5,1,Piltdiagnostika teenused ja meditsiinilaborite tegevus,Diagnostic imaging services and medical laboratory activities,,"Siia klassi kuuluvad meditsiinilaborid, mis pakuvad analüüsi- või diagnostikateenuseid (ilma meditsiinilise tõlgenduseta), k.a kehavedelike analüüse või geeniteste, otse ambulatoorsetele patsientidele tervishoiutöötajate saatekirjaga või ilma, nt: röntgenlaborid ja muud diagnostiliste kuvauuringute keskused, vereanalüüsi laborid, DNA sekveneerimine konkreetse haiguse välistamiseks või raviks ka: laboratoorsed dopingukontrolli tegevused","Activities of medical laboratories providing analytic or diagnostic services (without the medical analysis or interpretation itself), including body fluid analysis or genetic testing, directly to outpatients with or without referral from healthcare practitioners, for example: X-ray laboratories and other diagnostic imaging centres, blood analysis laboratories, DNA sequencing for ruling out or curing a specific disease This class also includes: laboratory doping control activities",,,,,,,,"Mittemeditsiiniline laboratoorne analüüs, toiduhügieeniga seotud analüüsid, kohtuekspertiisi laborite tegevus, vt 71209 diagnostiliste piltide (röntgenipildid, elektrokardiogrammid, endoskoopilised pildid jne) meditsiiniline analüüs ja tõlgendamine, vt 86221 geenivaramute, vere- ja elundipankade tegevus, vt 86991","Non-medical laboratory testing, testing activities in the field of food hygiene, activities of forensic laboratories, see 71209 medical analysis and interpretation of diagnostic medical images (X-ray, electrocardiograms, endoscopies, etc.), see 86221 activities of genome data centres, blood and organ banks, see 86991",,,,,,2025-01-01 00:00:00,
8692,869,4,0,Patsiendi kiirabitransport,Patient transportation by ambulance,,"Patsientide kiirabitransport mistahes transpordivahendiga, k.a lennukiga. Kiirabiteenust osutavates masinates on parameedikud/arstid ja masinad on tavaliselt varustatud elupäästevahenditega. ka: patsientide eritransport koos parameedikutega, esmaabi, mida kiirabisõidukis transportimise ajal osutab patsiendile parameedik või arst","Ambulance transport of patients by any mode of transport, including airplanes. Ambulance vehicles carry paramedics / medical doctors and are usually equipped with lifesaving equipment. This class also includes: specialised transport of patients, accompanied by paramedics, primary care given by a paramedic or a doctor during the patient’s transport by ambulance",,,,,,,,"Patsientide transport sõidukites, kus pole parameedikuid ega elupäästevahendeid, vt osad 49, 50 patsientide transport lennukites, kus pole parameedikuid ega elupäästevahendeid, vt osa 51 vere ja organite/kehavedelike transport, vt 8699","Transport of patients in vehicles without paramedical practitioners and equipment for lifesaving, see divisions 49, 50 transport of patients in airplanes without paramedical practitioners and equipment for lifesaving, see division 51 transport of blood and body organs/fluids, see 8699",,,,,,2025-01-01 00:00:00,
86921,8692,5,1,Patsiendi kiirabitransport,Patient transportation by ambulance,,"Patsientide kiirabitransport mistahes transpordivahendiga, k.a lennukiga. Kiirabiteenust osutavates masinates on parameedikud/arstid ja masinad on tavaliselt varustatud elupäästevahenditega. ka: patsientide eritransport koos parameedikutega, esmaabi, mida kiirabisõidukis transportimise ajal osutab patsiendile parameedik või arst","Ambulance transport of patients by any mode of transport, including airplanes. Ambulance vehicles carry paramedics / medical doctors and are usually equipped with lifesaving equipment. This class also includes: specialised transport of patients, accompanied by paramedics, primary care given by a paramedic or a doctor during the patient’s transport by ambulance",,,,,,,,"Patsientide transport sõidukites, kus pole parameedikuid ega elupäästevahendeid, vt osad 49, 50 patsientide transport lennukites, kus pole parameedikuid ega elupäästevahendeid, vt osa 51 vere ja organite/kehavedelike transport, vt 86992","Transport of patients in vehicles without paramedical practitioners and equipment for lifesaving, see divisions 49, 50 transport of patients in airplanes without paramedical practitioners and equipment for lifesaving, see division 51 transport of blood and body organs/fluids, see 86992",,,,,,2025-01-01 00:00:00,
8693,869,4,0,Psühholoogide ja psühhoterapeutide (v.a arstid) tegevus,"Activities of psychologists and psychotherapists, except medical doctors",,"Psühholoogide konsultatsiooni- ja ravitegevus, nt kliinilised psühholoogid, tervisepsühholoogid, psühhoterapeudid, v.a arstid ka: psühhoterapeutide/psühholoogide poolt läbiviidav muusikateraapia","Consultation and treatment activities of psychologists (e.g. clinical psychologists, health psychologists, psychotherapists), except medical doctors This class also includes: music therapy activities performed by psychotherapists/psychologists",,,,,,,,"Psühhiaatrite tegevus, vt 8622","Activities of psychiatrists, see 8622",,,,,,2025-01-01 00:00:00,
86931,8693,5,1,Psühholoogide ja psühhoterapeutide (v.a arstid) tegevus,"Activities of psychologists and psychotherapists, except medical doctors",,"Psühholoogide konsultatsiooni- ja ravitegevus, nt kliinilised psühholoogid, tervisepsühholoogid, psühhoterapeudid, v.a arstid ka: psühhoterapeutide/psühholoogide poolt läbiviidav muusikateraapia","Consultation and treatment activities of psychologists (e.g. clinical psychologists, health psychologists, psychotherapists), except medical doctors This class also includes: music therapy activities performed by psychotherapists/psychologists",,,,,,,,"Psühhiaatrite tegevus, vt 86221","Activities of psychiatrists, see 86221",,,,,,2025-01-01 00:00:00,
8694,869,4,0,Õendus ja sünnitusabi,Nursing and midwifery activities,,"Õendus- ja ämmaemandusabi, mida ei osuta arstid, nt: oma nõustamiskabinettides või patsientide kodudes töötavate iseseisvate õdede tegevus, arstide alalise järelevalveta sünnitusmajade tegevus ka: palliatiivne õendusabi ambulatoorsetele patsientidele","Nursing and midwifery activities not performed by medical doctors, for example: activities of independent nurses, who work in own consulting rooms or at patients’ homes, activities of maternity facilities, without permanent supervision of medical doctors This class also includes: palliative nursing care for outpatients",,,,,,,,"Haiglate sünnitusosakonnad arstide otsese järelevalve all, vt 8610 hooldusraviasutused, vt 8710 koduhooldusteenused, vt 8810","Maternity wards in hospitals, under the direct supervision of medical doctors, see 8610 residential nursing care facilities, see 8710 homecare services, see 8810",,,,,,2025-01-01 00:00:00,
86941,8694,5,1,Õendusabi osutamine,Provision of nursing care,,"Õendusabi, mida ei osuta arstid, nt: oma nõustamiskabinettides või patsientide kodudes töötavate iseseisvate õdede tegevus ka: palliatiivne õendusabi ambulatoorsetele patsientidele","Nursing activities not performed by medical doctors, for example: activities of independent nurses, who work in own consulting rooms or at patients’ homes This class also includes: palliative nursing care for outpatients",,,,,,,,"Haiglate sünnitusosakonnad arstide otsese järelevalve all, vt 86101 hooldusraviasutused, vt 87101 koduhooldusteenused, vt 88101","Maternity wards in hospitals, under the direct supervision of medical doctors, see 86101 residential nursing care facilities, see 87101 homecare services, see 88101",,,,,,2025-01-01 00:00:00,
86942,8694,5,1,Ämmaemandate tegevus,Activities of midwives,,"Ämmaemandusabi, mida ei osuta arstid, nt: arstide alalise järelevalveta sünnitusmajade tegevus","Midwifery activities not performed by medical doctors, for example: activities of maternity facilities, without permanent supervision of medical doctors",,,,,,,,"Haiglate sünnitusosakonnad arstide otsese järelevalve all, vt 86101 hooldusraviasutused, vt 87101 koduhooldusteenused, vt 88101","Maternity wards in hospitals, under the direct supervision of medical doctors, see 86101 residential nursing care facilities, see 87101 homecare services, see 88101",,,,,,2025-01-01 00:00:00,
8695,869,4,0,Taastusravi,Physiotherapy activities,,"Siia klassi kuuluvad iseseisvate spetsialistide pakutavad ravimeetodid, et parandada liikuvust, taastada kehalisi funktsioone või vähendada valu. Need teraapiad hõlmavad füsioteraapiat jne. ka: ravimassööride tegevus, ergoterapeudide tegevus, tegevusterapeutide tegevus","Therapies provided by independent professionals to improve mobility, restore function or reduce pain. The therapies provided include physiotherapy, and so on. This class also includes: activities of medical massage therapists, activities of ergotherapists, activities of occupational therapists",,,,,,,,"Osteopaatide tegevus, vt 8696 kiropraktikute tegevus, vt 8696 kehahooldustehnikad, nt shiatsu, Tai massaaž, watsu, tui na, qigong, vt 8699 mittemeditsiinilise massaaži salongide tegevus, vt 9623","Activities of osteopaths, see 8696 activities of chiropractors, see 8696 body treatment techniques (e.g. shiatsu, Thai massage, Watsu, tui na qigong), see 8699 activities of massage salons for non-medical massage, see 9623",,,,,,2025-01-01 00:00:00,
86951,8695,5,1,Taastusravi,Physiotherapy activities,,"Siia klassi kuuluvad iseseisvate spetsialistide pakutavad ravimeetodid, et parandada liikuvust, taastada kehalisi funktsioone või vähendada valu. Need teraapiad hõlmavad füsioteraapiat jne. ka: ravimassööride tegevus, ergoterapeudide tegevus, tegevusterapeutide tegevus","Therapies provided by independent professionals to improve mobility, restore function or reduce pain. The therapies provided include physiotherapy, and so on. This class also includes: activities of medical massage therapists, activities of ergotherapists, activities of occupational therapists",,,,,,,,"Osteopaatide tegevus, vt 86961 kiropraktikute tegevus, vt 86961 kehahooldustehnikad, nt shiatsu, Tai massaaž, watsu, tui na, qigong, vt 86992 mittemeditsiinilise massaaži salongide tegevus, vt 96231 spahotellid, vt 55101","Activities of osteopaths, see 8696 1 activities of chiropractors, see 86961 body treatment techniques (e.g. shiatsu, Thai massage, Watsu, tui na qigong), see 86992 activities of massage salons for non-medical massage, see 96231 spa hotels, see 55101",,,,,,2025-01-01 00:00:00,
