version,sme_nr,mbie_nr,level,identifier,UNID,acronym,class_term,sequence,multiplicity,multiplicity_SME,property_term,representation_term,associated_class,short_name,definition,label_local,definition_local,code_list,attribute,DEN,name,element,xpath
v4,376,2357,2,,UN01014895,ASBIE,CIIL_ Document Line_ Document,2,0..n,0..1,Reference,,CI_ Referenced_ Document,Reference Document,A document referenced from this CIIL document line.,明細文書／組込み文書グループ,この明細文書の組込み文書に関するグループ。,,,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,ItemAssociatedDocumentLineDocumentReferenceDocument,ReferenceCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument
v4,384,2358,1,,UN01005958,ABIE,CIIL_ Supply Chain_ Trade Agreement,0,,,,,,CIIL Trade Agreement,The contractual terms applicable to a line item in a Cross Industry Invoice Line (CIIL) supply chain trade agreement.,明細文書ヘッダ契約クラス,明細文書ヘッダの契約に関する情報からなるクラス。,,,CIIL_ Supply Chain_ Trade Agreement. Details,TransactionDocumentDetails,CIILSupplyChainTradeAgreement,
,,2359,,,UN01008555,BBIE,CIIL_ Supply Chain_ Trade Agreement,1,0..1,0..0,Buyer_ Reference,Text,,Buyer Reference Text,"The buyer reference, expressed as text, for this CIIL supply chain trade agreement.",,,,,CIIL_ Supply Chain_ Trade Agreement. Buyer_ Reference. Text,,BuyerReferenceText,
,,2360,,,UN01005959,ASBIE,CIIL_ Supply Chain_ Trade Agreement,1,0..1,0..0,Applicable,,CI_ Trade_ Delivery Terms,Delivery Terms,The Cross Industry (CI) terms of delivery applicable to a line item in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Delivery Terms,,ApplicableDeliveryTerms,
v4,385,2361,2,,UN01005960,ASBIE,CIIL_ Supply Chain_ Trade Agreement,2,0..1,0..1,Seller Order_ Referenced,,CI_ Referenced_ Document,Seller Order Document,The Cross Industry (CI) seller order document referenced from a line item in this CIIL supply chain trade agreement.,明細文書ヘッダ契約／参照受注書グループ,明細文書ヘッダが参照する受注書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,DocumentSellerOrderReferencedReferencedDocument,SellerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/SellerOrderReferencedCIReferencedDocument
v4,391,2362,2,,UN01005961,ASBIE,CIIL_ Supply Chain_ Trade Agreement,3,0..1,0..1,Buyer Order_ Referenced,,CI_ Referenced_ Document,Buyer Order Document,The Cross Industry (CI) buyer order document referenced from a line item in this CIIL supply chain trade agreement.,明細文書ヘッダ契約／参照注文書グループ,明細文書ヘッダが参照する注文書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,DocumentBuyerOrderReferencedReferencedDocument,BuyerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument
,,2363,,,UN01005962,ASBIE,CIIL_ Supply Chain_ Trade Agreement,4,0..1,0..0,Quotation_ Referenced,,CI_ Referenced_ Document,Quotation Document,The Cross Industry (CI) quotation document referenced from a line item in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Quotation_ Referenced. CI_ Referenced_ Document,,QuotationReferencedDocument,
v4,397,2364,2,,UN01005963,ASBIE,CIIL_ Supply Chain_ Trade Agreement,5,0..1,0..1,Contract_ Referenced,,CI_ Referenced_ Document,Contract Document,The Cross Industry (CI) contract document referenced from a line item in this CIIL supply chain trade agreement.,明細文書ヘッダ契約／参照契約書グループ,明細文書ヘッダが参照する契約書に関するグループ。,,,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,DocumentContractReferencedReferencedDocument,ContractReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument
,,2365,,,UN01005964,ASBIE,CIIL_ Supply Chain_ Trade Agreement,6,0..1,0..0,Demand Forecast_ Referenced,,CI_ Referenced_ Document,Demand Forecast Document,The Cross Industry (CI) demand forecast document referenced from a line item this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Demand Forecast_ Referenced. CI_ Referenced_ Document,,DemandForecastReferencedDocument,
,,2366,,,UN01005965,ASBIE,CIIL_ Supply Chain_ Trade Agreement,7,0..n,0..0,Additional_ Referenced,,CI_ Referenced_ Document,Additional Document,An additional Cross Industry (CI) document referenced from a line item in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,,AdditionalReferencedDocument,
,,2367,,,UN01005966,ASBIE,CIIL_ Supply Chain_ Trade Agreement,8,0..1,0..0,Gross Price_ Product,,CI_ Trade_ Price,Product Gross Price,The Cross Industry (CI) gross product price in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Gross Price_ Product. CI_ Trade_ Price,,GrossPriceProductPrice,
,,2368,,,UN01005967,ASBIE,CIIL_ Supply Chain_ Trade Agreement,9,0..1,0..0,Net Price_ Product,,CI_ Trade_ Price,Product Net Price,The Cross Industry (CI) net product price in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,,NetPriceProductPrice,
,,2369,,,UN01006059,ASBIE,CIIL_ Supply Chain_ Trade Agreement,10,0..n,0..0,Buyer_ Requisitioner,,CI_ Trade_ Party,Buyer Requisitioner,A Cross Industry (CI) trade party who is a buyer requisitioner in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Buyer_ Requisitioner. CI_ Trade_ Party,,BuyerRequisitionerParty,
,,2370,,,UN01006062,ASBIE,CIIL_ Supply Chain_ Trade Agreement,11,0..n,0..0,Requisitioner_ Referenced,,CI_ Referenced_ Document,Requisitioner Document,A requisitioner Cross Industry (CI) document referenced in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Requisitioner_ Referenced. CI_ Referenced_ Document,,RequisitionerReferencedDocument,
,,2371,,,UN01008556,ASBIE,CIIL_ Supply Chain_ Trade Agreement,12,0..1,0..0,Promotional Deal_ Referenced,,CI_ Referenced_ Document,Promotional Deal Document,The promotional deal document referenced in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Promotional Deal_ Referenced. CI_ Referenced_ Document,,PromotionalDealReferencedDocument,
,,2372,,,UN01009666,ASBIE,CIIL_ Supply Chain_ Trade Agreement,13,0..1,0..0,Item_ Seller,,CI_ Trade_ Party,Item Seller,The item seller party for this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Item_ Seller. CI_ Trade_ Party,,ItemSellerParty,
,,2373,,,UN01009667,ASBIE,CIIL_ Supply Chain_ Trade Agreement,14,0..1,0..0,Item_ Buyer,,CI_ Trade_ Party,Item Buyer,The item buyer party for this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Item_ Buyer. CI_ Trade_ Party,,ItemBuyerParty,
,,2374,,,UN01009668,ASBIE,CIIL_ Supply Chain_ Trade Agreement,15,0..1,0..0,Included,,Specified_ Marketplace,Specified Marketplace,The marketplace included in this CIIL supply chain trade agreement.,,,,,CIIL_ Supply Chain_ Trade Agreement. Included. Specified_ Marketplace,,IncludedMarketplace,
v1,404,2375,1,,UN01005968,ABIE,CIIL_ Supply Chain_ Trade Delivery,0,,,,,,CIIL Trade Delivery,Supply chain shipping arrangements applicable to a line item for a Cross Industry Invoice Line (CIIL) supply chain trade delivery.,明細文書ヘッダ配送クラス,明細文書ヘッダの配送に関する情報からなるクラス。,,,CIIL_ Supply Chain_ Trade Delivery. Details,TransactionDocumentDeliveryDetails,CIILSupplyChainTradeDelivery,
,,2376,,,UN01005969,BBIE,CIIL_ Supply Chain_ Trade Delivery,1,0..1,0..0,Billed,Quantity,,Billed Quantity,The quantity billed for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Billed. Quantity,,BilledQuantity,
,,2377,,,UN01005970,BBIE,CIIL_ Supply Chain_ Trade Delivery,2,0..1,0..0,Charge Free,Quantity,,Charge Free Quantity,The quantity that is free of charge for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Charge Free. Quantity,,ChargeFreeQuantity,
,,2378,,,UN01005971,BBIE,CIIL_ Supply Chain_ Trade Delivery,3,0..1,0..0,Package,Quantity,,Package Quantity,The number of packages of a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Package. Quantity,,PackageQuantity,
,,2379,,,UN01005972,BBIE,CIIL_ Supply Chain_ Trade Delivery,4,0..1,0..0,Product_ Unit,Quantity,,Product Unit Quantity,The number of product units of a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,,ProductUnitQuantity,
,,2380,,,UN01005973,BBIE,CIIL_ Supply Chain_ Trade Delivery,5,0..1,0..0,Per Package_ Unit,Quantity,,Per Package Unit Quantity,The number of units per package in this line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,,PerPackageUnitQuantity,
,,2381,,,UN01005974,BBIE,CIIL_ Supply Chain_ Trade Delivery,6,0..1,0..0,Net Weight,Measure,,Net Weight,The measure of the net weight (mass) of a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Net Weight. Measure,,NetWeightMeasure,
,,2382,,,UN01005975,BBIE,CIIL_ Supply Chain_ Trade Delivery,7,0..1,0..0,Gross Weight,Measure,,Gross Weight,The measure of the gross weight (mass) of a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Gross Weight. Measure,,GrossWeightMeasure,
,,2383,,,UN01005976,BBIE,CIIL_ Supply Chain_ Trade Delivery,8,0..1,0..0,Theoretical Weight,Measure,,Theoretical Weight,The measure of the theoretical weight of a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Theoretical Weight. Measure,,TheoreticalWeightMeasure,
,,2384,,,UN01011517,BBIE,CIIL_ Supply Chain_ Trade Delivery,9,0..1,0..0,Requested,Quantity,,Requested Quantity,The quantity requested for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Requested. Quantity,,RequestedQuantity,
,,2385,,,UN01011518,BBIE,CIIL_ Supply Chain_ Trade Delivery,10,0..1,0..0,Received,Quantity,,Received Quantity,The quantity received for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Received. Quantity,,ReceivedQuantity,
,,2386,,,UN01005977,ASBIE,CIIL_ Supply Chain_ Trade Delivery,1,0..n,0..0,Specified,,CI_ Delivery_ Adjustment,Adjustment,A Cross Industry (CI) delivery adjustment specified for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Specified. CI_ Delivery_ Adjustment,,SpecifiedAdjustment,
,,2387,,,UN01005978,ASBIE,CIIL_ Supply Chain_ Trade Delivery,2,0..n,0..0,Included,,CI_ Supply Chain_ Packaging,Included Packaging,Cross Industry (CI) supply chain packaging for a line item included in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Included. CI_ Supply Chain_ Packaging,,IncludedPackaging,
,,2388,,,UN01005979,ASBIE,CIIL_ Supply Chain_ Trade Delivery,3,0..1,0..0,Related,,CI_ Supply Chain_ Consignment,Consignment,The Cross Industry (CI) supply chain consignment of a line item related to this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Related. CI_ Supply Chain_ Consignment,,RelatedConsignment,
v1,405,2389,2,,UN01005980,ASBIE,CIIL_ Supply Chain_ Trade Delivery,4,0..1,0..1,Ship To,,CI_ Trade_ Party,Ship To Party,The Cross Industry (CI) trade party who is the ship to party for a line item in this CIIL supply chain trade delivery.,明細文書ヘッダ配送／納入先グループ,この明細文書ヘッダの納入先に関するグループ,,,CIIL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,DocumentDeliveryShipTo,ShipToCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ShipToCITradeParty
,,2390,,,UN01005981,ASBIE,CIIL_ Supply Chain_ Trade Delivery,5,0..1,0..0,Ultimate_ Ship To,,CI_ Trade_ Party,Ultimate Ship To Party,The Cross Industry (CI) trade party who is the ultimate ship to party for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Ultimate_ Ship To. CI_ Trade_ Party,,UltimateShipToParty,
,,2391,,,UN01005982,ASBIE,CIIL_ Supply Chain_ Trade Delivery,6,0..1,0..0,Ship From,,CI_ Trade_ Party,Ship From Party,The Cross Industry (CI) trade party who is the ship from party for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,,ShipFromParty,
,,2392,,,UN01005983,ASBIE,CIIL_ Supply Chain_ Trade Delivery,7,0..1,0..0,Actual_ Despatch,,CI_ Supply Chain_ Event,Actual Despatch Event,The Cross Industry (CI) actual supply chain despatch event for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Despatch. CI_ Supply Chain_ Event,,ActualDespatchEvent,
,,2393,,,UN01005984,ASBIE,CIIL_ Supply Chain_ Trade Delivery,8,0..1,0..0,Actual_ Pick-Up,,CI_ Supply Chain_ Event,Actual Pick-Up Event,The Cross Industry (CI) actual supply chain pick-up event for a line item in this CIIH supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Pick-Up. CI_ Supply Chain_ Event,,ActualPick-UpEvent,
,,2394,,,UN01005985,ASBIE,CIIL_ Supply Chain_ Trade Delivery,9,0..1,0..0,Requested_ Delivery,,CI_ Supply Chain_ Event,Requested Delivery Event,The Cross Industry (CI) requested supply chain delivery event for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Requested_ Delivery. CI_ Supply Chain_ Event,,RequestedDeliveryEvent,
v4,417,2395,2,,UN01005986,ASBIE,CIIL_ Supply Chain_ Trade Delivery,10,0..1,0..1,Actual_ Delivery,,CI_ Supply Chain_ Event,Actual Delivery Event,The Cross Industry (CI) actual supply chain delivery event for a line item in this CIIL supply chain trade delivery.,明細文書ヘッダ配送／イベントグループ,この明細文書ヘッダの発送イベントのグループ,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Delivery. CI_ Supply Chain_ Event,DocumentDeliveryActualDeliveryEvent,ActualDeliveryCISupplyChainEvent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ActualDeliveryCISupplyChainEvent
,,2396,,,UN01005987,ASBIE,CIIL_ Supply Chain_ Trade Delivery,11,0..1,0..0,Actual_ Receipt,,CI_ Supply Chain_ Event,Actual Receipt Event,The Cross Industry (CI) actual supply chain receipt event for a line item in this CIIL supply chain trade delivery.,,,,,CIIL_ Supply Chain_ Trade Delivery. Actual_ Receipt. CI_ Supply Chain_ Event,,ActualReceiptEvent,
v1,420,2397,2,,UN01006039,ASBIE,CIIL_ Supply Chain_ Trade Delivery,12,0..1,0..n,Despatch Advice_ Referenced,,CI_ Referenced_ Document,Despatch Advice Document,The Cross Industry (CI) despatch advice document referenced from this CIIL supply chain trade delivery.,明細文書ヘッダ配送／参照出荷案内書グループ,この明細文書ヘッダが参照する出荷案内書（納品書、送り状等）のグループ,,,CIIL_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,DocumentDeliveryDespatchAdviceReferencedReferencedDocument,DespatchAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/DespatchAdviceReferencedCIReferencedDocument
v4.1,429,2398,2,,UN01006040,ASBIE,CIIL_ Supply Chain_ Trade Delivery,13,0..1,0..n,Receiving Advice_ Referenced,,CI_ Referenced_ Document,Receiving Advice Document,The Cross Industry (CI) receiving advice document referenced from this CIIL supply chain trade delivery.,明細文書ヘッダ配送／参照出荷回答書グループ,この明細文書ヘッダが参照する出荷回答書のグループ,,,CIIL_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,DocumentDeliveryReceivingAdviceReferencedReferencedDocument,ReceivingAdviceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeDelivery/ReceivingAdviceReferencedCIReferencedDocument
