nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_ja,label_local,definition_local,multiplicity,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,Id,Business Term,Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,ヘッダ部,UN01005922,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,,,,,,,,,,,インボイス文書決済／支払者為替グループ,支払いに関する為替に関するグループ,0..1,,v2, ,    , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,ヘッダ部,UN01005738,ABIE,,,,,CI_ Trade_ Currency Exchange. Details,,,,,,,,,,支払為替クラス,支払為替に関する情報からなるクラス,－,,v4, ,    , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,ヘッダ部,UN01005739,BBIE,,,,,,CI_ Trade_ Currency Exchange. Source Currency. Code,,,,,,,,,為替交換元通貨コード,為替における交換元通貨を表すコード,0..1,,v4,"通貨コード
ISO4217",ISO, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,ヘッダ部,UN01005741,BBIE,,,,,,CI_ Trade_ Currency Exchange. Target Currency. Code,,,,,,,,,為替交換先通貨コード,為替における交換先通貨を表すコード,0..1,,v4,"通貨コード
ISO4217",ISO, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,ヘッダ部,UN01005744,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion. Rate,,,,,,,,,為替レート,為替交換のレート,0..1,,v4, ,    , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,ヘッダ部,UN01005745,BBIE,,,,,,CI_ Trade_ Currency Exchange. Conversion Rate. Date Time,,,,,,,,,為替レート日時,為替交換レートの適用日。,0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,ヘッダ部,UN01005923,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,,,,,,,,,,,インボイス文書決済／支払手段グループ,インボイス文書決済に関する支払手段のグループ。,0..n,,v4, ,    , , ,,＊,＊,★,,IBG-16,PAYMENT INSTRUCTIONS,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,ヘッダ部,UN01005670,ABIE,,,,,CI_ Trade Settlement_ Payment Means. Details,,,,,,,,,,支払手段クラス, 取引決済の目的で支払が行われる、あるいは行われた手段のクラス,－,,v4, ,    , , ,,   ,   ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,ヘッダ部,UN01005672,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Type. Code,,,,,,,,,支払手段タイプコード,取引決済手段のタイプを識別するコード,0..1,,v4,UNCL4461,UN/CEFACT, , ,,＊,＊,★,,IBT-081,?  Payment means type code,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,ヘッダ部,UN01011456,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Information. Text,,,,,,,,,支払手段情報,取引決済手段に関する情報,0..1,,v4,,, , ,,＊,＊,★,,IBT-082,?  Payment means text,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,ヘッダ部,UN01015504,BBIE,,,,,,CI_ Trade Settlement_ Payment Means. Paid. Amount,,,,,,,,,支払金額,取引決済手段で支払う金額,0..1,,v4.0.1,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,ヘッダ部,UN01005677,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Party. CI_ Creditor_ Financial Account,,,,,,,,,支払手段／金融口座グループ,取引決済の支払手段に関する受取人である当事者の債権者金融口座のグループ,0..n,,v1, ,    , , ,,●,●,★,,IBG-17,?  CREDIT TRANSFER,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,ヘッダ部,UN01005398,ABIE,,,,,,,CI_ Creditor_ Financial Account. Details,,,,,,,,金融口座クラス,債権者の銀行口座のクラス,－,,v1, ,    , , ,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ヘッダ部,UN01005400,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Account Name. Text,,,,,,,口座名義,"債権者金融口座の、文字で表現された口座名。
半角カナ（日本の場合）",0..1,,v1,,, , ,,●,●,★,,IBT-085,? ?  Payment account name,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,ヘッダ部,UN01005401,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Proprietary_ Identification. Identifier,,,,,,,口座番号,債権者金融口座の一意の所有者ID。,0..1,,v1, ,    , , ,,●,●,★,,IBT-084,? ?  Payment account identifier,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,ヘッダ部,UN01012127,BBIE,,,,,,,,CI_ Creditor_ Financial Account. Type. Code,,,,,,,口座種別コード,債権者金融口座種別のコード。,0..1,,v4,預金項目コード,全銀協, , ,,●,●,"★
口座番号に組込み",,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ヘッダ部,UN01005679,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Payee_ Specified. CI_ Creditor_ Financial Institution,,,,,,,,,支払手段／金融機関グループ,取引決済の支払手段に対して特定された受取人である当事者の債権者金融機関のグループ,0..n,,v1, ,    , , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,ヘッダ部,UN01005402,ABIE,,,,,,,CI_ Creditor_ Financial Institution. Details,,,,,,,,金融機関クラス,金額を受け取る当事者の銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業機関。,－,,v1, ,　, , ,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ヘッダ部,UN01005426,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Name. Text,,,,,,,金融機関名,債権者金融機関の、文字で表現された名前。,0..1,,v1,,, , ,,●,●,"★
口座番号に組込み",,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,ヘッダ部,UN01011521,BBIE,,,,,,,,CI_ Creditor_ Financial Institution. Japan Financial Institution Common_ Identification. Identifier,,,,,,,金融機関番号,債権者の金融機関番号（日本の場合）,0..1,,v1,,, , ,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,ヘッダ部,UN01005428,ASBIE,,,,,,,,CI_ Creditor_ Financial Institution. Sub-Division. Branch_ Financial Institution,,,,,,,金融機関／金融機関支店グループ,債権者金融機関の支店金融機関グループ,0..1,,v1,,, , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,ヘッダ部,UN01003138,ABIE,,,,,,,,,Branch_ Financial Institution. Details,,,,,,金融機関支店クラス,銀行、住宅金融組合、信用金庫、証券会社、あるいはそれと類似の事業の部門のクラス。主に金融サービスと金融取引を提供するために設立された機関の支店。,－,,v1,,, , ,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,ヘッダ部,UN01003139,BBIE,,,,,,,,,,Branch_ Financial Institution. Identification. Identifier,,,,,金融機関支店番号,金融機関のこの支店の一意ID,0..1,,v1,,, , ,,＊,＊,,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,ヘッダ部,UN01003140,BBIE,,,,,,,,,,Branch_ Financial Institution. Name. Text,,,,,金融機関支店名,金融機関のこの支店の、文字で表現された名前,0..1,,v1,,, , ,,●,●,"★
口座番号に組込み",,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,ヘッダ部,UN01006057,ASBIE,,,,,,CI_ Trade Settlement_ Payment Means. Applicable. Trade Settlement_ Financial Card,,,,,,,,,支払手段／金融カードグループ,支払手段の金融カードに関するグループ,0..1,,v4, ,    , , ,,＊,＊,★ ,,IBG-18,?  PAYMENT CARD INFORMATION,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,ヘッダ部,UN01004493,ABIE,,,,,,,Trade Settlement_ Financial Card. Details,,,,,,,,金融カードクラス,支払人の金融カードのクラス,－,,v4, ,    , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,ヘッダ部,UN01004495,BBIE,,,,,,,,Trade Settlement_ Financial Card. Identification. Identifier,,,,,,,金融カード番号,支払人の金融カード番号,1..1,,v4, ,    , , ,,＊,＊,★,,IBT-087,? ?  Payment card primary account number,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,ヘッダ部,UN01004496,BBIE,,,,,,,,Trade Settlement_ Financial Card. Type. Code,,,,,,,金融カードタイプ,金融カードのタイプ,0..1,,v4, ,    , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,ヘッダ部,UN01004497,BBIE,,,,,,,,Trade Settlement_ Financial Card. Cardholder Name. Text,,,,,,,金融カード名義人名,支払人の金融カード名義人名,0..1,,v4,,,,,,＊,＊,★,,IBT-088,? ?  Payment card holder name,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,ヘッダ部,UN01009966,BBIE,,,,,,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,,,,,,,金融カード発行企業名,金融カードの発行企業名,0..1,,v4,,,,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,ヘッダ部,UN01005924,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,,,,,,,,,,,インボイス文書決済／鑑ヘッダ税グループ,インボイス文書の鑑ヘッダの税に関するグループ,0..n,,v4, ,    , , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,ヘッダ部,UN01005832,ABIE,,,,,CI_ Trade_ Tax. Details,,,,,,,,,,鑑ヘッダ税クラス,鑑ヘッダの税に関する情報からなるクラス,－,,v4, ,    , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,ヘッダ部,UN01005833,BBIE,,,,,,CI_ Trade_ Tax. Calculated. Amount,,,,,,,,,鑑ヘッダ課税分類税額,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,ヘッダ部,UN01005841,BBIE,,,,,,CI_ Trade_ Tax. Category. Code,,,,,,,,,鑑ヘッダ課税分類コード,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,0..1,,v4,UNCL5305,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,ヘッダ部,UN01005850,BBIE,,,,,,CI_ Trade_ Tax. Category Name. Text,,,,,,,,,鑑ヘッダ課税分類名,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,0..1,,v4,,, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,ヘッダ部,UN01007174,BBIE,,,,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,,,,,,,,,鑑ヘッダ税率,課税分類に対応する消費税率のパーセント表示,0..1,,v4, ,    , , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,ヘッダ部,UN01013096,BBIE,,,,,,CI_ Trade_ Tax. Calculation Method. Code,,,,,,,,,鑑ヘッダ税計算方式,"インボイス文書の「税抜き」「税込み」を識別するコード
デフォルトは「税抜き」",0..1,,v4,JECxxxx,JEC, , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,ヘッダ部,UN01014650,BBIE,,,,,,CI_ Trade_ Tax. Local Tax System. Identifier,,,,,,,,,鑑ヘッダ適用税制ID,"地域固有の文書のタイプを識別するコード
デフォルトは「2019」",0..1,,v4,JECxxxx,JEC, , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,ヘッダ部,UN01005925,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,,,,,,,インボイス文書決済／鑑ヘッダ取引期間グループ,インボイス文書の取引期間に関するグループ,0..1,,v4, ,    , , ,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,ヘッダ部,UN01005608,ABIE,,,,,CI_ Specified_ Period. Details,,,,,,,,,,鑑ヘッダ取引期間クラス,鑑ヘッダ取引期間に関する情報からなるクラス,－,,v4, ,    , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,ヘッダ部,UN01005612,BBIE,,,,,,CI_ Specified_ Period. Start. Date Time,,,,,,,,,鑑ヘッダ取引開始日,インボイス文書の取引開始日,0..1,,v4,,,,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,ヘッダ部,UN01005613,BBIE,,,,,,CI_ Specified_ Period. End. Date Time,,,,,,,,,鑑ヘッダ取引終了日,インボイス文書の取引終了日,0..1,,v4,,,,,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,ヘッダ部,UN01005929,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,,,,,,,,,,,インボイス文書決済／支払条件グループ,インボイス文書の支払条件に関するグループ,0..n,,v4, ,    , , ,,●,●,★ ,,IBG-33,INVOICE TERMS,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,ヘッダ部,UN01005779,ABIE,,,,,CI_ Trade_ Payment Terms. Details,,,,,,,,,,支払条件クラス, 取引決済の目的で支払が行われる、あるいは行われた条件のクラス,－,,v4, ,    , , ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,ヘッダ部,UN01005780,BBIE,,,,,,CI_ Trade_ Payment Terms. Identification. Identifier,,,,,,,,,支払条件ID,支払条件のID,0..1,,v4.1,　,　, , ,,＊,＊,★,,IBT-187,?  Terms payment instructions ID,o..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,ヘッダ部,UN01005783,BBIE,,,,,,CI_ Trade_ Payment Terms. Description. Text,,,,,,,,,支払条件説明,支払条件の文字による説明,0..1,,v4,,, , ,,＊,＊,★,,IBT-020,?  Payment terms,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,ヘッダ部,UN01005784,BBIE,,,,,,CI_ Trade_ Payment Terms. Due Date. Date Time,,,,,,,,,支払期日,支払条件で示された支払期日,0..1,,v4,,, , ,,●,●,★,,IBT-009,Payment due date,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,ヘッダ部,UN01008502,BBIE,,,,,,CI_ Trade_ Payment Terms. Type. Code,,,,,,,,,支払条件タイプコード,取引決済の支払条件のタイプを識別するコード,0..1,,v4,UNCL4279,UN/CEFACT, , ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,ヘッダ部,UN01015539,BBIE,,,,,,CI_ Trade_ Payment Terms. Instructed. Amount,,,,,,,,,支払条件金額,支払条件の金額,0..1,,v4.2,,, , ,,＊,＊,★,,IBT-176,?  Terms amount,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,ヘッダ部,UN01005930,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,,,,,,,,,,,インボイス文書決済／インボイス文書合計金額グループ,インボイス文書の合計金額に関するグループ,0..1,,v4, ,    , , ,,○,○,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,ヘッダ部,UN01005941,ABIE,,,,,CIIH_ Trade Settlement_ Monetary Summation. Details,,,,,,,,,,インボイス文書合計金額クラス,インボイス文書の鑑ヘッダ合計金額に関する情報からなるクラス,－,,v4, ,    , , ,,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,ヘッダ部,UN01005943,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,,,,,,,,,鑑ヘッダ追加請求合計金額（税抜き）,=明細文書ヘッダ追加請求合計金額（税抜き）,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,ヘッダ部,UN01005944,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,,,,,,,,,鑑ヘッダ返金合計金額（税抜き）,=明細文書ヘッダ返金合計金額（税抜き）,0..1,,v4.3,,,,,,＊,＊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,ヘッダ部,UN01005946,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,,,,,,,,,鑑ヘッダ消費税総合計額,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,0..1,,v4,,,,,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,ヘッダ部,UN01005948,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,,,,,,,,,インボイス文書総合計金額（税込み）,＝Σ明細文書ヘッダ譲渡資産合計金額（税抜き）＋鑑ヘッダ返金・追加請求合計金額（税抜き）＋Σ明細文書ヘッダ合計消費税額,0..1,,v4,,,,,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,ヘッダ部,UN01005950,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,,,,,,,,,前払合計金額,"すでに前払いで支払済合計金額
'=Σ前払金額（税込み）",0..1,,v4,,,,,,＊,＊,★,,IBT-113,?  Paid amount,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,ヘッダ部,UN01008445,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,,,,,,,,,支払責務金額総合計,支払責務金額総合計＝Σ明細文書ヘッダ譲渡資産合計金額(税抜き)+明細文書ヘッダ消費税合計額＋明細文書ヘッダ課税対象外金額＋未決済合計金額ーΣ鑑ヘッダ調整金額ーΣ鑑ヘッダ調整税額（税率別）ー前払合計金額,0..1,,v4,,,,,,○,○,☆,1,IBT-115,?  Amount due for payment,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,ヘッダ部,UN01008451,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,,,,,,,,,鑑ヘッダ譲渡資産合計金額(税抜き),鑑ヘッダ譲渡資産金額総合計金額（税抜き）＝∑明細文書ヘッダ譲渡資産合計金額（税抜き）,0..1,,v4,,,,,,●,●,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ヘッダ部,UN01013091,BBIE,,,,,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,,,,,,,,,鑑ヘッダ譲渡資産合計金額(税込み),"鑑ヘッダ譲渡資産金額総合計金額（税込み）
'＝∑明細文書ヘッダ譲渡資産合計金額（税込み）",0..1,,v4,,,,,,□,□,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ヘッダ部,UN01005931,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,,,,,,,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",インボイス文書の鑑ヘッダ調整に関するグループ,0..1,,v4, ,    , ,,,,▼,,  ,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,ヘッダ部,UN01005487,ABIE,,,,,CI_ Financial_ Adjustment. Details,,,,,,,,,,鑑ヘッダ調整（修正差額調整）クラス,鑑ヘッダ調整に関する情報からなるクラス,－,,v4, ,    , ,,,, ,,  ,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,ヘッダ部,UN01005488,BBIE,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,,,,,,,鑑ヘッダ調整理由コード（修正差額調整）,"鑑ヘッダ調整金額の内容を識別するコード
=62（修正差額調整：デフォルト）",0..1,,v4,UNCL4465,UN/CEFACT,コード値固定入力=,,,,▼,,  ,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,ヘッダ部,UN01005489,BBIE,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,,,,,,,鑑ヘッダ調整理由（修正差額調整）,鑑ヘッダ調整の内容説明,0..1,,v4,,, ,,,,▼,,  ,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,ヘッダ部,UN01005490,BBIE,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,,,,,,,鑑ヘッダ調整金額（修正差額調整合計額）,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード=62（デフォルト）＞
　＝前回インボイス金額ー修正インボイス金額",0..1,,v4,,, ,,,,▼,,  ,,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
