seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
3629,BBIE,Attribute,CI_ Referenced_ Document,Page,Identifier,UNCL[1212],,PageID,CI_ Referenced_ Document. Page. Identifier,0..1,The identifier of the page for this CI referenced document.,[1212],Page ID,UN01012725,,,,,,,,,,,0..0
3630,BBIE,Attribute,CI_ Referenced_ Document,Receipt,Date Time,,,ReceiptDateTime,CI_ Referenced_ Document. Receipt. Date Time,0..1,"The date, time, date time, or other date time value for the receipt of this CI referenced document.",,Receipt Date Time,UN01012922,,,,,,,,,,,0..0
3631,BBIE,Attribute,CI_ Referenced_ Document,Subordinate Line,Identifier,,,SubordinateLineID,CI_ Referenced_ Document. Subordinate Line. Identifier,0..1,The identifier of the subordinate line of this CI referenced document.,,Subordinate Line ID,UN01012923,,,,,,,,,,,0..0
3632,BBIE,Attribute,CI_ Referenced_ Document,Purpose,Code,UNCL(1225),,PurposeCode,CI_ Referenced_ Document. Purpose. Code,0..1,The code specifying the purpose of this CI referenced document.,(1225),Purpose Code,UN01013317,,,,,,,,,,,0..0
3633,BBIE,Attribute,CI_ Referenced_ Document,I,_,UNCL(1003),,CategoryCode,CI_ Referenced_ Document. Category. Code,0..1,The code specifying the category of this CI referenced document.,(1003),Category Code,UN01013318,2,v4,293,A,,（明細行参照）文書類型コード,この明細行が参照する文書の類型タイプを識別するコード。,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I,IIReferencedDocumentCategoryCode,0..0
3634,BBIE,Attribute,CI_ Referenced_ Document,Requisitioner Assigned Identification,Identifier,UNCL(1004),,RequisitionerAssignedID,CI_ Referenced_ Document. Requisitioner Assigned_ Identification. Identifier,0..1,The requisitioner assigned identifier for this CI referenced document.,(1004),Assigned ID,UN01013374,,,,,,,,,,,0..0
3635,BBIE,Attribute,CI_ Referenced_ Document,I,_,,,SubtypeCode,CI_ Referenced_ Document. Subtype. Code,0..n,A code specifying a subtype of this CI referenced document.,,Subtype Code,UN01014899,2,v4,50,A,,（鑑ヘッダ参照）文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,,/SMECoreSelfInvoice/CIIHExchangedDocument/II/I,ExchangedIIReferencedDocumentSubtypeCode,0..0
3636,ASBIE,Composition,CI_ Referenced_ Document,Issuer,,,CI_ Trade Party,IssuerCITradeParty,CI_ Referenced_ Document. Issuer. CI_ Trade_ Party,0..1,The trade party that issued this CI referenced document.,,Issuer,UN01005590,,,,,,,,,,,0..0
3637,ASBIE,Composition,CI_ Referenced_ Document,Attached,,,Specified Binary File,AttachedSpecifiedBinaryFile,CI_ Referenced_ Document. Attached. Specified_ Binary File,0..n,A specified binary file attached to this CI referenced document.,,Attached Binary File,UN01005591,,,,,,,,,,,0..0
3638,ASBIE,Composition,CI_ Referenced_ Document,Effective,,,CI_ Specified Period,EffectiveCISpecifiedPeriod,CI_ Referenced_ Document. Effective. CI_ Specified_ Period,0..1,The specified period within which this CI referenced document is effective.,,Effective Period,UN01007145,,,,,,,,,,,0..0
3639,ASBIE,Composition,CI_ Referenced_ Document,Included,,,CI Note,IncludedCINote,CI_ Referenced_ Document. Included. CI_ Note,0..n,A note included in this CI referenced document.,,Included Note,UN01012726,,,,,,,,,,,0..0
3713,ASBIE,Composition,CI_ Supply Chain_ Consignment,Transport Contract,,,CI_ Referenced Document,TransportContractCIReferencedDocument,CI_ Supply Chain_ Consignment. Transport Contract. CI_ Referenced_ Document,0..1,"The referenced transport contract document for this CI supply chain consignment, such as an air waybill or a sea waybill.",,Referenced Transport Contract Document,UN01006735,,,,,,,,,,,0..0
3718,ASBIE,Composition,CI_ Supply Chain_ Consignment,Associated,,,CI_ Referenced Document,AssociatedCIReferencedDocument,CI_ Supply Chain_ Consignment. Associated. CI_ Referenced_ Document,0..n,"A referenced document associated with this CI supply chain consignment, such as the certificate of origin or phyto certificate.",,Associated Referenced Document,UN01009684,,,,,,,,,,,0..0
3755,ASBIE,Composition,CI_ Supply Chain_ Inventory,Disposition,,,CI_ Referenced Document,DispositionCIReferencedDocument,CI_ Supply Chain_ Inventory. Disposition. CI_ Referenced_ Document,0..1,The disposition document referenced from this CI supply chain inventory.,,Disposition Document,UN01008440,,,,,,,,,,,0..0
3796,ASBIE,Composition,CI_ Supply Chain_ Supply Plan,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CI_ Supply Chain_ Supply Plan. Contract_ Referenced. CI_ Referenced_ Document,0..n,A referenced contract document for this CI supply chain supply plan.,,Referenced Contract Document,UN01005666,,,,,,,,,,,0..0
3799,ASBIE,Composition,CI_ Supply Chain_ Supply Plan,Delivery Note Referenced,,,CI_ Referenced Document,DeliveryNoteReferencedCIReferencedDocument,CI_ Supply Chain_ Supply Plan. Delivery Note_ Referenced. CI_ Referenced_ Document,0..n,A delivery note document referenced by this CI supply chain supply plan.,,Referenced Delivery Note Document,UN01006689,,,,,,,,,,,0..0
3896,ASBIE,Composition,CI_ Trade_ Currency Exchange,Referenced,,,CI_ Referenced Document,ReferencedCIReferencedDocument,CI_ Trade_ Currency Exchange. Referenced. CI_ Referenced_ Document,0..1,The document referenced for this CI trade currency exchange.,,Referenced Document,UN01005746,,,,,,,,,,,0..0
3966,ASBIE,Composition,CI_ Trade_ Price,Referenced,,,CI_ Referenced Document,ReferencedCIReferencedDocument,CI_ Trade_ Price. Referenced. CI_ Referenced_ Document,0..n,A document referenced for this CI trade price.,,Referenced Document,UN01005797,,,,,,,,,,,0..0
4028,ASBIE,Composition,CI_ Trade_ Product,Certification Evidence Reference,,,CI_ Referenced Document,CertificationEvidenceReferenceCIReferencedDocument,CI_ Trade_ Product. Certification Evidence_ Reference. CI_ Referenced_ Document,0..n,A Cross Industry (CI) certification evidence document reference for this CI trade product.,,Certification Evidence Document,UN01005825,,,,,,,,,,,0..0
4029,ASBIE,Composition,CI_ Trade_ Product,Inspection Reference,,,CI_ Referenced Document,InspectionReferenceCIReferencedDocument,CI_ Trade_ Product. Inspection_ Reference. CI_ Referenced_ Document,0..n,A Cross Industry (CI) inspection document referenced from this CI trade product.,,Inspection Document,UN01005826,,,,,,,,,,,0..0
4035,ASBIE,Composition,CI_ Trade_ Product,MSDS Reference,,,CI_ Referenced Document,MSDSReferenceCIReferencedDocument,CI_ Trade_ Product. MSDS_ Reference. CI_ Referenced_ Document,0..1,The Material Safety Data Sheet (MSDS) document referenced for this CI trade product.,,MSDS Document,UN01007171,,,,,,,,,,,0..0
4036,ASBIE,Composition,CI_ Trade_ Product,Additional Reference,,,CI_ Referenced Document,AdditionalReferenceCIReferencedDocument,CI_ Trade_ Product. Additional_ Reference. CI_ Referenced_ Document,0..n,"An additional referenced document for this CI trade product, such as a manual or a certificate.",,Additional Document,UN01007172,,,,,,,,,,,0..0
4041,ASBIE,Composition,CI_ Trade_ Product,Buyer Supplied Parts Reference,,,CI_ Referenced Document,BuyerSuppliedPartsReferenceCIReferencedDocument,CI_ Trade_ Product. Buyer Supplied Parts_ Reference. CI_ Referenced_ Document,0..n,A buyer supplied parts document reference for this CI trade product.,,Buyer Supplied Parts Reference Document,UN01012674,,,,,,,,,,,0..0
5531,ASBIE,Composition,Market Survey_ Product,Resulting Report Reference,,,CI_ Referenced Document,ResultingReportReferenceCIReferencedDocument,Market Survey_ Product. Resulting Report_ Reference. CI_ Referenced_ Document,0..n,A resulting report or analysis reference document for this market survey product.,,Resulting Report,UN01006456,,,,,,,,,,,0..0
5564,ASBIE,Composition,Market_ Survey,Briefing,,,CI_ Referenced Document,BriefingCIReferencedDocument,Market_ Survey. Briefing. CI_ Referenced_ Document,0..n,A Cross Industry (CI) briefing document referenced for this market survey.,,Briefing Document,UN01006488,,,,,,,,,,,0..0
6380,ASBIE,Composition,Questionnaire_ Section,Briefing Referenced,,,CI_ Referenced Document,BriefingReferencedCIReferencedDocument,Questionnaire_ Section. Briefing_ Referenced. CI_ Referenced_ Document,0..1,The briefing document referenced from this questionnaire section.,,Briefing Document,UN01006499,,,,,,,,,,,0..0
2291,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,I,,,I,II,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,1..1(0..n),A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,,Trade Line Item,UN01005940,2,v4,186,C,,インボイス文書取引／明細文書ヘッダグループ,インボイス文書に組み込まれる明細文書ヘッダのグループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II,TransactionDocument,
2288,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,Applicable,,,CIIH_ Supply Chain Trade Agreement,ApplicableCIIHSupplyChainTradeAgreement,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Agreement,1..1,The CIIH supply chain trade agreement applicable to this CIIH supply chain trade transaction.,,Trade Agreement,UN01005937,,,,,,,,,,,0..0
2289,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,Applicable,,,CIIH_ Supply Chain Trade Delivery,ApplicableCIIHSupplyChainTradeDelivery,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Delivery,1..1,The CIIH supply chain trade delivery applicable to this CIIH supply chain trade transaction.,,Trade Delivery,UN01005938,,,,,,,,,,,0..0
2290,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,Applicable,,,CIIH_ Supply Chain Trade Settlement,ApplicableCIIHSupplyChainTradeSettlement,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Settlement,1..1,The CIIH supply chain trade settlement applicable to this CIIH supply chain trade transaction.,,Trade Settlement,UN01005939,,,,,,,,,,,0..0
2291,ASBIE,Composition,CIIH_ Supply Chain_ Trade Transaction,Included,,,CIIL_ Supply Chain Trade Line Item,IncludedCIILSupplyChainTradeLineItem,CIIH_ Supply Chain_ Trade Transaction. Included. CIIL_ Supply Chain_ Trade Line Item,0..n,A Cross Industry Invoice Line (CIIL) supply chain trade line item included in this CIIH supply chain trade transaction.,,Trade Line Item,UN01005940,,,,,,,,,,,0..0
2225,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,I,,,I,II,CIIH_ Supply Chain_ Trade Agreement. Specified. Procuring_ Project,0..1,The procuring project specified for this CIIH supply chain trade agreement.,,Procuring Project,UN01011516,2,v1,95,C,,インボイス文書契約／プロジェクト調達グループ,プロジェクト調達に関するグループ,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II,TransactionIIProcuringProject,
2203,BBIE,Attribute,CIIH_ Supply Chain_ Trade Agreement,Buyer Reference,Text,,,BuyerReferenceText,CIIH_ Supply Chain_ Trade Agreement. Buyer_ Reference. Text,0..1,"The buyer reference, expressed as text, for this CIIH supply chain trade agreement.",,Buyer Reference Text,UN01008552,,,,,,,,,,,0..0
2204,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Seller,,,CI_ Trade Party,SellerCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Seller. CI_ Trade_ Party,0..1,The party that is the seller for this CIIH supply chain trade agreement.,,Seller,UN01005879,,,,,,,,,,,0..0
2205,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Buyer,,,CI_ Trade Party,BuyerCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,0..1,The party that is the buyer for this CIIH supply chain trade agreement.,,Buyer,UN01005880,,,,,,,,,,,0..0
2206,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Buyer Assigned Accountant,,,CI_ Trade Party,BuyerAssignedAccountantCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Buyer_ Assigned Accountant. CI_ Trade_ Party,0..1,The trade party assigned as an accountant by the buyer for this CIIH supply chain trade agreement.,,Buyer Assigned Accountant,UN01005881,,,,,,,,,,,0..0
2207,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Seller Assigned Accountant,,,CI_ Trade Party,SellerAssignedAccountantCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Seller_ Assigned Accountant. CI_ Trade_ Party,0..1,The trade party assigned as an accountant by the seller for this CIIH supply chain trade agreement.,,Seller Assigned Accountant,UN01005882,,,,,,,,,,,0..0
2208,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Buyer Tax Representative,,,CI_ Trade Party,BuyerTaxRepresentativeCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Buyer_ Tax Representative. CI_ Trade_ Party,0..1,The trade party acting as a tax representative for the buyer for this CIIH supply chain trade agreement.,,Buyer Tax Representative,UN01005883,,,,,,,,,,,0..0
2209,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Seller Tax Representative,,,CI_ Trade Party,SellerTaxRepresentativeCITradeParty,CIIH_ Supply Chain_ Trade Agreement. Seller_ Tax Representative. CI_ Trade_ Party,0..1,The trade party acting as a tax representative for the seller for this CIIH supply chain trade agreement.,,Seller Tax Representative,UN01005884,,,,,,,,,,,0..0
2210,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Applicable,,,CI_ Trade Delivery Terms,ApplicableCITradeDeliveryTerms,CIIH_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Delivery Terms,0..1,The trade terms of delivery applicable to this CIIH supply chain trade agreement.,,Delivery Terms,UN01005885,,,,,,,,,,,0..0
2211,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Seller Order Referenced,,,CI_ Referenced Document,SellerOrderReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,0..1,The seller order document referenced from this CIIH supply chain trade agreement.,,Seller Order Document,UN01005886,,,,,,,,,,,0..0
2212,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Buyer Order Referenced,,,CI_ Referenced Document,BuyerOrderReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,0..1,The buyer order document referenced from this CIIH supply chain trade agreement.,,Buyer Order Document,UN01005887,,,,,,,,,,,0..0
2213,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Quotation Referenced,,,CI_ Referenced Document,QuotationReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Quotation_ Referenced. CI_ Referenced_ Document,0..1,The quotation document referenced from this CIIH supply chain trade agreement.,,Quotation Document,UN01005888,,,,,,,,,,,0..0
2214,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Order Response Referenced,,,CI_ Referenced Document,OrderResponseReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Order Response_ Referenced. CI_ Referenced_ Document,0..1,The order response document referenced from this CIIH supply chain trade agreement.,,Order Response Document,UN01005889,,,,,,,,,,,0..0
2215,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..1,The contract document referenced from this CIIH supply chain trade agreement.,,Contract Document,UN01005890,,,,,,,,,,,0..0
2216,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Demand Forecast Referenced,,,CI_ Referenced Document,DemandForecastReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Demand Forecast_ Referenced. CI_ Referenced_ Document,0..1,The demand forecast document referenced from this CIIH supply chain trade agreement.,,Demand Forecast Document,UN01005891,,,,,,,,,,,0..0
2217,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Supply Instruction Referenced,,,CI_ Referenced Document,SupplyInstructionReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Supply Instruction_ Referenced. CI_ Referenced_ Document,0..1,The supply instruction document referenced from this CIIH supply chain trade agreement.,,Supply Instruction Document,UN01005892,,,,,,,,,,,0..0
2218,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Promotional Deal Referenced,,,CI_ Referenced Document,PromotionalDealReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Promotional Deal_ Referenced. CI_ Referenced_ Document,0..1,The promotional deal document referenced from this CIIH supply chain trade agreement.,,Promotional Deal Document,UN01005893,,,,,,,,,,,0..0
2219,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Price List Referenced,,,CI_ Referenced Document,PriceListReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,0..1,The price list document referenced from this CIIH supply chain trade agreement.,,Price List Document,UN01005894,,,,,,,,,,,0..0
