version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
v1,551.0,2317,2,Attribute,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),1,0..n,1..1,PK,Identification,Identifier,D24A TDED7140,udt:IDType,,,,明細行ID,明細行ID,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,ID,CIILB 従属取引明細行の下位取引明細項目の識別子。,UN01009648,BBIE,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,An identifier for this CIILB subordinate trade line item.,ID,ID,ID
v4,552.0,2318,2,Attribute,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),2,0..1,0..1,,Category,Code,JECxxxx D24A定義なし,udt:CodeType,,,,明細行類型コード,明細行類型コード,"この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",カテゴリーコード,CIILB 従属取引明細行の下位取引明細項目のカテゴリを指定するコード。,UN01014637,BBIE,CIILB_ Subordinate_ Trade Line Item. Category. Code,The code specifying the category of this CIILB subordinate trade line item.,Category Code,CategoryCode,CategoryCode
v4.3,553.0,2320,2,Attribute,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),4,0..1,0..1,,Requested_ Response Type,Code,UNCL 4343 Response Type Code <Code specifying the type of acknowledgment required or transmitted.> (an..3)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf D24A定義なし / UNTDED  4343 Response Type Code <Code specifying the type of acknowledgment required or transmitted.> (an..3)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:CodeType,,,,明細行回答タイプコード,明細行回答タイプコード,"この文書の明細行に関する回答タイプを特定するコード
デフォルトは「確認」",要求された応答タイプコード,CIILB 従属取引明細行の下位取引明細項目に対して要求される応答のタイプを指定するコード。,UN01015599,BBIE,CIILB_ Subordinate_ Trade Line Item. Requested_ Response Type. Code,The code specifying the type of response requested for this CIILB subordinate trade line item.,Requested Response Type Code,RequestedResponseTypeCode,RequestedResponseTypeCode
v4.3,554.0,,2,Attribute,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),,0..1,0..1,,Response Reason,Code,JECxxxx D24A定義なし,,,,,明細行回答理由コード,明細行回答理由コード,この文書の明細行に関する回答理由を特定するコード,,,JPSxxxxxxx,BBIE,CIILB_ Subordinate_ Trade Line Item. Response Reason. Code,,,ResponseReasonCode,
v4.3,555.0,,2,Attribute,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),,D24Aで未定義,0..1,,Response Type,Text,,,,,,明細行回答理由,明細行回答理由,この文書の明細行に関する回答理由の説明,,,JPSxxxxxxx,BBIE,CIILB_ Subordinate_ Trade Line Item. Response Type. Text,,,ResponseType,
,,2321,,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),1,0..1,0..0,,,,,,Referenced_ Product (Specified),,,,,,,,UN01009652,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. Referenced_ Product,The referenced product specified for this CIILB subordinate trade line item.,Specified Product,SpecifiedProduct,
v1,700.0,2322,2,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),2,0..n,1..1,,,,,ram:CITradeProductType,CI_ Trade_ Product (Included/Subordinate/Applicable),,,明細行／取引品目グループ,取引品目,明細行の取引品目に関するグループ,対象製品,CIILB 従属取引明細行の下位取引明細項目に適用される製品。,UN01010016,ASBIE,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,A product applicable for this CIILB subordinate trade line item.,Applicable Product,ApplicableCITradeProduct,ApplicableCITradeProduct
v1,561.0,2323,2,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),3,0..1,1..1,,,,,ram:CIILBSupplyChainTradeAgreementType,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),,,明細行／取引契約グループ,明細行取引契約,明細行の取引契約に関するグループ,取引協定,CIILB 従属取引明細行の下位取引明細行に指定されたサプライチェーン取引協定。,UN01009649,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,The supply chain trade agreement specified for this CIILB subordinate trade line item.,Trade Agreement,SpecifiedCIILBSupplyChainTradeAgreement,SpecifiedCIILBSupplyChainTradeAgreement
v1,603.0,2324,2,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),4,0..1,1..1,,,,,ram:CIILBSupplyChainTradeDeliveryType,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),,,明細行／配送グループ,明細行配送,明細行の配送に関するグループ,トレードデリバリー,CIILB 従属取引明細行の下位取引明細行に指定されたサプライチェーン取引納品。,UN01009650,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,The supply chain trade delivery specified for this CIILB subordinate trade line item.,Trade Delivery,SpecifiedCIILBSupplyChainTradeDelivery,SpecifiedCIILBSupplyChainTradeDelivery
v1,633.0,2325,2,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),5,0..1,1..1,,,,,ram:CIILBSupplyChainTradeSettlementType,CIILB_ Supply Chain_ Trade Settlement (Included/Subordinate/Specified),,,明細行／決裁グループ,明細行決裁,明細行の決済に関するグループ,取引決済,CIILB 従属取引明細行の下位取引明細項目に指定されたサプライチェーン取引決済。,UN01009651,ASBIE,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,SpecifiedCIILBSupplyChainTradeSettlement,SpecifiedCIILBSupplyChainTradeSettlement
v4.2,556.0,2326,2,Composition,CIILB_ Subordinate_ Trade Line Item (Included/Subordinate),6,0..n,0..n,,,,,ram:CINoteType,CI_ Note (Included/Subordinate/Included),,,明細行／注釈グループ,明細行注釈,明細行の注釈に関するグループ,付属ノート,CIILB 従属取引明細行の下位取引明細項目に含まれる注記。,UN01015533,ASBIE,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,A note included in this CIILB subordinate trade line item.,Included Note,IncludedCINote,IncludedCINote
v1,562.0,2327,1,Class,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),,,,,,,,ram:CIILBSupplyChainTradeAgreementType,,,,取引契約クラス,明細行取引契約クラス,取引契約に関する情報からなるクラス,CIILB取引協定,CIILB 従属取引明細行のサプライチェーン取引契約の契約条件。,UN01009653,ABIE,CIILB_ Supply Chain_ Trade Agreement. Details,The contractual terms of a Cross Industry Invoice Line Breakdown (CIILB) supply chain trade agreement.,CIILB Trade Agreement,,
v1,563.0,2328,2,Composition,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),1,0..1,0..1,,,,,ram:CIReferencedDocumentType,CI_ Referenced_ Document[Type. Code='220'] (Included/Subordinate/Specified/Seller Order_ Referenced[Type. Code='220']),Type. Code='220',,明細行契約／明細行参照受注書グループ,明細行参照受注書,取引契約と明細行参照受注書に関するグループ,売り手注文書,CIILB 従属取引明細行のサプライチェーン取引契約で参照される売り手注文書。,UN01009654,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,The seller order document referenced in this CIILB supply chain trade agreement.,Seller Order Document,SellerOrderReferencedCIReferencedDocument[TypeCode='220'],SellerOrderReferencedCIReferencedDocument
v1,570.0,2329,2,Composition,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),2,0..1,0..1,,,,,ram:CIReferencedDocumentType,CI_ Referenced_ Document[Type. Code='105'] (Included/Subordinate/Specified/Buyer Order_ Referenced[Type. Code='105']),Type. Code='105',,明細行契約／明細行参照注文書グループ,明細行参照注文書,取引契約と明細行参照注文書に関するグループ,買い手注文書,CIILB 従属取引明細行のサプライチェーン取引契約で参照される買い手注文書。,UN01009655,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,The buyer order document referenced in this CIILB supply chain trade agreement.,Buyer Order Document,BuyerOrderReferencedCIReferencedDocument[TypeCode='105'],BuyerOrderReferencedCIReferencedDocument
v4,577.0,2330,2,Composition,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),3,0..n,0..n,,,,,ram:CIReferencedDocumentType,"CI_ Referenced_ Document[not(Type. Code=('105','220','351'))] (Included/Subordinate/Specified/Additional_ Referenced[not(Type. Code=('105','220','351'))])","not(Type. Code=('105','220','351'))",,明細行契約／明細行参照文書グループ,明細行参照文書,取引契約と明細行参照文書に関するグループ,追加文書,CIILB 従属取引明細行のサプライチェーン取引契約で参照される追加文書。,UN01009656,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,"AdditionalReferencedCIReferencedDocument[not(TypeCode=('105','220','351'))]",AdditionalReferencedCIReferencedDocument
,,2331,,Composition,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),4,0..n,0..0,,,,,,CI_ Trade_ Price (Gross Price_ Product),,,,,,,,UN01009657,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Gross Price_ Product. CI_ Trade_ Price,A gross product price in this CIILB supply chain trade agreement.,Product Gross Price,GrossPriceProductPrice,
v1,597.0,2332,2,Composition,CIILB_ Supply Chain_ Trade Agreement (Included/Subordinate/Specified),5,0..n,1..1,,,,,ram:CITradePriceType,CI_ Trade_ Price (Included/Subordinate/Specified/Net Price_ Product),,,明細行契約／契約単価グループ,契約単価,明細行の契約単価に関するグループ。,商品の正味価格,CIILB 従属取引明細行のサプライチェーン取引契約における正味製品価格。,UN01009658,ASBIE,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,A net product price in this CIILB supply chain trade agreement.,Product Net Price,NetPriceProductCITradePrice,NetPriceProductCITradePrice
v1,604.0,2333,1,Class,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),,,,,,,,ram:CIILBSupplyChainTradeDeliveryType,,,,明細行納入クラス,明細行配送クラス,明細行の納入に関する情報からなるクラス,CIILB トレードデリバリー,CIILB 従属取引明細行のサプライチェーンにおける出荷手配、および発送・配送を含む製品および／またはサービスの移動。,UN01009659,ABIE,CIILB_ Supply Chain_ Trade Delivery. Details,Cross Industry Invoice Line Breakdown (CIILB) supply chain shipping arrangements and movement of products and or services including despatch and delivery.,CIILB Trade Delivery,,
,,2334,,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),1,0..1,0..0,,Package,Quantity,,,,,,,,,,,UN01009660,BBIE,CIILB_ Supply Chain_ Trade Delivery. Package. Quantity,The number of packages in this CIILB supply chain trade delivery.,Package Quantity,PackageQuantity,
v４,605.0,2335,2,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),2,0..1,0..1,,Product_ Unit,Quantity,数量単位コード UNECE Rec20 D24A定義なし,udt:QuantityType,,,,受領バラ数量,受領バラ数量,"受領数量がセット数量単位属性を指定の場合に利用する。
受領バラ数量＝受領数量（属性：セット）×セット単位数量（入り数）（属性：個、または不定貫品目量）",製品単位数量,CIILB 従属取引明細行のサプライチェーン取引配送における製品単位数。,UN01009661,BBIE,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,The number of product units in this CIILB supply chain trade delivery.,Product Unit Quantity,ProductUnitQuantity,ProductUnitQuantity
v3/v4,607.0,2336,2,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),3,0..1,0..1,,Per Package_ Unit,Quantity,数量単位コード UNECE Rec20 D24A定義なし,udt:QuantityType,,,,受領セット単位数量(入り数）,受領セット単位数量(入り数）,"受領数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
受領数量がハイブリッド品目（セット）の場合：受領数量で指定したセット数量の1単位当たりの重量・容量（個数でカウントできない不定貫品目の数量単位属性）を入力
受領数量の 数量単位指定が定貫品目（個）の場合：利用しない
 受領数量の数量単位指定が不定貫品目の場合：利用しない。",パッケージ単位数量,CIILB 従属取引明細行のサプライチェーン取引配送における1梱包あたりの製品単位数。,UN01009662,BBIE,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,The number of units per package in this CIILB supply chain trade delivery.,Per Package Unit Quantity,PerPackageUnitQuantity,PerPackageUnitQuantity
v1,609.0,2337,2,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),4,0..1,0..1,,Billed,Quantity,数量単位コード UNECE Rec20 D24A定義なし,udt:QuantityType,,,,請求数量,請求数量,"この情報項目はずべての品目の請求数量の指定に利用する。
この項目の数量単位属性は次のいずれかを選択：「個」、「セット」、「不定貫数量単位」",請求数量,CIILB 従属取引明細行のサプライチェーン取引配送における請求数量。,UN01014639,BBIE,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,The billed quantity of this CIILB supply chain trade delivery.,Billed Quantity,BilledQuantity,BilledQuantity
v4.3,606.0,,2,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),2.1,0..1,1..1,,Product_ Unit. Quantity/@Unit,Code,,,,,,数量単位属性,受領バラ数量単位属性,受領バラ数量の数量単位属性,,,,SC,Quantity. Unit. Code,,,ProductUnitQuantity@UnitCode,@UnitCode
v4.3,611.0,,2,Attribute,CIILB_ Supply Chain_ Trade Delivery (Included/Subordinate/Specified),,D24Aで未定義,1..1,,Received,Quantity,数量単位コード UNECERec20 D24A定義なし,,,,,受領数量,受領数量,発注者が受領した品目の数量,,,JPSxxxxxxxx,BBIE,CIILB_ Supply Chain_ Trade Delivery. Received. Quantity,,,ReceivedQuantity,
