version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v2,143,2291,ASBIE,3,1..1,1..1,取引内容決済グループ,決済に関するグループ,,,,取引決済,CIIHサプライチェーン取引に適用されるCIIHサプライチェーン決済。,UN01005939,CIIH_ Supply Chain_ Trade Transaction. Applicable. CIIH_ Supply Chain_ Trade Settlement,Trade Settlement,The CIIH supply chain trade settlement applicable to this CIIH supply chain trade transaction.,Composition,CIIH_ Supply Chain_ Trade Transaction,3,,Applicable,,,ram:CIIHSupplyChainTradeSettlementType,CIIH_ Supply Chain_ Trade Settlement (Applicable),,,ApplicableCIIHSupplyChainTradeSettlement,ApplicableCIIHSupplyChainTradeSettlement,////ApplicableCIIHSupplyChainTradeSettlement
v2,144,2243,ABIE,3,,,決済クラス,インボイス文書の決済に関する情報からなるクラス。,,,,CIIH取引決済,サプライチェーン取引におけるCIIHと、当該金融取引で決済対象となる項目との財務照合を可能にする情報。,UN01005909,CIIH_ Supply Chain_ Trade Settlement. Details,CIIH Trade Settlement,The information that enables the financial reconciliation of the Cross Industry Invoice Header (CIIH) of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,Class,CIIH_ Supply Chain_ Trade Settlement,,,,,,ram:CIIHSupplyChainTradeSettlementType,,,,,,
v4,145.0,2247,BBIE,4,0..1,0..1,税通貨コード,"税の通貨コード。
＝JPY（デフォルト）",1,0..1,税通貨コード,税通貨コード,CIIHサプライチェーン取引決済における税通貨を指定するコード。,UN01005913,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,Tax Currency Code,The code specifying the tax currency for this CIIH supply chain trade settlement.,Attribute,CIIH_ Supply Chain_ Trade Settlement,4,,Tax_ Currency,Currency_ Code,TDED6345,qdt:CurrencyCodeType,,,,TaxCurrencyCode,TaxCurrencyCode,////ApplicableCIIHSupplyChainTradeSettlement/TaxCurrencyCode
v4,146.0,2248,BBIE,4,0..1,1..1,文書通貨コード,"インボイス文書の通貨コード。
＝JPY（デフォルト）",1,0..1,文書通貨コード,請求書通貨コード,CIIHサプライチェーン取引決済における請求書通貨を指定するコード。,UN01005914,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,Invoice Currency Code,The code specifying the invoice currency for this CIIH supply chain trade settlement.,Attribute,CIIH_ Supply Chain_ Trade Settlement,5,,Invoice_ Currency,Currency_ Code,TDED6345,qdt:CurrencyCodeType,,,,InvoiceCurrencyCode,InvoiceCurrencyCode,////ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode
v4,147.0,2249,BBIE,4,0..1,0..1,支払通貨コード,請求支払通貨コード（デフォルトはJPY）,1,0..1,支払通貨コード,支払い通貨コード,CIIHサプライチェーン取引決済における支払通貨を指定するコード。,UN01005915,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,Payment Currency Code,The code specifying the payment currency for this CIIH supply chain trade settlement.,Attribute,CIIH_ Supply Chain_ Trade Settlement,6,,Payment_ Currency,Currency_ Code,TDED6345,qdt:CurrencyCodeType,,,,PaymentCurrencyCode,PaymentCurrencyCode,////ApplicableCIIHSupplyChainTradeSettlement/PaymentCurrencyCode
v2,148,2258,ASBIE,4,0..1,0..1,決済請求者グループ,請求者にかかわる情報,,,,請求書発行者,CIIHサプライチェーン取引決済の請求書を発行する取引事業者。,UN01005916,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,Invoicer,The Cross Industry (CI) trade party issuing the invoice for this CIIH supply chain trade settlement.,Composition,CIIH_ Supply Chain_ Trade Settlement,1,,Invoicer,,,ram:CITradePartyType,CI_ Trade_ Party (Applicable/Invoicer),,,InvoicerCITradeParty,InvoicerCITradeParty,////ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty
v2,149,3909,ABIE,4,,,請求者クラス,請求者に関する情報からなるクラス。,,,,CI取引事業者,取引業務機能において役割を持つ個人、グループ、または組織。,UN01005756,CI_ Trade_ Party. Details,CI Trade Party,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",Class,CI_ Trade_ Party (Applicable/Invoicer),,,,,,ram:CITradePartyType,,,,,,
v2,150.0,3910,BBIE,5,0..n,0..1,請求者ID,請求者のID。,2,0..1,請求者ID,ID,インボイスの取引事業者の固有識別子。,UN01005757,CI_ Trade_ Party. Identification. Identifier,ID,A unique identifier of this CI trade party.,Attribute,CI_ Trade_ Party (Applicable/Invoicer),1,PK,Identification,Identifier,D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,udt:IDType,,,,ID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/ID
v2,151.0,3911,BBIE,5,0..n,0..1,請求者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,2,0..1,請求者国際企業ID,グローバルID,インボイスの取引事業者のグローバルに一意の識別子。,UN01005758,CI_ Trade_ Party. Global_ Identification. Identifier,Global ID,A globally unique identifier of this CI trade party.,Attribute,CI_ Trade_ Party (Applicable/Invoicer),2,,Global_ Identification,Identifier,ISO6523 / D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,udt:IDType,,,,GlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/GlobalID
,151.1,,SC,6,0..1,1..1,請求者国際企業登録機関番号,,2,0..1,請求者国際企業登録機関番号,,,UDT000011,Identifier. Identification Scheme. Identifier,,,Attribute,CI_ Trade_ Party (Applicable/Invoicer),2.1,,Global_ Identification. Identifier/@Identification Scheme,Identifier,,,,,,GlobalIdentificationID@IdentificationSchemeID,@IdentificationSchemeID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/GlobalID/@IdentificationSchemeID
v2,152.0,3912,BBIE,5,0..1,0..1,請求者名称,請求者の企業等を表す名称。,2,0..1,請求者名称,名前,インボイスの取引事業者の名称（テキストで表現）。,UN01005759,CI_ Trade_ Party. Name. Text,Name,"The name, expressed as text, for this CI trade party.",Attribute,CI_ Trade_ Party (Applicable/Invoicer),3,,Name,Text,D24A TDED 3036 Party name <Name of a party.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3036.htm,udt:TextType,,,,Name,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/Name
v2,155,3919,ASBIE,5,0..n,0..1,請求者連絡先グループ,請求者の連絡先に関する情報,,,,定義された連絡先,インボイスの取引事業者に定義された取引連絡先。,UN01005761,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,Defined Contact,A trade contact defined for this CI trade party.,Composition,CI_ Trade_ Party (Applicable/Invoicer),2,,,,,ram:CITradeContactType,CI_ Trade_ Contact (Applicable/Invoicer/Defined),,,DefinedCITradeContact,DefinedCITradeContact,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact
v2,156,3863,ABIE,5,,,請求者連絡先クラス,連絡先に関する情報からなるクラス。,,,,CI取引連絡先,取引関係において、他の個人または部門との連絡窓口として機能する個人または部門。,UN01005718,CI_ Trade_ Contact. Details,CI Trade Contact,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,Class,CI_ Trade_ Contact (Applicable/Invoicer/Defined),,,,,,ram:CITradeContactType,,,,,,
v2,157.0,3864,BBIE,6,0..1,0..1,請求部門ID,請求者の請求部門を表すID。,2,0..1,請求者連絡先部門ID,ID,インボイスの取引連絡窓口の固有識別子。,UN01005719,CI_ Trade_ Contact. Identification. Identifier,ID,The unique identifier for this CI trade contact.,Attribute,CI_ Trade_ Contact (Applicable/Invoicer/Defined),1,PK,Identification,Identifier,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",udt:IDType,,,,ID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/ID
v2,158.0,3865,BBIE,6,0..1,0..1,請求者担当名,請求者個人の、文字で表現された名前。,2,0..1,請求者連絡先担当名,人名,インボイスの取引連絡担当者の名前（テキスト表記）。,UN01005720,CI_ Trade_ Contact. Person Name. Text,Person Name,"The name, expressed as text, of this CI trade contact person.",Attribute,CI_ Trade_ Contact (Applicable/Invoicer/Defined),2,,Person Name,Text,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",udt:TextType,,,,PersonName,PersonName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/PersonName
v2,159.0,3866,BBIE,6,0..1,0..1,請求者部門名,請求者の請求部門の名称。,2,0..1,請求者連絡先部門名,部署名,インボイスの取引連絡窓口である部署の名称（テキスト表記）。,UN01005721,CI_ Trade_ Contact. Department Name. Text,Department Name,"The name, expressed as text, of the department which is this CI trade contact.",Attribute,CI_ Trade_ Contact (Applicable/Invoicer/Defined),3,,Department Name,Text,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",udt:TextType,,,,DepartmentName,DepartmentName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/DepartmentName
v4,160.0,3870,BBIE,6,0..n,0..1,請求者担当ID,請求者個人を表すID,2,0..1,請求者連絡先担当ID,人物ID,インボイスの取引連絡担当者に対する固有識別子。,UN01005725,CI_ Trade_ Contact. Person_ Identification. Identifier,Person ID,A unique identifier for this CI trade contact person.,Attribute,CI_ Trade_ Contact (Applicable/Invoicer/Defined),7,,Person_ Identification,Identifier,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",udt:IDType,,,,PersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/PersonID
v2,161,3872,ASBIE,6,0..1,0..1,連絡先電話情報グループ,連絡先の電話に関するグループ。,,,,電話,インボイスの取引連絡先の電話通信情報。,UN01005726,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,Telephone,The telephone communication information for this CI trade contact.,Composition,CI_ Trade_ Contact (Applicable/Invoicer/Defined),1,,,,,ram:CIUniversalCommunicationType,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Telephone),,,TelephoneCIUniversalCommunication,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v2,162,4093,ABIE,6,,,電話通信クラス,通信（電話）に関する情報からなるクラス。,,,,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,CI_ Universal_ Communication. Details,CI Communication,The exchange of messages or information for Cross Industry (CI) purposes.,Class,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Telephone),,,,,,ram:CIUniversalCommunicationType,,,,,,
v2,163.0,4096,BBIE,7,0..1,0..1,請求者電話番号,請求者の電話番号。,2,0..1,請求者連絡先電話番号,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,CI_ Universal_ Communication. Complete Number. Text,Complete Number,The text string of characters that make up the complete number for this CI universal communication.,Attribute,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Telephone),3,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,CompleteNumber,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
v4,164,3875,ASBIE,6,0..1,0..1,連絡先FAX情報グループ,連絡先のFAXに関するグループ。,,,,ファックス,インボイスの取引連絡先のファックス通信情報。,UN01005729,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,Fax,The fax communication information for this CI trade contact.,Composition,CI_ Trade_ Contact (Applicable/Invoicer/Defined),4,,,,,ram:CIUniversalCommunicationType,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Fax),,,FaxCIUniversalCommunication,FaxCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication
v4,165,4093,ABIE,6,,,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,,,,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,CI_ Universal_ Communication. Details,CI Communication,The exchange of messages or information for Cross Industry (CI) purposes.,Class,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Fax),,,,,,ram:CIUniversalCommunicationType,,,,,,
v4,166.0,4096,BBIE,7,0..1,0..1,請求者FAX番号,請求者のFAX番号,2,0..1,請求者連絡先FAX番号,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,CI_ Universal_ Communication. Complete Number. Text,Complete Number,The text string of characters that make up the complete number for this CI universal communication.,Attribute,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Fax),3,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,CompleteNumber,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber
v4,167,3876,ASBIE,6,0..1,0..1,連絡先電子メール情報グループ,連絡先の電子メールに関するグループ。,,,,電子メールアドレス,インボイスの取引連絡先の電子メール URI 通信情報。,UN01005730,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,Email Address,The email URI communication information for this CI trade contact.,Composition,CI_ Trade_ Contact (Applicable/Invoicer/Defined),5,,,,,ram:CIUniversalCommunicationType,CI_ Universal_ Communication (Applicable/Invoicer/Defined/Email_ URI),,,EmailURICIUniversalCommunication,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
