nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_sme,label_csv,definition_sme,multiplicity_sme,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,accounting,JP PINT v1.0,Id,Business Term,Card.
,,UN01005762,ASBIE,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,,請求者住所グループ,,請求者の住所に関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005687,ABIE,,,,,CI_ Trade_ Address. Details,,,,,,,,,,請求者住所クラス,,請求者住所に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
172,ヘッダ部,UN01005689,BBIE,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,,,請求者郵便番号,請求者郵便番号,請求者の郵便番号。,0..1,,,v4,D24A TDED3251,     , , ,,＊,＊,,,,,,,
173,ヘッダ部,UN01005692,BBIE,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,,,請求者住所1,請求者住所1,請求者の住所1行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
174,ヘッダ部,UN01005693,BBIE,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,,,請求者住所2,請求者住所2,請求者の住所2行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
175,ヘッダ部,UN01005694,BBIE,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,,,請求者住所3,請求者住所3,請求者の住所3行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
176,ヘッダ部,UN01005700,BBIE,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,,,請求者国ID,請求者国ID,請求者の国ID。デフォルトは「JP」,1..1,,,v4,ISO3166-1:Alpha2 / D24A TDED 3207 Country identifier <Identification of the name of the country or other geographical entity as defined in ISO 3166-1 and UN/ECE Recommendation 3.> (an..3) ISO 3166-1 and UN/ECE Recommendation 3 https://service.unece.org/trade/untdid/d23a/tred/tred3207.htm | XMLSchema /uncefact/identifierlist/standard/ISO_ISOTwo-letterCountryCode_SecondEdition2006.xsd,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,,,,,,,
,,UN01005763,ASBIE,,,,,CI_ Trade_ Party. URI. CI_ Universal_ Communication,,,,,,,,,,請求者国際アドレス（汎用通信情報）グループ,,請求者の国際アドレスグループ,1..1,,,v4.1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,CI_ Universal_ Communication. Details,,,,,,,,,,国際アドレス（汎用通信情報）クラス,,国際アドレスクラス,,,,v4.1,,,,,,,,,,,,,,
152.3,ヘッダ部,UN01005858,BBIE,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,,請求者国際アドレス（汎用通信情報）,請求者汎用通信エンドポイントURI番号,国際アドレス登録機関が付与する発注者国際アドレス番号,0..1,,,v4.3,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm, ,  ,,,●,●,●,●,,☆,IBT-049,> Buyer electronic address,1..1
152.4,ヘッダ部,,SC,,,,,,,Identification Scheme. Agency. Identifier,,,,,,,,国際アドレス（汎用通信情報）登録機関ID,請求者汎用通信エンドポイントURI登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のID,1..1,,,v4.3,ISO6523,ISO,"属性コード値
選択入力",6523'国際アドレス登録機関ID値,,●,●,●,●,,☆,IBT-049-1,>> Scheme identifier,1..1
,,UN01005764,ASBIE,,,,,CI_ Trade_ Party. Specified. CI_ Tax_ Registration,,,,,,,,,,請求者適格請求書発行事業者登録番号,,適格請求書発行事業者登録番号グループ（免税事業者についてはなし）,0..1,,,,,,,,,,,,,,,,,
,,UN01005667,ABIE,,,,,CI_ Tax_ Registration. Details,,,,,,,,,,請求者適格請求書発行事業者登録番号クラス,,適格請求書発行事業者登録番号クラス,,,,,,,,,,,,,,,,,,
180.3,ヘッダ部,UN01005668,BBIE,,,,,,CI_ Tax_ Registration. Identification. Identifier,,,,,,,,,請求者適格請求書発行事業者登録番号,請求者事業者登録番号,登録された発注者の適格請求書発行事業者登録番号,1..1,,,,適格請求書発行事業者登録番号グループ（免税事業者についてはなし） D24A定義なし,国税庁,"属性コード値
固定入力",国際企業コード発番機関0221が附番した登録番号,,◎,◎,◎,◎,,,,,
180.4,ヘッダ部,UDT000011,SC,,,,,,,identifier. Identification Scheme Agency. Identifier,,,,,,,,請求者事業者登録番号発番組織,請求者事業者登録番号発番組織,国税庁(固定値0221),1..1,,221,,ISO6523 　＝0221 D24A定義なし / UNTDED 6523,ISO,,,,,,,,,,,,
,,UN01005917,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Invoicee. CI_ Trade_ Party,,,,,,,,,,,決済請求先グループ,,請求先にかかわるグループ,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005756,ABIE,,,,CI_ Trade_ Party. Details,,,,,,,,,,,請求先クラス,,請求先に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
183,ヘッダ部,UN01005757,BBIE,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,,,,請求先ID,請求先ID,請求を受ける企業等を表すID。,0..1,,,v2,D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,     , , ,,＊,＊,,,,,,,
184,ヘッダ部,UN01005758,BBIE,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,,,,請求先国際企業ID,請求先国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,0..1,,,v2,ISO6523 / D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,ISO, , ,,＊,＊,,,,,,,
185,ヘッダ部,UN01005759,BBIE,,,,,CI_ Trade_ Party. Name. Text,,,,,,,,,,請求先名称,請求先名称,請求を受ける企業等の名称,0..1,,,v2,D24A TDED 3036 Party name <Name of a party.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3036.htm,, , ,,＊,＊,,,,,,,
,,UN01005761,ASBIE,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,,,,請求先連絡先グループ,,請求先の連絡先に関するグループ,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005718,ABIE,,,,,CI_ Trade_ Contact. Details,,,,,,,,,,請求先連絡先クラス,,連絡先に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
188,ヘッダ部,UN01005719,BBIE,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,,,,,請求先部門ID,請求先連絡先部門ID,請求先の部門を表すコード。,0..1,,,v2,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",     , , ,,＊,＊,,,,,,,
189,ヘッダ部,UN01005720,BBIE,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,,,,,請求先担当名,請求先連絡先担当名,請求先の担当者の名称,0..1,,,v2,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",, , ,,＊,＊,,,,,,,
190,ヘッダ部,UN01005721,BBIE,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,,,,,請求先部門名,請求先連絡先部門名,請求先の部門を表す名称,0..1,,,v2,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",, , ,,＊,＊,,,,,,,
191,ヘッダ部,UN01005725,BBIE,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,,,,,請求先担当ID,請求先連絡先担当ID,請求先個人を表すID,0..1,,,v4,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",     , , ,,＊,＊,,,,,,,
,,UN01005726,ASBIE,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,,,,,連絡先電話情報グループ,,連絡先の電話に関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,電話通信クラス,,通信（電話）に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
194,ヘッダ部,UN01005860,BBIE,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,,請求先電話番号,請求先連絡先電話番号,請求先の電話番号。,0..1,,,v2,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     , , ,,＊,＊,,,,,,,
,,UN01005729,ASBIE,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,,,,,連絡先FAX情報グループ,,連絡先のFAXに関するグループ。,0..1,,,v1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,FAX通信クラス,,通信（FAX）に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
197,ヘッダ部,UN01005860,BBIE,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,,請求先FAX番号,請求先連絡先FAX番号,請求先のFAX番号,0..1,,,v1,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     , , ,,＊,＊,,,,,,,
,,UN01005730,ASBIE,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,,,,,連絡先電子メール情報グループ,,連絡先の電子メールに関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,電子メール通信クラス,,通信（電子メール）に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
200,ヘッダ部,UN01005858,BBIE,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,請求先メールアドレス,請求先連絡先電子メールアドレス,請求先の電子メールアドレス。,0..1,,,v4,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     , , ,,＊,＊,,,,,,,
,,UN01005762,ASBIE,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,,請求先住所グループ,,請求先の住所に関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005687,ABIE,,,,,CI_ Trade_ Address. Details,,,,,,,,,,請求先住所クラス,,請求先住所に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
203,ヘッダ部,UN01005689,BBIE,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,,,請求先郵便番号,請求先郵便番号,請求先の郵便番号。,0..1,,,v4,D24A TDED3251,     , , ,,＊,＊,,,,,,,
204,ヘッダ部,UN01005692,BBIE,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,,,請求先住所1,請求先住所1,請求先の住所1行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
205,ヘッダ部,UN01005693,BBIE,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,,,請求先住所2,請求先住所2,請求先の住所2行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
206,ヘッダ部,UN01005694,BBIE,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,,,請求先住所3,請求先住所3,請求先の住所3行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,, , ,,＊,＊,,,,,,,
207,ヘッダ部,UN01005700,BBIE,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,,,請求先国ID,請求先国ID,請求先の国ID。デフォルトは「JP」,1..1,,,v4,ISO3166-1:Alpha2 / D24A TDED 3207 Country identifier <Identification of the name of the country or other geographical entity as defined in ISO 3166-1 and UN/ECE Recommendation 3.> (an..3) ISO 3166-1 and UN/ECE Recommendation 3 https://service.unece.org/trade/untdid/d23a/tred/tred3207.htm | XMLSchema /uncefact/identifierlist/standard/ISO_ISOTwo-letterCountryCode_SecondEdition2006.xsd,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,,,,,,,
,,UN01005763,ASBIE,,,,,CI_ Trade_ Party. URI. CI_ Universal_ Communication,,,,,,,,,,請求先国際アドレス（汎用通信情報）グループ,,請求先の国際アドレスグループ,0..1,,,v4.1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,CI_ Universal_ Communication. Details,,,,,,,,,,国際アドレス（汎用通信情報）クラス,,国際アドレスクラス,,,,v4.1,,,,,,,,,,,,,,
210,ヘッダ部,UN01005858,BBIE,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,,請求先国際アドレス（汎用通信情報）,請求先国際アドレス番号,国際アドレス登録機関が付与する請求先国際アドレス番号,0..1,,,v4.3,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm, ,  ,,,＊,＊,,,,,,,
211,ヘッダ部,,SC,,,,,,,Identification Scheme. Agency. Identifier,,,,,,,,国際アドレス（汎用通信情報）登録機関ID,請求先国際アドレス登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のID,1..1,,,v4.3,ISO6523,ISO,"属性ID値
選択入力",6523'国際アドレス登録機関ID値,,＊,＊,,,,,,,
,,UN01005918,ASBIE,,,,CIIH_ Supply Chain_ Trade Settlement. Payee. CI_ Trade_ Party,,,,,,,,,,,決済支払先グループ,,支払先にかかわる情報,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005756,ABIE,,,,CI_ Trade_ Party. Details,,,,,,,,,,,支払先クラス,,支払先に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
214,ヘッダ部,UN01005757,BBIE,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,,,,支払先ID,支払先ID,支払先のID。,0..1,,,v4,D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,     , , ,,＊,＊,＊,,,★,IBT-060,> Payee identifier,0..1
215,ヘッダ部,UN01005758,BBIE,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,,,,支払先国際企業ID,支払先国際企業ID,支払先の国際企業ID。,0..1,,,v4,ISO6523 / D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,ISO, , ,,＊,＊,＊,,,★,IBT-061,> Payee legal registration identifier,0..1
216,ヘッダ部,UN01005759,BBIE,,,,,CI_ Trade_ Party. Name. Text,,,,,,,,,,支払先名称,支払先名称,支払先の企業等を表す名称。,0..1,,,v4,D24A TDED 3036 Party name <Name of a party.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3036.htm,, , ,,＊,＊,＊,,,☆,IBT-059,> Payee name,1..1
,,UN01005761,ASBIE,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,,,,支払先連絡先グループ,,支払先の連絡先に関するグループ,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005718,ABIE,,,,,CI_ Trade_ Contact. Details,,,,,,,,,,支払先連絡先クラス,,連絡先に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
219,ヘッダ部,UN01005719,BBIE,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,,,,,支払先部門ID,支払先連絡先部門ID,支払先の支払先部門を表すID。,0..1,,,v4,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",   , , ,,＊,＊,＊,,,,,,
220,ヘッダ部,UN01005720,BBIE,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,,,,,支払先担当名,支払先連絡先担当名,支払先個人の、文字で表現された名前。,0..1,,,v4,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",, , ,,＊,＊,＊,,,,,,
221,ヘッダ部,UN01005721,BBIE,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,,,,,支払先部門名,支払先連絡先部門名,支払先の請求部門の名称。,0..1,,,v4,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",, , ,,＊,＊,＊,,,,,,
222,ヘッダ部,UN01005725,BBIE,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,,,,,支払先担当ID,支払先連絡先担当ID,支払先個人を表すID,0..1,,,v4,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",   , , ,,＊,＊,＊,,,,,,
