version,sme_nr,UNID,acronym,type,level,label_local,multiplicity,multiplicity_SME,mbie_nr,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4,305,UN01004497,BBIE,A,5,金融カード名義人名,0..1,0..1,7926,Trade Settlement_ Financial Card,4,,Cardholder Name,Text,,支払人の金融カード名義人名,,,Trade Settlement_ Financial Card. Cardholder Name. Text,The cardholder name as it appears on this trade settlement financial card. This may include both an individual authorized to use the card as well as the organization that owns the card.,Cardholder Name,PaymentMeansFinancialCardCardholderName,CardholderName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/CardholderName
v4,306,UN01009966,BBIE,A,5,金融カード発行企業名,0..n,0..1,7933,Trade Settlement_ Financial Card,11,,Issuing Company Name,Text,,金融カードの発行企業名,,,Trade Settlement_ Financial Card. Issuing Company Name. Text,"An issuing company name, expressed as text, for this trade settlement financial card.",Issuing Company Name,PaymentMeansFinancialCardIssuingCompanyName,IssuingCompanyName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans/ApplicableTradeSettlementFinancialCard/IssuingCompanyName
v4,307,UN01005924,ASBIE,C,3,インボイス文書決済／鑑ヘッダ税グループ,0..n,0..n,2266,CIIH_ Supply Chain_ Trade Settlement,9,,Applicable,,CI_ Trade_ Tax,インボイス文書の鑑ヘッダの税に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,Tax,TransactionTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax
v4,309,UN01005833,BBIE,A,4,鑑ヘッダ課税分類税額,0..n,0..1,4044,CI_ Trade_ Tax,1,,Calculated,Amount,,"鑑ヘッダの明細文書課税分類別税額の合計金額
鑑ヘッダでは複数明細文書税額の積み上げだけを行い、税額計算は行わない",,,CI_ Trade_ Tax. Calculated. Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Calculated Amount,TaxCalculatedAmount,CalculatedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculatedAmount
v4,310,UN01005841,BBIE,A,4,鑑ヘッダ課税分類コード,0..1,0..1,4052,CI_ Trade_ Tax,9,,Category,Code,,消費税[VAT」の課税分類（標準税率、軽減税率、非課税、免税、不課税）を識別するコード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,TaxCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryCode
v4,311,UN01005850,BBIE,A,4,鑑ヘッダ課税分類名,0..n,0..1,4061,CI_ Trade_ Tax,18,,Category Name,Text,,消費税の課税分類（標準税率、軽減税率、非課税、免税等）の名称,,,CI_ Trade_ Tax. Category Name. Text,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Category Name,TaxCategoryName,CategoryName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CategoryName
v4,312,UN01007174,BBIE,A,4,鑑ヘッダ税率,0..1,0..1,4063,CI_ Trade_ Tax,20,,Rate_ Applicable,Percent,,課税分類に対応する消費税率のパーセント表示,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,TaxRatePercent,RateApplicablePercent,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/RateApplicablePercent
v4,313,UN01013096,BBIE,A,4,鑑ヘッダ税計算方式,0..1,0..1,4065,CI_ Trade_ Tax,22,,Calculation Method,Code,,"インボイス文書の「税抜き」「税込み」を識別するコード
デフォルトは「税抜き」",JECxxxx,,CI_ Trade_ Tax. Calculation Method. Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Tax Calculation Method Code,TaxCalculationMethodCode,CalculationMethodCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/CalculationMethodCode
v4,314,UN01014650,BBIE,A,4,鑑ヘッダ適用税制ID,0..1,0..1,4066,CI_ Trade_ Tax,23,,Local Tax System,Identifier,,"地域固有の文書のタイプを識別するコード
デフォルトは「2019」",JECxxxx,,CI_ Trade_ Tax. Local Tax System. Identifier,The identifier of the local tax system for this CI trade tax.,Local Tax System ID,TaxLocalTaxSystemID,LocalTaxSystemID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax/LocalTaxSystemID
v4,315,UN01005925,ASBIE,C,3,インボイス文書決済／鑑ヘッダ取引期間グループ,0..1,0..1,2267,CIIH_ Supply Chain_ Trade Settlement,10,,Billing,,CI_ Specified_ Period,インボイス文書の取引期間に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,Billing Period,TransactionBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v4,317,UN01005612,BBIE,A,4,鑑ヘッダ取引開始日,0..1,0..1,3678,CI_ Specified_ Period,4,,Start,Date Time,,インボイス文書の取引開始日,,,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,BillingPeriodStartDateTime,StartDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,318,UN01005613,BBIE,A,4,鑑ヘッダ取引終了日,0..1,0..1,3679,CI_ Specified_ Period,5,,End,Date Time,,インボイス文書の取引終了日,,,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,BillingPeriodEndDateTime,EndDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4,319,UN01005929,ASBIE,C,3,インボイス文書決済／支払条件グループ,0..n,0..n,2271,CIIH_ Supply Chain_ Trade Settlement,14,,Specified,,CI_ Trade_ Payment Terms,インボイス文書の支払条件に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,Payment Terms,TransactionPaymentTerms,SpecifiedCITradePaymentTerms,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4.1,321,UN01005780,BBIE,A,4,支払条件ID,0..1,0..1,3939,CI_ Trade_ Payment Terms,1,,Identification,Identifier,,支払条件のID,,,CI_ Trade_ Payment Terms. Identification. Identifier,The unique identifier of these CI trade payment terms.,ID,PaymentTermsID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/ID
v4,322,UN01005783,BBIE,A,4,支払条件説明,0..n,0..1,3942,CI_ Trade_ Payment Terms,4,,Description,Text,,支払条件の文字による説明,,,CI_ Trade_ Payment Terms. Description. Text,A textual description of these CI trade payment terms.,Description,PaymentTermsDescriptionText,Description,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/Description
v4,323,UN01005784,BBIE,A,4,支払期日,0..1,0..1,3943,CI_ Trade_ Payment Terms,5,,Due Date,Date Time,,支払条件で示された支払期日,,,CI_ Trade_ Payment Terms. Due Date. Date Time,"The date, time, date time, or other date time value of the due date specified by these CI trade payment terms.",Due Date Time,PaymentTermsDueDateDateTime,DueDateDateTime,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/DueDateDateTime
v4,324,UN01008502,BBIE,A,4,支払条件タイプコード,0..1,0..1,3948,CI_ Trade_ Payment Terms,10,,Type,Code,,取引決済の支払条件のタイプを識別するコード,UNCL4279,,CI_ Trade_ Payment Terms. Type. Code,The code specifying the type of these CI trade payment terms.,Type Code,PaymentTermsTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/TypeCode
v4.2,325,UN01015539,BBIE,A,4,支払条件金額,0..1,0..1,3951,CI_ Trade_ Payment Terms,13,,Instructed,Amount,,支払条件の金額,,,CI_ Trade_ Payment Terms. Instructed. Amount,The monetary value that has been instructed to be transferred between debtor and creditor for these CI trade payment terms.,Instructed Amount,PaymentTermsInstructedAmount,InstructedAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms/InstructedAmount
v4,326,UN01005930,ASBIE,C,3,インボイス文書決済／インボイス文書合計金額グループ,0..1,0..1,2272,CIIH_ Supply Chain_ Trade Settlement,15,,Specified,,CIIH_ Trade Settlement_ Monetary Summation,インボイス文書の合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,Monetary Summation,TransactionMonetarySummation,SpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation
v4.3,328,UN01005943,BBIE,A,4,鑑ヘッダ追加請求合計金額（税抜き）,0..n,0..1,2295,CIIH_ Trade Settlement_ Monetary Summation,2,,Charge Total,Amount,,=明細文書ヘッダ追加請求合計金額（税抜き）,,,CIIH_ Trade Settlement_ Monetary Summation. Charge Total. Amount,A monetary value of the total of all charge amounts being reported on header level in this CIIH trade settlement monetary summation.,Charge Total Amount,MonetarySummationChargeTotalAmount,ChargeTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/ChargeTotalAmount
v4.3,329,UN01005944,BBIE,A,4,鑑ヘッダ返金合計金額（税抜き）,0..n,0..1,2296,CIIH_ Trade Settlement_ Monetary Summation,3,,Allowance Total,Amount,,=明細文書ヘッダ返金合計金額（税抜き）,,,CIIH_ Trade Settlement_ Monetary Summation. Allowance Total. Amount,A monetary value of the total of all allowance amounts being reported on header level in this CIIH trade settlement monetary summation.,Allowance Total Amount,MonetarySummationAllowanceTotalAmount,AllowanceTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/AllowanceTotalAmount
v4,330,UN01005946,BBIE,A,4,鑑ヘッダ消費税総合計額,0..n,0..1,2298,CIIH_ Trade Settlement_ Monetary Summation,5,,Tax Total,Amount,,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,,,CIIH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,A monetary value of the total of all tax amounts being reported in this CIIH trade settlement monetary summation.,Tax Total Amount,MonetarySummationTaxTotalAmount,TaxTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TaxTotalAmount
v4,331,UN01005948,BBIE,A,4,インボイス文書総合計金額（税込み）,0..n,0..1,2300,CIIH_ Trade Settlement_ Monetary Summation,7,,Grand Total,Amount,,＝Σ明細文書ヘッダ譲渡資産合計金額（税抜き）＋鑑ヘッダ返金・追加請求合計金額（税抜き）＋Σ明細文書ヘッダ合計消費税額,,,CIIH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Grand Total Amount,MonetarySummationGrandTotalAmount,GrandTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount
v4,332,UN01005950,BBIE,A,4,前払合計金額,0..n,0..1,2302,CIIH_ Trade Settlement_ Monetary Summation,9,,Total Prepaid,Amount,,"すでに前払いで支払済合計金額
'=Σ前払金額（税込み）",,,CIIH_ Trade Settlement_ Monetary Summation. Total Prepaid. Amount,A monetary value of a prepaid total reported in this CIIH trade settlement monetary summation.,Total Prepaid Amount,MonetarySummationTotalPrepaidAmount,TotalPrepaidAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TotalPrepaidAmount
v4,333,UN01008445,BBIE,A,4,支払責務金額総合計,0..n,0..1,2305,CIIH_ Trade Settlement_ Monetary Summation,12,,Due Payable,Amount,,支払責務金額総合計＝Σ明細文書ヘッダ譲渡資産合計金額(税抜き)+明細文書ヘッダ消費税合計額＋明細文書ヘッダ課税対象外金額＋未決済合計金額ーΣ鑑ヘッダ調整金額ーΣ鑑ヘッダ調整税額（税率別）ー前払合計金額,,,CIIH_ Trade Settlement_ Monetary Summation. Due Payable. Amount,"A monetary value that is an amount due and payable for this CIIH trade settlement monetary summation, such as the amount due to the creditor.",Due Payable Amount,MonetarySummationDuePayableAmount,DuePayableAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/DuePayableAmount
v4,334,UN01008451,BBIE,A,4,鑑ヘッダ譲渡資産合計金額(税抜き),0..n,0..1,2311,CIIH_ Trade Settlement_ Monetary Summation,18,,Net_ Line Total,Amount,,鑑ヘッダ譲渡資産金額総合計金額（税抜き）＝∑明細文書ヘッダ譲渡資産合計金額（税抜き）,,,CIIH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the total of all line amounts, including line level allowances and charges and excluding line level taxes, being reported in this CIIH trade settlement monetary summation.",Net Line Total Amount,MonetarySummationNetLineTotalAmount,NetLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/NetLineTotalAmount
v4,335,UN01013091,BBIE,A,4,鑑ヘッダ譲渡資産合計金額(税込み),0..n,0..1,2314,CIIH_ Trade Settlement_ Monetary Summation,21,,Including Taxes_ Line Total,Amount,,"鑑ヘッダ譲渡資産金額総合計金額（税込み）
'＝∑明細文書ヘッダ譲渡資産合計金額（税込み）",,,CIIH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,"A monetary value of the line total, including taxes, being reported in this CIIH trade settlement monetary summation.",Including Taxes Line Total Amount,MonetarySummationTaxesLineTotalAmount,IncludingTaxesLineTotalAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/IncludingTaxesLineTotalAmount
v4,336,UN01005931,ASBIE,C,3,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",0..n,0..1,2273,CIIH_ Supply Chain_ Trade Settlement,16,,Specified,,CI_ Financial_ Adjustment,インボイス文書の鑑ヘッダ調整に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,Financial Adjustment,TransactionFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
