version,sequence,level,type,identifier,label_local,representation_term,multiplicity,code_list,attribute,definition_local,acronym,UNID,class_term,id,path,semantic_path,abbreviation_path,label,definition,name,element,xpath,
v4,119,5,A,,鑑ヘッダ譲渡資産合計金額(税抜き),Amount,0..1,,ISO4217通貨コード,∑明細文書ヘッダ譲渡資産合計金額(税抜き),BBIE,UN01008451,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_5,/JP00a/UN08a_UN15a_UN25a_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Net Line Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.NetLinTotl,Net Line Total Amount,"A monetary value of the total of all line amounts, including line level allowances and charges and excluding line level taxes, being reported in this CIIH trade settlement monetary summation.",Trade Settlement Monetary Summation Net Line Total Amount,NetLineTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/NetLineTotalAmount,2
v4,120,5,A,,鑑ヘッダ譲渡資産合計金額(税込み),Amount,0..1,,ISO4217通貨コード,∑明細文書ヘッダ譲渡資産合計金額（税込み）,BBIE,UN01013091,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_6,/JP00a/UN08a_UN15a_UN25a_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Including Taxes Line Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.IncldgTaxsLinTotl,Including Taxes Line Total Amount,"A monetary value of the line total, including taxes, being reported in this CIIH trade settlement monetary summation.",Trade Settlement Monetary Summation Including Taxes Line Total Amount,IncludingTaxesLineTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/IncludingTaxesLineTotalAmount,2
v4,121,5,A,,入金済金額（前回インボイス分）,Amount,0..1,,ISO4217通貨コード,前回インボイス文書総合計金額のうち、入金済合計金額,BBIE,UN01005950,Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25a_7,/JP00a/UN08a_UN15a_UN25a_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CIIH Trade Settlement Monetary Summation.Total Prepaid,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCihTradSettlmntMontrySummtn.TotlPrepd,Total Prepaid Amount,A monetary value of a prepaid total reported in this CIIH trade settlement monetary summation.,Trade Settlement Monetary Summation Total Prepaid Amount,TotalPrepaidAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation/TotalPrepaidAmount,2
v4.3,122,4,C,,インボイス文書決済／鑑ヘッダ調整グループ,,0..n, ,,インボイス文書の鑑ヘッダ調整に関するグループ,ABIE,UN01005487,Specified CI Financial Adjustment,UN26a,/JP00a/UN26a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt,Specified CI Financial Adjustment,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,Financial Adjustment,SpecifiedCIFinancialAdjustment,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment,2
v4.3,123,5,A,,鑑ヘッダ調整理由コード,Code,0..1,UNCL4465,,この鑑ヘッダの調整理由を示す識別コード=30の場合（入金）,BBIE,UN01005488,Specified CI Financial Adjustment,UN26a_1,/JP00a/UN26a/UN26a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.Resn,Reason Code,The code specifying a reason for this CI financial adjustment.,Financial Adjustment Reason Code,ReasonCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode,3
v4.3,124,5,A,,鑑ヘッダ調整理由,Text,0..1,,ISO639言語コード,この鑑ヘッダの調整理由を文字で表現した内容,BBIE,UN01005489,Specified CI Financial Adjustment,UN26a_2,/JP00a/UN26a/UN26a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Reason,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.Resn,Reason ,"A reason, expressed as text, for this CI financial adjustment.",Financial Adjustment Reason ,Reason,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason,3
v4.3,125,5,A,,鑑ヘッダ調整金額,Amount,0..1,,ISO4217通貨コード,"この鑑ヘッダの調整金額
＜鑑ヘッダ調整理由コード＝30の場合＞
'=入金",BBIE,UN01005490,Specified CI Financial Adjustment,UN26a_3,/JP00a/UN26a/UN26a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Actual,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.Actl,Actual Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Financial Adjustment Actual Amount,ActualAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount,3
v4,126,5,A,,鑑ヘッダ調整取引方向コード,Code,0..1,JECxxxx,,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",BBIE,UN01014649,Specified CI Financial Adjustment,UN26a_4,/JP00a/UN26a/UN26a_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Direction,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.Dirctn,Direction Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,Financial Adjustment Direction Code,DirectionCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/DirectionCode,3
v4,127,5,C,,鑑ヘッダ調整／調整税グループ,,0..n, ,,鑑ヘッダ調整の税率別税クラスに関するグループ,ABIE,UN01005832,Related CI Trade Tax,UN21b,/JP00a/UN26a/UN21b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax,Related CI Trade Tax,"A Cross Industry (CI) trade related fiscal tax, duty or levy.",Financial Adjustment Tax,RelatedCITradeTax,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax,3
v2,128,6,A,,課税分類税額,Amount,0..1,,ISO4217通貨コード,"課税分類毎に端数処理計算した税額。
算出した税額は切り上げ、切り捨て、四捨五入のいずれかで処理し、税額は整数とする
＜税抜きの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率
＜税込みの場合＞明細文書ヘッダ課税分類課税対象合計金額×税率／(１＋税率)",BBIE,UN01005833,Related CI Trade Tax,UN21b_1,/JP00a/UN26a/UN21b/UN21b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.Calcltd,Calculated Amount,"A monetary value resulting from the calculation of this CI trade related tax, levy or duty.",Financial Adjustment Tax Calculated Amount,CalculatedAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CalculatedAmount,4
v4,129,6,A,,課税分類コード,Code,1..1,UNCL5305,,消費税の課税分類コード,BBIE,UN01005841,Related CI Trade Tax,UN21b_2,/JP00a/UN26a/UN21b/UN21b_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Category,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.Catgry,Category Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Financial Adjustment Tax Category Code,CategoryCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CategoryCode,4
v2,130,6,A,,課税分類名,Text,0..1,,ISO639言語コード,"消費税の課税分類（標準税率、軽減税率、不課税、非課税、免税等）の名称
または軽減税率表示※など",BBIE,UN01005850,Related CI Trade Tax,UN21b_3,/JP00a/UN26a/UN21b/UN21b_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Category Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.CatgryNam,Category Name ,"A category name, expressed as text, of this CI trade related tax, levy or duty.",Financial Adjustment Tax Category Name ,CategoryName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CategoryName,4
v4,131,6,A,,表示税率,Percent,0..1, ,,表示税率（パーセント表示）,BBIE,UN01007174,Related CI Trade Tax,UN21b_4,/JP00a/UN26a/UN21b/UN21b_4,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Rate Applicable,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.RatApplcl,Rate Applicable Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Financial Adjustment Tax Rate Percent,RateApplicablePercent,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/RateApplicablePercent,4
v2/v3,132,6,A,,税計算方式,Code,0..1,JECxxxx,,"金額の税込み、税抜きを指定。
デフォルトは「税抜き」",BBIE,UN01013096,Related CI Trade Tax,UN21b_5,/JP00a/UN26a/UN21b/UN21b_5,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Calculation Method,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.CalcltnMethd,Calculation Method Code,"The code specifying the method by which this CI trade related tax, levy or duty is calculated, such as codes for ""tax calculated after line total summation"", ""tax calculated before line total summation"", ""tax back calculated based on grand total"".",Financial Adjustment Tax Calculation Method Code,CalculationMethodCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CalculationMethodCode,4
v4,133,6,A,,適用税制ID,Identifier,0..1,JECxxxx,,"取引の税制年度を識別するID
デフォルトは「2019」（2019年度税制）",BBIE,UN01014650,Related CI Trade Tax,UN21b_6,/JP00a/UN26a/UN21b/UN21b_6,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Local Tax System,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.LoclTaxSystem,Local Tax System ID,The identifier of the local tax system for this CI trade tax.,Financial Adjustment Tax Local Tax System ID,LocalTaxSystemID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/LocalTaxSystemID,4
v4.3,134,6,A,,計算税率,Rate,0..1, ,,計算税率,BBIE,UN01005836,Related CI Trade Tax,UN21b_7,/JP00a/UN26a/UN21b/UN21b_7,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Calculated,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.Calcltd,Calculated Rate,"The rate used to calculate the amount of this CI trade related tax, levy or duty.",Financial Adjustment Tax Calculated Rate,CalculatedRate,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/CalculatedRate,4
v2,135,6,A,,取引金額（税抜き）,Amount,0..1,,ISO4217通貨コード,"この税抜き取引金額（契約単価×配送数量）
契約単価×数量で指定できない場合は金額",BBIE,UN01005839,Related CI Trade Tax,UN21b_8,/JP00a/UN26a/UN21b/UN21b_8,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Basis,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.Bass,Basis Amount,"A monetary value used as the basis on which this CI trade related tax, levy or duty is calculated.",Financial Adjustment Tax Basis Amount,BasisAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/BasisAmount,4
v2,136,6,A,,取引金額(税込み),Amount,0..1,,ISO4217通貨コード,税額を含む取引金額（税込み）,BBIE,UN01013040,Related CI Trade Tax,UN21b_9,/JP00a/UN26a/UN21b/UN21b_9,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.GrandTotl,Grand Total Amount,The monetary value of the grand total of the basis plus tax for this CI trade tax.,Financial Adjustment Tax Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/GrandTotalAmount,4
v4.3,137,6,A,,調整税タイプコード,Code,0..1,UNCL5153,,税の種類を識別するコード=IND(源泉所得税 ),BBIE,UN01005834,Related CI Trade Tax,UN21b_10,/JP00a/UN26a/UN21b/UN21b_10,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Specified CI Financial Adjustment.Related CI Trade Tax.Type,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.SpecfdCiFinnclAdjstt.ReltdCiTradTax.Type,Type Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Financial Adjustment Tax Type Code,TypeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/RelatedCITradeTax/TypeCode,4
v4,138,4,C,,インボイス文書決済／未決済合計金額グループ,,0..1,     ,,未決済合計金額に関するグループ,ABIE,UN01005941,Outstanding Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25b,/JP00a/UN08a_UN15a_UN25b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Outstanding Specified CIIH Trade Settlement Monetary Summation,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.OtstngSpecfdCihTradSettlmntMontrySummtn,Outstanding Specified CIIH Trade Settlement Monetary Summation,A collection of trade settlement monetary totals specified for this Cross Industry Invoice Header (CIIH).,Outstanding Monetary Summation,OutstandingSpecifiedCIIHTradeSettlementMonetarySummation,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation,2
v4,139,5,A,,鑑ヘッダ消費税総合計額,Amount,0..1,,ISO4217通貨コード,明細文書ヘッダ税クラスで算出した税率別消費税額の合計額,BBIE,UN01005946,Outstanding Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25b_1,/JP00a/UN08a_UN15a_UN25b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Outstanding Specified CIIH Trade Settlement Monetary Summation.Tax Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.OtstngSpecfdCihTradSettlmntMontrySummtn.TaxTotl,Tax Total Amount,A monetary value of the total of all tax amounts being reported in this CIIH trade settlement monetary summation.,Outstanding Monetary Summation Tax Total Amount,TaxTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/TaxTotalAmount,2
v4,140,5,A,,前回インボイス総合計金額（税込み）,Amount,0..1,,ISO4217通貨コード,前回インボイス文書の総合計金額（税込み）,BBIE,UN01005948,Outstanding Specified CIIH Trade Settlement Monetary Summation,UN08a_UN15a_UN25b_2,/JP00a/UN08a_UN15a_UN25b_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Settlement.Outstanding Specified CIIH Trade Settlement Monetary Summation.Grand Total,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradSettlmnt.OtstngSpecfdCihTradSettlmntMontrySummtn.GrandTotl,Grand Total Amount,"A monetary value of the grand total of this CIIH trade settlement monetary summation, including taxes and allowances and charges.",Outstanding Monetary Summation Grand Total Amount,GrandTotalAmount,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation/GrandTotalAmount,2
