version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v1,609,2340,1,Class,CIILB_ Supply Chain_ Trade Settlement,0,,,,,,,,,明細行決裁クラス,明細行の決済入に関する情報からなるクラス,UN01009664,ABIE,CIILB_ Supply Chain_ Trade Settlement. Details,The Cross Industry Invoice Line Breakdown (CIILB) information that enables the financial reconciliation of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,CIILB Trade Settlement,SubordinateDocumentDetails,CIILBSupplyChainTradeSettlement,
v４,610,2341,2,Attribute,CIILB_ Supply Chain_ Trade Settlement,1,,Direction,0..1,0..1,Code,JECxxxx,,,明細行取引方向コード,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",UN01014641,BBIE,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,SubordinateDocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode
v1,611,2342,2,Composition,CIILB_ Supply Chain_ Trade Settlement,1,,Applicable,0..1,1..1,,,,CI_ Trade_ Tax,明細行決済／明細行税グループ,明細行決済の税に関するグループ,UN01009665,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,SubordinateDocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax
v4,620,2343,2,Composition,CIILB_ Supply Chain_ Trade Settlement,2,,Invoice_ Referenced,0..1,0..n,,,,CI_ Referenced_ Document,明細行決済／参照インボイス対象物グループ,明細行が参照するインボイス対象物に関するグループ,UN01014642,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The invoice document referenced for this CIILB supply chain trade settlement.,Invoice Document,SubordinateDocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4.3,638,2344,2,Composition,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,0..n,0..n,,,,CI_ Financial_ Adjustment,明細行決済／調整グループ,明細行決済の調整に関するグループ,UN01014643,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,SubordinateDocumentFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.1,662,2345,2,Composition,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,0..n,0..n,,,,CI_ Trade_ Allowance Charge,明細行決裁／追加請求グループ,明細行決裁／追加請求グループ,UN01014644,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,SubordinateDocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4,674,2346,2,Composition,CIILB_ Supply Chain_ Trade Settlement,5,,Billing,0..1,1..1,,,,CI_ Specified_ Period,明細行／取引期間グループ,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",UN01014894,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The billing period specified for this CIILB supply chain trade settlement.,Billing Period,SubordinateDocumentBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod
,,2347,,Composition,CIILB_ Supply Chain_ Trade Settlement,6,,Purchase_ Specified,0..n,0..0,,,,CI_ Trade_ Accounting Account,,,UN01015534,ASBIE,CIILB_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,A purchase accounting account specified for this CIILB supply chain trade settlement.,Purchase Accounting Account,,PurchaseSpecifiedAccountingAccount,
v4,368,2348,1,Class,CIIL_ Document Line_ Document,0,,,,,,,,,明細文書クラス,明細文書のクラス,UN01005953,ABIE,CIIL_ Document Line_ Document. Details,A document line for this Cross Industry Invoice Line (CIIL).,CIIL Document Line,TransactionItemDocumentLineDocumentDetails,CIILDocumentLineDocument,
v4,369,2349,2,Attribute,CIIL_ Document Line_ Document,1,PK,Line,0..1,1..1,Identifier,,,,明細文書ID,明細文書を識別するID。デフォルト=1。プロバイダがセットする,UN01005954,BBIE,CIIL_ Document Line_ Document. Line. Identifier,The unique identifier of the line of this CIIL document line.,ID,ItemAssociatedDocumentLineDocumentLineID,LineID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/LineID
,,2350,,Attribute,CIIL_ Document Line_ Document,2,,Line Status,0..1,0..0,Line Status_ Code,UNCL1229,,,,,UN01005955,BBIE,CIIL_ Document Line_ Document. Line Status. Code,The code specifying the status of this CIIL document line.,Status Code,,LineStatusCode,
,,2351,,Attribute,CIIL_ Document Line_ Document,3,,Line Status Reason,0..1,0..0,Code,,,,,,UN01005956,BBIE,CIIL_ Document Line_ Document. Line Status Reason. Code,The code specifying the line status reason for this CIIL document line.,Status Reason Code,,LineStatusReasonCode,
,,2352,,Attribute,CIIL_ Document Line_ Document,4,,Parent_ Line,0..1,0..0,Identifier,UNCL1156,,,,,UN01009058,BBIE,CIIL_ Document Line_ Document. Parent_ Line. Identifier,The identifier of the parent line of this CIIL document line.,Parent Line ID,,ParentLineID,
v4,370,2353,2,Attribute,CIIL_ Document Line_ Document,5,,Category,0..1,0..1,Code,JECxxxx,,,明細文書類型コード,この明細文書の取引類型（資産譲渡、補完、返金・追加請求等）を識別するコード。,UN01014645,BBIE,CIIL_ Document Line_ Document. Category. Code,The code specifying the category of this CIIL document line.,Category Code,ItemAssociatedDocumentLineDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/CategoryCode
,,2354,,Attribute,CIIL_ Document Line_ Document,6,,Response Reason,0..1,0..0,Code,,,,,,UN01014646,BBIE,CIIL_ Document Line_ Document. Response Reason. Code,The code specifying the response reason of this CIIL document line.,Response Reason Code,,ResponseReasonCode,
,,2355,,Attribute,CIIL_ Document Line_ Document,7,,Requested_ Response Type,0..1,0..0,Code,UNCL4343,,,,,UN01015600,BBIE,CIIL_ Document Line_ Document. Requested_ Response Type. Code,The code specifying the type of response requested for this CIIL document line.,Requested Response Type Code,,RequestedResponseTypeCode,
v4,371,2356,2,Composition,CIIL_ Document Line_ Document,1,,Included,0..n,0..n,,,,CI_ Note,明細文書／注釈グループ,明細文書に関する注釈のグループ,UN01005957,ASBIE,CIIL_ Document Line_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIIL document line.,Note,ItemAssociatedDocumentLineDocumentNote,IncludedCINote,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/IncludedCINote
v4,376,2357,2,Composition,CIIL_ Document Line_ Document,2,,Reference,0..n,0..1,,,,CI_ Referenced_ Document,明細文書／組込み文書グループ,この明細文書の組込み文書に関するグループ。,UN01014895,ASBIE,CIIL_ Document Line_ Document. Reference. CI_ Referenced_ Document,A document referenced from this CIIL document line.,Reference Document,ItemAssociatedDocumentLineDocumentReferenceDocument,ReferenceCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/AssociatedCIILDocumentLineDocument/ReferenceCIReferencedDocument
v4,384,2358,1,Class,CIIL_ Supply Chain_ Trade Agreement,0,,,,,,,,,明細文書ヘッダ契約クラス,明細文書ヘッダの契約に関する情報からなるクラス。,UN01005958,ABIE,CIIL_ Supply Chain_ Trade Agreement. Details,The contractual terms applicable to a line item in a Cross Industry Invoice Line (CIIL) supply chain trade agreement.,CIIL Trade Agreement,TransactionDocumentDetails,CIILSupplyChainTradeAgreement,
,,2359,,Attribute,CIIL_ Supply Chain_ Trade Agreement,1,,Buyer_ Reference,0..1,0..0,Text,,,,,,UN01008555,BBIE,CIIL_ Supply Chain_ Trade Agreement. Buyer_ Reference. Text,"The buyer reference, expressed as text, for this CIIL supply chain trade agreement.",Buyer Reference Text,,BuyerReferenceText,
,,2360,,Composition,CIIL_ Supply Chain_ Trade Agreement,1,,Applicable,0..1,0..0,,,,CI_ Trade_ Delivery Terms,,,UN01005959,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Delivery Terms,The Cross Industry (CI) terms of delivery applicable to a line item in this CIIL supply chain trade agreement.,Delivery Terms,,ApplicableDeliveryTerms,
v4,385,2361,2,Composition,CIIL_ Supply Chain_ Trade Agreement,2,,Seller Order_ Referenced,0..1,0..1,,,,CI_ Referenced_ Document,明細文書ヘッダ契約／参照受注書グループ,明細文書ヘッダが参照する受注書に関するグループ。,UN01005960,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) seller order document referenced from a line item in this CIIL supply chain trade agreement.,Seller Order Document,DocumentSellerOrderReferencedReferencedDocument,SellerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/SellerOrderReferencedCIReferencedDocument
v4,391,2362,2,Composition,CIIL_ Supply Chain_ Trade Agreement,3,,Buyer Order_ Referenced,0..1,0..1,,,,CI_ Referenced_ Document,明細文書ヘッダ契約／参照注文書グループ,明細文書ヘッダが参照する注文書に関するグループ。,UN01005961,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) buyer order document referenced from a line item in this CIIL supply chain trade agreement.,Buyer Order Document,DocumentBuyerOrderReferencedReferencedDocument,BuyerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument
,,2363,,Composition,CIIL_ Supply Chain_ Trade Agreement,4,,Quotation_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005962,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Quotation_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) quotation document referenced from a line item in this CIIL supply chain trade agreement.,Quotation Document,,QuotationReferencedDocument,
v4,397,2364,2,Composition,CIIL_ Supply Chain_ Trade Agreement,5,,Contract_ Referenced,0..1,0..1,,,,CI_ Referenced_ Document,明細文書ヘッダ契約／参照契約書グループ,明細文書ヘッダが参照する契約書に関するグループ。,UN01005963,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) contract document referenced from a line item in this CIIL supply chain trade agreement.,Contract Document,DocumentContractReferencedReferencedDocument,ContractReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SpecifiedCIILSupplyChainTradeAgreement/ContractReferencedCIReferencedDocument
,,2365,,Composition,CIIL_ Supply Chain_ Trade Agreement,6,,Demand Forecast_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005964,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Demand Forecast_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) demand forecast document referenced from a line item this CIIL supply chain trade agreement.,Demand Forecast Document,,DemandForecastReferencedDocument,
,,2366,,Composition,CIIL_ Supply Chain_ Trade Agreement,7,,Additional_ Referenced,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01005965,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from a line item in this CIIL supply chain trade agreement.,Additional Document,,AdditionalReferencedDocument,
,,2367,,Composition,CIIL_ Supply Chain_ Trade Agreement,8,,Gross Price_ Product,0..1,0..0,,,,CI_ Trade_ Price,,,UN01005966,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Gross Price_ Product. CI_ Trade_ Price,The Cross Industry (CI) gross product price in this CIIL supply chain trade agreement.,Product Gross Price,,GrossPriceProductPrice,
,,2368,,Composition,CIIL_ Supply Chain_ Trade Agreement,9,,Net Price_ Product,0..1,0..0,,,,CI_ Trade_ Price,,,UN01005967,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,The Cross Industry (CI) net product price in this CIIL supply chain trade agreement.,Product Net Price,,NetPriceProductPrice,
,,2369,,Composition,CIIL_ Supply Chain_ Trade Agreement,10,,Buyer_ Requisitioner,0..n,0..0,,,,CI_ Trade_ Party,,,UN01006059,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Buyer_ Requisitioner. CI_ Trade_ Party,A Cross Industry (CI) trade party who is a buyer requisitioner in this CIIL supply chain trade agreement.,Buyer Requisitioner,,BuyerRequisitionerParty,
,,2370,,Composition,CIIL_ Supply Chain_ Trade Agreement,11,,Requisitioner_ Referenced,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01006062,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Requisitioner_ Referenced. CI_ Referenced_ Document,A requisitioner Cross Industry (CI) document referenced in this CIIL supply chain trade agreement.,Requisitioner Document,,RequisitionerReferencedDocument,
,,2371,,Composition,CIIL_ Supply Chain_ Trade Agreement,12,,Promotional Deal_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01008556,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Promotional Deal_ Referenced. CI_ Referenced_ Document,The promotional deal document referenced in this CIIL supply chain trade agreement.,Promotional Deal Document,,PromotionalDealReferencedDocument,
,,2372,,Composition,CIIL_ Supply Chain_ Trade Agreement,13,,Item_ Seller,0..1,0..0,,,,CI_ Trade_ Party,,,UN01009666,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Item_ Seller. CI_ Trade_ Party,The item seller party for this CIIL supply chain trade agreement.,Item Seller,,ItemSellerParty,
,,2373,,Composition,CIIL_ Supply Chain_ Trade Agreement,14,,Item_ Buyer,0..1,0..0,,,,CI_ Trade_ Party,,,UN01009667,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Item_ Buyer. CI_ Trade_ Party,The item buyer party for this CIIL supply chain trade agreement.,Item Buyer,,ItemBuyerParty,
,,2374,,Composition,CIIL_ Supply Chain_ Trade Agreement,15,,Included,0..1,0..0,,,,Specified_ Marketplace,,,UN01009668,ASBIE,CIIL_ Supply Chain_ Trade Agreement. Included. Specified_ Marketplace,The marketplace included in this CIIL supply chain trade agreement.,Specified Marketplace,,IncludedMarketplace,
v1,404,2375,1,Class,CIIL_ Supply Chain_ Trade Delivery,0,,,,,,,,,明細文書ヘッダ配送クラス,明細文書ヘッダの配送に関する情報からなるクラス。,UN01005968,ABIE,CIIL_ Supply Chain_ Trade Delivery. Details,Supply chain shipping arrangements applicable to a line item for a Cross Industry Invoice Line (CIIL) supply chain trade delivery.,CIIL Trade Delivery,TransactionDocumentDeliveryDetails,CIILSupplyChainTradeDelivery,
