version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4,259.0,4096,2,Attribute,(Applicable/Payer/Defined/Fax) CI_ Universal_ Communication,3,0..1,0..1,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,支払人FAX番号,支払人連絡先FAX番号,支払人のFAX番号,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,CompleteNumber,CompleteNumber,＊,＊,,,,,
v4,255.0,4093,1,Class,(Applicable/Payer/Defined/Telephone) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,電話通信クラス,支払人連絡先電話通信クラス,通信（電話）に関する情報からなるクラス。,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v4,256.0,4096,2,Attribute,(Applicable/Payer/Defined/Telephone) CI_ Universal_ Communication,3,0..1,0..1,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,支払人電話番号,支払人連絡先電話番号,支払人の電話番号。,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,CompleteNumber,CompleteNumber,＊,＊,,,,,
v4.1,271.0,4093,1,Class,(Applicable/Payer/URI) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,国際アドレス（汎用通信情報）クラス,支払人国際アドレスクラス,国際アドレスクラス,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v4.3,272.0,4094,2,Attribute,(Applicable/Payer/URI) CI_ Universal_ Communication,1,0..1,0..1,,URI,Identifier,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:IDType,,,,支払人国際アドレス（汎用通信情報）,支払人国際アドレス番号,国際アドレス登録機関が付与する支払人国際アドレス番号,URI,インボイスのユニバーサルコミュニケーションの、Web アドレスや E メールアドレスなどの統一リソース識別子 (URI)。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,URIID,URIID,＊,＊,,,,,
v1,88.0,4093,1,Class,(Applicable/Seller/Defined/Email_ URI) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,電子メール通信クラス,受注者連絡先電子メール通信クラス,通信（Email）に関する情報からなるクラス。,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v1,89.0,4094,2,Attribute,(Applicable/Seller/Defined/Email_ URI) CI_ Universal_ Communication,1,0..1,0..1,,URI,Identifier,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:IDType,,,,受注者メールアドレス,受注者メールアドレス,受注者の電子メールアドレス。,URI,インボイスのユニバーサルコミュニケーションの、Web アドレスや E メールアドレスなどの統一リソース識別子 (URI)。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,URIID,URIID,＊,＊,＊,＊,IBT-043,Seller contact email address,0..1
v1,85.0,4093,1,Class,(Applicable/Seller/Defined/Fax) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,FAX通信クラス,受注者連絡先FAX通信クラス,通信（FAX）に関する情報からなるクラス。,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v1,86.0,4096,2,Attribute,(Applicable/Seller/Defined/Fax) CI_ Universal_ Communication,3,0..1,0..1,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,受注者FAX番号,受注者FAX番号,受注者のFAX番号,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,CompleteNumber,CompleteNumber,＊,＊,＊,＊,,,
v1,82.0,4093,1,Class,(Applicable/Seller/Defined/Telephone) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,電話通信クラス,受注者連絡先電話通信クラス,通信（電話）に関する情報からなるクラス。,CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v1,83.0,4096,2,Attribute,(Applicable/Seller/Defined/Telephone) CI_ Universal_ Communication,3,0..1,0..1,,Complete Number,Text,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:TextType,,,,受注者電話番号,受注者電話番号,受注者の電話番号。,完全な番号,インボイスのユニバーサルコミュニケーションの完全な番号を構成する文字列。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,CompleteNumber,CompleteNumber,＊,＊,＊,＊,IBT-042,Seller contact telephone number,0..1
v4.1,98.0,4093,1,Class,(Applicable/Seller/URI) CI_ Universal_ Communication,,,,,,,,ram:CIUniversalCommunicationType,,,,国際アドレス（汎用通信情報）クラス,受注者汎用通信エンドポイントURIクラス,"取引当事者の通信手段に関する詳細構造を定義します。
EDIメッセージの宛先情報、Peppol のアクセスポイント識別子などを格納できるクラスで、通信チャネル（Webサービス、API、メール、ネットワークアドレス等）を一元的に表現します。",CIコミュニケーション,インボイス目的のためのメッセージまたは情報の交換。,UN01005857,ABIE,CI_ Universal_ Communication. Details,The exchange of messages or information for Cross Industry (CI) purposes.,CI Communication,,,,,,,,,
v4.3,99.0,4094,2,Attribute,(Applicable/Seller/URI) CI_ Universal_ Communication,1,0..1,0..1,,URI,Identifier,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,udt:IDType,,,,国際アドレスID（通信アドレス識別子）,受注者汎用通信エンドポイントURI番号,"国際的なアドレス登録機関が発行する電子アドレス識別番号を格納する要素。
具体例として、Peppol のエンドポイントID（例：0088:1234567890123）や、GS1 GLN、DUNS等を格納できます。
URI 形式（URL, URN, mailto など）で表記され、企業や組織の電子通信宛先を識別します。
EDIやPeppol通信の際に、どの組織宛てにデータを送るかを特定する重要な識別子です。",URI,インボイスのユニバーサルコミュニケーションの、Web アドレスや E メールアドレスなどの統一リソース識別子 (URI)。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,URIID,URIID,●,●,●,●,IBT-034,Seller electronic address,
v1,109.0,3863,1,Class,(Applicable/Buyer/Defined) CI_ Trade_ Contact,,,,,,,,ram:CITradeContactType,,,,発注者連絡先クラス,発注者連絡先クラス,連絡先に関する情報からなるクラス。,CI取引連絡先,取引関係において、他の個人または部門との連絡窓口として機能する個人または部門。,UN01005718,ABIE,CI_ Trade_ Contact. Details,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,CI Trade Contact,,,,,,,,,
v1,110.0,3864,2,Attribute,(Applicable/Buyer/Defined) CI_ Trade_ Contact,1,0..1,0..1,PK,Identification,Identifier,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",udt:IDType,,,,発注者部門ID,発注者部門ID,発注者の発注部門を表すID。,ID,インボイスの取引連絡窓口の固有識別子。,UN01005719,BBIE,CI_ Trade_ Contact. Identification. Identifier,The unique identifier for this CI trade contact.,ID,ID,ID,＊,＊,＊,,,,
v1,111.0,3865,2,Attribute,(Applicable/Buyer/Defined) CI_ Trade_ Contact,2,0..1,0..1,,Person Name,Text,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",udt:TextType,,,,発注者担当名,発注者担当名,発注者の発注担当者の名称,人名,インボイスの取引連絡担当者の名前（テキスト表記）。,UN01005720,BBIE,CI_ Trade_ Contact. Person Name. Text,"The name, expressed as text, of this CI trade contact person.",Person Name,PersonName,PersonName,＊,＊,＊,＊,IBT-056,Buyer contact point,0..1
v1,112.0,3866,2,Attribute,(Applicable/Buyer/Defined) CI_ Trade_ Contact,3,0..1,0..1,,Department Name,Text,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",udt:TextType,,,,発注者部門名,発注者部門名,発注者の発注部門の名称。,部署名,インボイスの取引連絡窓口である部署の名称（テキスト表記）。,UN01005721,BBIE,CI_ Trade_ Contact. Department Name. Text,"The name, expressed as text, of the department which is this CI trade contact.",Department Name,DepartmentName,DepartmentName,＊,＊,＊,＊,IBT-056,Buyer contact point,0..1
v4,113.0,3870,2,Attribute,(Applicable/Buyer/Defined) CI_ Trade_ Contact,7,0..n,0..1,,Person_ Identification,Identifier,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",udt:IDType,,,,発注者担当ID,発注者担当ID,発注者個人を表すID,人物ID,インボイスの取引連絡担当者に対する固有識別子。,UN01005725,BBIE,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,PersonID,PersonID,＊,＊,＊,,,,
v1,114.0,3872,2,Composition,(Applicable/Buyer/Defined) CI_ Trade_ Contact,1,0..1,0..1,,,,,ram:CIUniversalCommunicationType,(Applicable/Buyer/Defined/Telephone) CI_ Universal_ Communication,,,連絡先／電話情報グループ,発注者連絡先電話通信,連絡先の電話に関するグループ。,電話,インボイスの取引連絡先の電話通信情報。,UN01005726,ASBIE,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,TelephoneCIUniversalCommunication,TelephoneCIUniversalCommunication,＊,＊,＊,＊,,,
