version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4,219,3870,5,A,支払先担当ID,0..n,0..1,CI_ Trade_ Contact,7,,Person_ Identification,Identifier,,,,支払先個人を表すID,UN01005725,BBIE,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,PayeeContactPersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/PersonID
v4,220,3872,5,C,連絡先／電話情報グループ,0..1,0..1,CI_ Trade_ Contact,1,,Telephone,,,,CI_ Universal_ Communication,連絡先の電話に関するグループ。,UN01005726,ASBIE,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,PayeeContactTelephone,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v4,222,4096,6,A,支払先電話番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,支払先の電話番号。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayeeContactTelephoneCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
v4,223,3875,5,C,連絡先／FAX情報グループ,0..1,0..1,CI_ Trade_ Contact,4,,Fax,,,,CI_ Universal_ Communication,連絡先のFAXに関するグループ。,UN01005729,ASBIE,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,The fax communication information for this CI trade contact.,Fax,PayeeContactFax,FaxCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication
v4,225,4096,6,A,支払先FAX番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,支払先のFAX番号,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayeeContactFaxCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber
v4,226,3876,5,C,連絡先／電子メール情報グループ,0..1,0..1,CI_ Trade_ Contact,5,,Email_ URI,,,,CI_ Universal_ Communication,連絡先の電子メールに関するグループ。,UN01005730,ASBIE,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,The email URI communication information for this CI trade contact.,Email Address,PayeeContactEmailURI,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
v4,228,4094,6,A,支払先メールアドレス,0..1,0..1,CI_ Universal_ Communication,1,,URI,Identifier,,,,支払先の電子メールアドレス。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,PayeeContactEmailURIURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication/URIID
v4,229,3920,4,C,支払先／住所グループ,0..1,0..1,CI_ Trade_ Party,3,,Postal,,,,CI_ Trade_ Address,支払先の住所に関するグループ。,UN01005762,ASBIE,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,PayeePostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress
v4,231,3828,5,A,支払先郵便番号,0..1,0..1,CI_ Trade_ Address,2,,Postcode,Code,,,,支払先の郵便番号。,UN01005689,BBIE,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,PayeePostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress/PostcodeCode
v4,232,3831,5,A,支払先住所1,0..1,0..1,CI_ Trade_ Address,5,,Line One,Text,,,,支払先の住所1行目。,UN01005692,BBIE,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,PayeePostalAddressLineOneText,LineOne,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress/LineOne
v4,233,3832,5,A,支払先住所2,0..1,0..1,CI_ Trade_ Address,6,,Line Two,Text,,,,支払先の住所2行目。,UN01005693,BBIE,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,PayeePostalAddressLineTwoText,LineTwo,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress/LineTwo
v4,234,3833,5,A,支払先住所3,0..1,0..1,CI_ Trade_ Address,7,,Line Three,Text,,,,支払先の住所3行目。,UN01005694,BBIE,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,PayeePostalAddressLineThreeText,LineThree,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress/LineThree
v4,235,3839,5,A,支払先国ID,0..1,1..1,CI_ Trade_ Address,13,PK,Country,Identifier,ISO3166-1:Alpha2,,,支払先の国ID。デフォルトは「JP」,UN01005700,BBIE,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,PayeePostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/PostalCITradeAddress/CountryID
v4.1,236,3923,4,C,支払先／国際アドレスグループ,0..1,0..1,CI_ Trade_ Party,6,,End Point_ URI,,,,CI_ Universal_ Communication,支払先の国際アドレスグループ,UN01005765,ASBIE,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,The communication address of the end point URI for this CI trade party.,End Point URI,PayeeEndPointURI,EndPointURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/EndPointURICIUniversalCommunication
v4.1,238,4095,5,A,国際アドレス登録機関コード,0..1,0..1,CI_ Universal_ Communication,2,,Channel,Code,ISO6523,,,ISOがコード表6523に登録した国際アドレス登録機関のコード,UN01005859,BBIE,CI_ Universal_ Communication. Channel. Code,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",Channel Code,PayeeEndPointURIChannelCode,ChannelCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/EndPointURICIUniversalCommunication/ChannelCode
v4.1,239,4096,5,A,支払先国際アドレス,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,国際アドレス登録機関が付与する国際アドレス番号,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayeeEndPointURICompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty/EndPointURICIUniversalCommunication/CompleteNumber
v4,240,2261,3,C,インボイス文書決済／支払人グループ,0..1,0..1,CIIH_ Supply Chain_ Trade Settlement,4,,Payer,,,,CI_ Trade_ Party,支払人にかかわる情報,UN01005919,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,Payer,TransactionPayer,PayerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty
v4,242,3910,4,A,支払人ID,0..n,0..1,CI_ Trade_ Party,1,,Identification,Identifier,,,,支払人のID。,UN01005757,BBIE,CI_ Trade_ Party. Identification. Identifier,A unique identifier of this CI trade party.,ID,PayerID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/ID
v4,243,3911,4,A,支払人国際企業ID,0..n,0..1,CI_ Trade_ Party,2,,Global_ Identification,Identifier,ISO6523,,,支払人の国際企業ID。,UN01005758,BBIE,CI_ Trade_ Party. Global_ Identification. Identifier,A globally unique identifier of this CI trade party.,Global ID,PayerGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/GlobalID
v4,244,3912,4,A,支払人名称,0..1,0..1,CI_ Trade_ Party,3,,Name,Text,,,,支払人の企業等を表す名称。,UN01005759,BBIE,CI_ Trade_ Party. Name. Text,"The name, expressed as text, for this CI trade party.",Name,PayerName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/Name
v4,245,3919,4,C,支払人／連絡先グループ,0..n,0..1,CI_ Trade_ Party,2,,Defined,,,,CI_ Trade_ Contact,支払人の連絡先に関する情報,UN01005761,ASBIE,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,A trade contact defined for this CI trade party.,Defined Contact,PayerContact,DefinedCITradeContact,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact
v4,247,3864,5,A,支払人部門ID,0..1,0..1,CI_ Trade_ Contact,1,,Identification,Identifier,,,,支払人の支払人部門を表すID。,UN01005719,BBIE,CI_ Trade_ Contact. Identification. Identifier,The unique identifier for this CI trade contact.,ID,PayerContactID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/ID
v4,248,3865,5,A,支払人担当名,0..1,0..1,CI_ Trade_ Contact,2,,Person Name,Text,,,,支払人個人の、文字で表現された名前。,UN01005720,BBIE,CI_ Trade_ Contact. Person Name. Text,"The name, expressed as text, of this CI trade contact person.",Person Name,PayerContactPersonName,PersonName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/PersonName
v4,249,3866,5,A,支払人部門名,0..1,0..1,CI_ Trade_ Contact,3,,Department Name,Text,,,,支払人の請求部門の名称。,UN01005721,BBIE,CI_ Trade_ Contact. Department Name. Text,"The name, expressed as text, of the department which is this CI trade contact.",Department Name,PayerContactDepartmentName,DepartmentName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/DepartmentName
v4,250,3870,5,A,支払人担当ID,0..n,0..1,CI_ Trade_ Contact,7,,Person_ Identification,Identifier,,,,支払人個人を表すID,UN01005725,BBIE,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,PayerContactPersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/PersonID
v4,251,3872,5,C,連絡先／電話情報グループ,0..1,0..1,CI_ Trade_ Contact,1,,Telephone,,,,CI_ Universal_ Communication,連絡先の電話に関するグループ。,UN01005726,ASBIE,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,PayerContactTelephone,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v4,253,4096,6,A,支払人電話番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,支払人の電話番号。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayerContactTelephoneCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
v4,254,3875,5,C,連絡先／FAX情報グループ,0..1,0..1,CI_ Trade_ Contact,4,,Fax,,,,CI_ Universal_ Communication,連絡先のFAXに関するグループ。,UN01005729,ASBIE,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,The fax communication information for this CI trade contact.,Fax,PayerContactFax,FaxCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication
v4,256,4096,6,A,支払人FAX番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,支払人のFAX番号,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,PayerContactFaxCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber
v4,257,3876,5,C,連絡先／電子メール情報グループ,0..1,0..1,CI_ Trade_ Contact,5,,Email_ URI,,,,CI_ Universal_ Communication,連絡先の電子メールに関するグループ。,UN01005730,ASBIE,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,The email URI communication information for this CI trade contact.,Email Address,PayerContactEmailURI,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
v4,259,4094,6,A,支払人メールアドレス,0..1,0..1,CI_ Universal_ Communication,1,,URI,Identifier,,,,支払人の電子メールアドレス。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,PayerContactEmailURIURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication/URIID
v4,260,3920,4,C,支払人／住所グループ,0..1,0..1,CI_ Trade_ Party,3,,Postal,,,,CI_ Trade_ Address,支払人の住所に関するグループ。,UN01005762,ASBIE,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,PayerPostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress
v4,262,3828,5,A,支払人郵便番号,0..1,0..1,CI_ Trade_ Address,2,,Postcode,Code,,,,支払人の郵便番号。,UN01005689,BBIE,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,PayerPostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress/PostcodeCode
v4,263,3831,5,A,支払人住所1,0..1,0..1,CI_ Trade_ Address,5,,Line One,Text,,,,支払人の住所1行目。,UN01005692,BBIE,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,PayerPostalAddressLineOneText,LineOne,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress/LineOne
v4,264,3832,5,A,支払人住所2,0..1,0..1,CI_ Trade_ Address,6,,Line Two,Text,,,,支払人の住所2行目。,UN01005693,BBIE,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,PayerPostalAddressLineTwoText,LineTwo,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress/LineTwo
v4,265,3833,5,A,支払人住所3,0..1,0..1,CI_ Trade_ Address,7,,Line Three,Text,,,,支払人の住所3行目。,UN01005694,BBIE,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,PayerPostalAddressLineThreeText,LineThree,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress/LineThree
v4,266,3839,5,A,支払人国ID,0..1,1..1,CI_ Trade_ Address,13,PK,Country,Identifier,ISO3166-1:Alpha2,,,支払人の国ID。デフォルトは「JP」,UN01005700,BBIE,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,PayerPostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty/PostalCITradeAddress/CountryID
