Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01008572,BBIE,CIQL_ Supply Chain_ Trade Agreement. Buyer_ Reference. Text,Supply Chain,Trade Agreement,0..n,Reference,Text,udt:TextType,,,BuyerReference,"A buyer reference, expressed as text, for this CIQL supply chain trade agreement."
1.0,UN01008573,BBIE,CIQL_ Supply Chain_ Trade Agreement. Reference. Text,Supply Chain,Trade Agreement,0..n,Reference,Text,udt:TextType,,,Reference,"A reference, expressed as text, for this CIQL supply chain trade agreement."
1.0,UN01008574,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Product End User. CI_ Trade_ Party,Supply Chain,Trade Agreement,0..1,Product End User,,ram:CITradePartyType,Trade,Party,ProductEndUserCITradeParty,The party acting as the end user for the products in this CIQL supply chain trade agreement.
1.0,UN01008575,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Delivery Terms,Supply Chain,Trade Agreement,0..1,Applicable,,ram:CITradeDeliveryTermsType,Trade,Delivery Terms,ApplicableCITradeDeliveryTerms,The terms of delivery applicable to this CIQL supply chain trade agreement.
1.0,UN01008576,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..n,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,AdditionalReferencedCIReferencedDocument,An additional document referenced in this CIQL supply chain trade agreement.
1.0,UN01008577,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..n,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,ContractReferencedCIReferencedDocument,A contract document referenced in this CIQL supply chain trade agreement.
1.0,UN01008578,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..1,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,PriceListReferencedCIReferencedDocument,The price list document referenced in this CIQL supply chain trade agreement.
1.0,UN01008579,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Quotation Proposal_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..1,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,QuotationProposalReferencedCIReferencedDocument,The quotation proposal document referenced in this CIQL supply chain trade agreement.
1.0,UN01008580,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Quotation Proposal Response_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..1,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,QuotationProposalResponseReferencedCIReferencedDocument,The quotation proposal response document referenced in this CIQL supply chain trade agreement.
1.0,UN01008581,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Request For Quotation_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..1,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,RequestForQuotationReferencedCIReferencedDocument,The request for quotation document referenced in this CIQL supply chain trade agreement.
1.0,UN01008582,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Request For Quotation Response_ Referenced. CI_ Referenced_ Document,Supply Chain,Trade Agreement,0..1,Referenced,,ram:CIReferencedDocumentType,Referenced,Document,RequestForQuotationResponseReferencedCIReferencedDocument,The request for quotation response document referenced in this CIQL supply chain trade agreement.
1.0,UN01008583,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Gross Price_ Product. CI_ Trade_ Price,Supply Chain,Trade Agreement,0..n,Product,,ram:CITradePriceType,Trade,Price,GrossPriceProductCITradePrice,A gross product price in this CIQL supply chain trade agreement.
1.0,UN01008584,ASBIE,CIQL_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,Supply Chain,Trade Agreement,0..n,Product,,ram:CITradePriceType,Trade,Price,NetPriceProductCITradePrice,A net product price in this CIQL supply chain trade agreement.
1.0,UN01008623,BBIE,CIQL_ Supply Chain_ Trade Delivery. Partial Delivery Allowed. Indicator,Supply Chain,Trade Delivery,0..1,Partial Delivery Allowed,Indicator,udt:IndicatorType,,,PartialDeliveryAllowedIndicator,The indication of whether or not this CIQL supply chain trade delivery can be a partial delivery.
1.0,UN01008624,BBIE,CIQL_ Supply Chain_ Trade Delivery. Agreed. Quantity,Supply Chain,Trade Delivery,0..1,Agreed,Quantity,udt:QuantityType,,,AgreedQuantity,The quantity agreed for this CIQL supply chain trade delivery.
1.0,UN01008625,BBIE,CIQL_ Supply Chain_ Trade Delivery. Requested. Quantity,Supply Chain,Trade Delivery,0..1,Requested,Quantity,udt:QuantityType,,,RequestedQuantity,The quantity requested for this CIQL supply chain trade delivery.
1.0,UN01011481,BBIE,CIQL_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,Supply Chain,Trade Delivery,0..1,Unit,Quantity,udt:QuantityType,,,PerPackageUnitQuantity,The number of units per package in this CIQL supply chain trade delivery.
1.0,UN01015501,BBIE,CIQL_ Supply Chain_ Trade Delivery. Package. Quantity,Supply Chain,Trade Delivery,0..1,Package,Quantity,udt:QuantityType,,,PackageQuantity,The number of packages in this CIQL supply chain trade delivery.
1.0,UN01015502,BBIE,CIQL_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,Supply Chain,Trade Delivery,0..1,Unit,Quantity,udt:QuantityType,,,ProductUnitQuantity,The number of product units in this CIQL supply chain trade delivery.
1.0,UN01008626,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,Supply Chain,Trade Delivery,0..1,Ship From,,ram:CITradePartyType,Trade,Party,ShipFromCITradeParty,The ship from party for this CIQL trade delivery.
1.0,UN01008627,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,Supply Chain,Trade Delivery,0..1,Ship To,,ram:CITradePartyType,Trade,Party,ShipToCITradeParty,The ship to party for this CIQL supply chain trade delivery.
1.0,UN01008628,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Planned_ Delivery. CI_ Supply Chain_ Event,Supply Chain,Trade Delivery,0..1,Delivery,,ram:CISupplyChainEventType,Supply Chain,Event,PlannedDeliveryCISupplyChainEvent,The planned delivery event for this CIQL supply chain trade delivery.
1.0,UN01008629,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Requested_ Delivery. CI_ Supply Chain_ Event,Supply Chain,Trade Delivery,0..1,Delivery,,ram:CISupplyChainEventType,Supply Chain,Event,RequestedDeliveryCISupplyChainEvent,The requested delivery event for this CIQL supply chain trade delivery.
1.0,UN01008630,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Planned_ Despatch. CI_ Supply Chain_ Event,Supply Chain,Trade Delivery,0..1,Despatch,,ram:CISupplyChainEventType,Supply Chain,Event,PlannedDespatchCISupplyChainEvent,The planned despatch event for this CIQL supply chain trade delivery.
1.0,UN01008631,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Requested_ Despatch. CI_ Supply Chain_ Event,Supply Chain,Trade Delivery,0..1,Despatch,,ram:CISupplyChainEventType,Supply Chain,Event,RequestedDespatchCISupplyChainEvent,The requested despatch event for this CIQL supply chain trade delivery.
1.0,UN01008632,ASBIE,CIQL_ Supply Chain_ Trade Delivery. Projected. CI_ Supply Chain_ Supply Plan,Supply Chain,Trade Delivery,0..n,Projected,,ram:CISupplyChainSupplyPlanType,Supply Chain,Supply Plan,ProjectedCISupplyChainSupplyPlan,A supply plan projected for this CIQL supply chain trade delivery.
1.0,UN01008789,ASBIE,CIQL_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,Supply Chain,Trade Settlement,0..n,Specified,,ram:CITradeAllowanceChargeType,Trade,Allowance Charge,SpecifiedCITradeAllowanceCharge,An allowance or charge specified for this CIQL supply chain trade settlement.
1.0,UN01008790,ASBIE,CIQL_ Supply Chain_ Trade Settlement. Specified. CIQL_ Trade Settlement_ Monetary Summation,Supply Chain,Trade Settlement,0..1,Specified,,ram:CIQLTradeSettlementMonetarySummationType,Trade Settlement,Monetary Summation,SpecifiedCIQLTradeSettlementMonetarySummation,The monetary summation specified for this CIQL supply chain trade settlement.
1.0,UN01008791,ASBIE,CIQL_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,Supply Chain,Trade Settlement,0..n,Applicable,,ram:CITradeTaxType,Trade,Tax,ApplicableCITradeTax,A tax applicable to this CIQL supply chain trade settlement.
1.0,UN01008466,BBIE,CIQL_ Trade Settlement_ Monetary Summation. Gross_ Line Total. Amount,Trade Settlement,Monetary Summation,0..n,Line Total,Amount,udt:AmountType,,,GrossLineTotalAmount,"A monetary value of the line amount total, excluding line level allowances and charges and taxes, being reported in this CIQL trade settlement monetary summation."
1.0,UN01008467,BBIE,CIQL_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,Trade Settlement,Monetary Summation,0..n,Line Total,Amount,udt:AmountType,,,NetLineTotalAmount,"A monetary value of the net line amount total, including line level allowances and charges and excluding line level taxes, being reported in this CIQL trade settlement monetary summation."
1.0,UN01008468,BBIE,CIQL_ Trade Settlement_ Monetary Summation. Net Including Taxes_ Line Total. Amount,Trade Settlement,Monetary Summation,0..n,Line Total,Amount,udt:AmountType,,,NetIncludingTaxesLineTotalAmount,"A monetary value of the net line amount total, including line level allowances, charges, and taxes, being reported in this CIQL trade settlement monetary summation."
1.0,UN01013082,BBIE,CIQL_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,Trade Settlement,Monetary Summation,0..n,Line Total,Amount,udt:AmountType,,,IncludingTaxesLineTotalAmount,"A monetary value of the line total, including taxes, being reported in this CIQL trade settlement monetary summation."
1.0,UN01008720,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Associated. CIQ_ Document Line_ Document,Supply Chain,Trade Line Item,1,Associated,,ram:CIQDocumentLineDocumentType,Document Line,Document,AssociatedCIQDocumentLineDocument,The document line associated with this CIQPL supply chain trade line item.
1.0,UN01008723,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Agreement,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeAgreementType,Supply Chain,Trade Agreement,SpecifiedCIQLSupplyChainTradeAgreement,The trade agreement specified for this CIQPL supply chain trade line item.
1.0,UN01008724,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Delivery,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeDeliveryType,Supply Chain,Trade Delivery,SpecifiedCIQLSupplyChainTradeDelivery,The trade delivery specified for this CIQPL supply chain trade line item.
1.0,UN01008725,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Settlement,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeSettlementType,Supply Chain,Trade Settlement,SpecifiedCIQLSupplyChainTradeSettlement,The trade settlement specified for this CIQPL supply chain trade line item.
1.0,UN01008721,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,Supply Chain,Trade Line Item,0..1,Specified,,ram:CITradeProductType,Trade,Product,SpecifiedCITradeProduct,The product specified for this CIQPL supply chain trade line item.
1.0,UN01008722,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Substituted. CI_ Referenced_ Product,Supply Chain,Trade Line Item,0..1,Substituted,,ram:CIReferencedProductType,Referenced,Product,SubstitutedCIReferencedProduct,The referenced product that is substituted in this CIQPL supply chain trade line item.
1.0,UN01011483,ASBIE,CIQPL_ Supply Chain_ Trade Line Item. Physical. Referenced_ Logistics_ Package,Supply Chain,Trade Line Item,0..1,Physical,,ram:ReferencedLogisticsPackageType,Logistics,Package,PhysicalReferencedLogisticsPackage,The physical logistics package referenced for this CIQPL supply chain trade line item.
1.1,UN01008821,ASBIE,CIQP_ Supply Chain_ Trade Transaction. Applicable. CIQH_ Supply Chain_ Trade Agreement,Supply Chain,Trade Transaction,0..1,Applicable,,ram:CIQHSupplyChainTradeAgreementType,Supply Chain,Trade Agreement,ApplicableCIQHSupplyChainTradeAgreement,The Cross Industry Quotation Header (CIQH) trade agreement applicable to this CIQP supply chain trade transaction.
1.1,UN01008822,ASBIE,CIQP_ Supply Chain_ Trade Transaction. Applicable. CIQH_ Supply Chain_ Trade Delivery,Supply Chain,Trade Transaction,0..1,Applicable,,ram:CIQHSupplyChainTradeDeliveryType,Supply Chain,Trade Delivery,ApplicableCIQHSupplyChainTradeDelivery,The Cross Industry Quotation Header (CIQH) trade delivery applicable to this CIQP supply chain trade transaction.
1.1,UN01008824,ASBIE,CIQP_ Supply Chain_ Trade Transaction. Applicable. CIQH_ Supply Chain_ Trade Settlement,Supply Chain,Trade Transaction,0..1,Applicable,,ram:CIQHSupplyChainTradeSettlementType,Supply Chain,Trade Settlement,ApplicableCIQHSupplyChainTradeSettlement,The Cross Industry Quotation Header (CIQH) trade settlement applicable to this CIQP supply chain trade transaction.
1.1,UN01008823,ASBIE,CIQP_ Supply Chain_ Trade Transaction. Included. CIQPL_ Supply Chain_ Trade Line Item,Supply Chain,Trade Transaction,0..n,Included,,ram:CIQPLSupplyChainTradeLineItemType,Supply Chain,Trade Line Item,IncludedCIQPLSupplyChainTradeLineItem,A Cross Industry Quotation Proposal Line (CIQPL) trade line item included in this CIQP supply chain trade transaction.
1.0,UN01008727,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Associated. CIQ_ Document Line_ Document,Supply Chain,Trade Line Item,1,Associated,,ram:CIQDocumentLineDocumentType,Document Line,Document,AssociatedCIQDocumentLineDocument,The document line associated with this CIQRL supply chain trade line item.
1.0,UN01008730,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Agreement,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeAgreementType,Supply Chain,Trade Agreement,SpecifiedCIQLSupplyChainTradeAgreement,The trade agreement specified for this CIQRL supply chain trade line item.
1.0,UN01008731,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Delivery,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeDeliveryType,Supply Chain,Trade Delivery,SpecifiedCIQLSupplyChainTradeDelivery,The trade delivery specified for this CIQRL supply chain trade line item.
1.0,UN01008729,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Specified. CI_ Trade_ Product,Supply Chain,Trade Line Item,0..1,Specified,,ram:CITradeProductType,Trade,Product,SpecifiedCITradeProduct,The product specified for this CIQRL supply chain trade line item.
1.0,UN01008728,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Substitute_ Applicable. CI_ Referenced_ Product,Supply Chain,Trade Line Item,0..n,Applicable,,ram:CIReferencedProductType,Referenced,Product,SubstituteApplicableCIReferencedProduct,A referenced substitute product applicable to this CIQRL supply chain trade line item.
1.0,UN01011482,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Physical. Referenced_ Logistics_ Package,Supply Chain,Trade Line Item,0..1,Physical,,ram:ReferencedLogisticsPackageType,Logistics,Package,PhysicalReferencedLogisticsPackage,The physical logistics package referenced for this CIQRL supply chain trade line item.
1.0,UN01013405,ASBIE,CIQRL_ Supply Chain_ Trade Line Item. Specified. CIQL_ Supply Chain_ Trade Settlement,Supply Chain,Trade Line Item,0..1,Specified,,ram:CIQLSupplyChainTradeSettlementType,Supply Chain,Trade Settlement,SpecifiedCIQLSupplyChainTradeSettlement,The trade settlement specified for this CIQRL supply chain trade line item.
1.1,UN01008826,ASBIE,CIQR_ Supply Chain_ Trade Transaction. Applicable. CIQH_ Supply Chain_ Trade Agreement,Supply Chain,Trade Transaction,0..1,Applicable,,ram:CIQHSupplyChainTradeAgreementType,Supply Chain,Trade Agreement,ApplicableCIQHSupplyChainTradeAgreement,The Cross Industry Quotation Header (CIQH) trade agreement applicable to this CIQR supply chain trade transaction.
