Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
2042,UN01006809,BBIE,CIDDH_ Exchanged_ Document. Purpose. Code,"A code specifying a purpose of this CIDDH exchanged document, such as request or reminder.",,CIDDH_ Exchanged,Document,,Purpose,Message Function,Code,UN02000125,,,,,9,0,unbounded,Delivering,,1.1,,,,,,,,(1225),,,,D09B.1,Purpose Code
2043,UN01006810,BBIE,CIDDH_ Exchanged_ Document. Requested_ Response Type. Code,A code specifying a type of response requested for this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,Requested,Response Type,Response Type,Code,UN02000131,,,,,10,0,unbounded,Delivering,,1.1,,,,,,,,(4343),,,,D09B.1,Response Request Type Code
2044,UN01011499,BBIE,CIDDH_ Exchanged_ Document. Version_ Identification. Identifier,The version identifier of this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,Version,Identification,,Identifier,,,,,,11,0,1,Delivering,,1.0,,,,,,,,(1004),,,,D16A,Version ID
2045,UN01013313,BBIE,CIDDH_ Exchanged_ Document. Category. Code,The code specifying the category of this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Category,,Code,,,,,,12,0,1,Delivering,,1.0,,,,,,,,(1003),,,,D19B,Category Code
2046,UN01014893,BBIE,CIDDH_ Exchanged_ Document. Urgency. Code,The code specifying the urgency of this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Urgency,,Code,,,,,,13,0,1,Delivering,,1.0,,,,,,,,,,,,D22A,Urgency Code
2047,UN01015489,BBIE,CIDDH_ Exchanged_ Document. Subtype. Code,The code specifying the subtype of this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Subtype,,Code,,,,,,14,0,1,Delivering,,1.0,,,,,,,,,The code specifying the subtype of this CIDDH exchanged document.,,CIDDH_ Exchanged_ Document. Subtype. Code,D22B,Subtype Code
2048,UN01006811,ASBIE,CIDDH_ Exchanged_ Document. Included. CI_ Note,A Cross Industry (CI) note included in this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Included,,,,CI,Note,,,1,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Note
2049,UN01006812,ASBIE,CIDDH_ Exchanged_ Document. Issuer. CI_ Trade_ Party,The trade party that issues this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Issuer,,,,CI_ Trade,Party,,,2,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Issuer
2050,UN01013404,ASBIE,CIDDH_ Exchanged_ Document. Attached. Specified_ Binary File,A specified binary file attached to this CIDDH exchanged document.,,CIDDH_ Exchanged,Document,,Attached,,,,Specified,Binary File,,,3,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D20A,Specified Binary File
2051,UN01006837,ABIE,CIDDH_ Supply Chain_ Trade Agreement. Details,Contractual terms of a supply chain trade agreement for a Cross Industry Delivery Despatch Advice Header (CIDDH).,,CIDDH_ Supply Chain,Trade Agreement,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D09B.1,CIDDH Trade Agreement
2052,UN01006838,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Seller. CI_ Trade_ Party,The party that is the seller for this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,,Seller,,,,CI_ Trade,Party,,,1,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Seller
2053,UN01006839,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,The party that is the buyer for this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,,Buyer,,,,CI_ Trade,Party,,,2,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Buyer
2054,UN01006840,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Delivery Terms,The terms of delivery applicable to this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,,Applicable,,,,CI_ Trade,Delivery Terms,,,3,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Delivery Terms
2055,UN01006841,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,The buyer order document referenced from this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,Buyer Order,Referenced,,,,CI_ Referenced,Document,,,4,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Buyer Order Document
2056,UN01006842,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,A contract document referenced from this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,Contract,Referenced,,,,CI_ Referenced,Document,,,5,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Contract Document
2057,UN01006843,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced from this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,Additional,Referenced,,,,CI_ Referenced,Document,,,6,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Additional Document
2058,UN01011500,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Specified. Procuring_ Project,The procuring project specified for this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,,Specified,,,,Procuring,Project,,,7,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Procuring Project
2059,UN01012679,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,The seller order document referenced in this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,Seller Order,Referenced,,,,CI_ Referenced,Document,,,8,0,1,Delivering,,1.0,,,,,,,,,,,,D18A,Seller Order Referenced Document
2060,UN01013358,ASBIE,CIDDH_ Supply Chain_ Trade Agreement. Relevant. CI_ Trade_ Party,A relevant party for this CIDDH supply chain trade agreement.,,CIDDH_ Supply Chain,Trade Agreement,,Relevant,,,,CI_ Trade,Party,,,9,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D20A,Relevant Party
2061,UN01006844,ABIE,CIDDH_ Supply Chain_ Trade Delivery. Details,Cross Industry Delivery Despatch Advice Header (CIDDH) supply chain shipping arrangements and movement of goods and or services including despatch and delivery.,,CIDDH_ Supply Chain,Trade Delivery,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D09B.1,CIDDH Trade Delivery
2062,UN01006845,BBIE,CIDDH_ Supply Chain_ Trade Delivery. Final Delivery. Indicator,The indication of whether or not this CIDDH supply chain trade delivery is the final delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Final Delivery,,Indicator,,,,,,1,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Final Delivery Indicator
2063,UN01006846,BBIE,CIDDH_ Supply Chain_ Trade Delivery. Pick-Up Availability. Date Time,"The date, time, date time, or other date time value when this CI supply chain trade delivery is available for pick-up.",,CIDDH_ Supply Chain,Trade Delivery,,Pick-Up Availability,Date Mandatory,Date Time,UN02000019,,,,,2,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Pick-Up Availability Date Time
2064,UN01013345,BBIE,CIDDH_ Supply Chain_ Trade Delivery. Identification. Identifier,The identifier of this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Identification,,Identifier,,,,,,3,0,1,Delivering,,1.0,,,,,,,,[1065] (1310),,,,D20A,ID
2065,UN01006847,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Ship To. CI_ Trade_ Party,The ship to party for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Ship To,,,,CI_ Trade,Party,,,1,1,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Ship To Party
2066,UN01006848,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Ultimate_ Ship To. CI_ Trade_ Party,The ultimate ship to party for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Ultimate,Ship To,,,,CI_ Trade,Party,,,2,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Ultimate Ship To Party
2067,UN01006849,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Ship From. CI_ Trade_ Party,The ship from party for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Ship From,,,,CI_ Trade,Party,,,3,1,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Ship From Party
2068,UN01006851,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Shipment Schedule_ Referenced. CI_ Referenced_ Document,The shipment schedule document referenced for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Shipment Schedule,Referenced,,,,CI_ Referenced,Document,,,4,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Shipment Schedule Document
2069,UN01006852,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Related. CI_ Supply Chain_ Consignment,A consignment related to this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Related,,,,CI_ Supply Chain,Consignment,,,5,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Related Consignment
2070,UN01006853,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Included. CI_ Supply Chain_ Packaging,Cross Industry (CI) packaging included in this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Included,,,,CI_ Supply Chain,Packaging,,,6,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Included Packaging
2071,UN01006854,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Actual_ Despatch. CI_ Supply Chain_ Event,The actual despatch event for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Actual,Despatch,,,,CI_ Supply Chain,Event,,,7,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Actual Despatch Event
2072,UN01006855,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Confirmed_ Release. CI_ Supply Chain_ Event,The confirmed release event for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Confirmed,Release,,,,CI_ Supply Chain,Event,,,8,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Confirmed Release Event
2073,UN01006856,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Requested_ Delivery. CI_ Supply Chain_ Event,The requested delivery event for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Requested,Delivery,,,,CI_ Supply Chain,Event,,,9,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Requested Delivery Event
2074,UN01006857,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Planned_ Delivery. CI_ Supply Chain_ Event,The planned delivery event for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Planned,Delivery,,,,CI_ Supply Chain,Event,,,10,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Planned Delivery Event
2075,UN01006858,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Actual_ Loading. CI_ Supply Chain_ Event,The actual loading event for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Actual,Loading,,,,CI_ Supply Chain,Event,,,11,0,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Actual Loading Event
2076,UN01006859,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced from this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,Additional,Referenced,,,,CI_ Referenced,Document,,,12,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Additional Document
2077,UN01006860,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Information. CI_ Note,A note with information on this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Information,,,,CI,Note,,,13,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Information Note
2078,UN01015527,ASBIE,CIDDH_ Supply Chain_ Trade Delivery. Handling. CI_ Handling_ Instructions,The handling instructions for this CIDDH supply chain trade delivery.,,CIDDH_ Supply Chain,Trade Delivery,,Handling,,,,CI_ Handling,Instructions,,,14,0,1,Delivering,,1.0,,,,,,,,,,,,D23A,Handling Instructions
2079,UN01006861,ABIE,CIDDH_ Supply Chain_ Trade Settlement. Details,The information that enables the financial reconciliation of the Cross Industry Delivery Despatch Advice Header (CIDDH) of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,,CIDDH_ Supply Chain,Trade Settlement,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D09B.1,CIDDH Trade Settlement
2080,UN01011501,BBIE,CIDDH_ Supply Chain_ Trade Settlement. Price_ Currency. Code,The code specifying the currency of the price in this CIDDH trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,Price,Currency,,Code,,,,,,1,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Price Currency Code
2081,UN01006862,ASBIE,CIDDH_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,A purchase accounting account specified for this CIDDH supply chain trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,Purchase,Specified,,,,CI_ Trade,Accounting Account,,,1,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Purchase Accounting Account
2082,UN01006863,ASBIE,CIDDH_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,A sales accounting account specified for this CIDDH supply chain trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,Sales,Specified,,,,CI_ Trade,Accounting Account,,,2,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Sales Accounting Account
2083,UN01011502,ASBIE,CIDDH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A trade tax applicable to this CIDDH supply chain trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,,Applicable,,,,CI_ Trade,Tax,,,3,0,unbounded,Delivering,,1.1,,,,,,,,,,,,D16A,Applicable Tax
2084,UN01011503,ASBIE,CIDDH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,The trade payment terms specified for this CIDDH supply chain trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,,Specified,,,,CI_ Trade,Payment Terms,,,4,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Payment Terms
2085,UN01011504,ASBIE,CIDDH_ Supply Chain_ Trade Settlement. Specified. CIDDH_ Trade Settlement_ Monetary Summation,The monetary summation specified for this CIDDH supply chain trade settlement.,,CIDDH_ Supply Chain,Trade Settlement,,Specified,,,,CIDDH_ Trade Settlement,Monetary Summation,,,5,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Monetary Summation
2086,UN01006864,ABIE,CIDDH_ Supply Chain_ Trade Transaction. Details,"Trade line items, trade agreement, trade delivery and trade settlement details included in a Cross Industry Delivery Despatch Advice Header (CIDDH).",,CIDDH_ Supply Chain,Trade Transaction,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D09B.1,CIDDH Trade Transaction
2087,UN01006865,BBIE,CIDDH_ Supply Chain_ Trade Transaction. Shipment_ Identification. Identifier,"An identifier, such as the Unique Consignment Reference (UCR), for the shipment which is the subject of this CIDDH supply chain trade transaction.",,CIDDH_ Supply Chain,Trade Transaction,Shipment,Identification,,Identifier,,,,,,1,0,unbounded,Delivering,,1.0,,,,,,,,(1176),,,,D09B.1,Shipment ID
2088,UN01006866,ASBIE,CIDDH_ Supply Chain_ Trade Transaction. Applicable. CIDDH_ Supply Chain_ Trade Agreement,The supply chain trade agreement applicable to this CIDDH supply chain trade transaction.,,CIDDH_ Supply Chain,Trade Transaction,,Applicable,,,,CIDDH_ Supply Chain,Trade Agreement,,,1,1,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Trade Agreement
2089,UN01006867,ASBIE,CIDDH_ Supply Chain_ Trade Transaction. Applicable. CIDDH_ Supply Chain_ Trade Delivery,The supply chain trade delivery applicable to this CIDDH supply chain trade transaction.,,CIDDH_ Supply Chain,Trade Transaction,,Applicable,,,,CIDDH_ Supply Chain,Trade Delivery,,,2,1,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Trade Delivery
2090,UN01006868,ASBIE,CIDDH_ Supply Chain_ Trade Transaction. Applicable. CIDDH_ Supply Chain_ Trade Settlement,The supply chain trade settlement applicable to this CIDDH supply chain trade transaction.,,CIDDH_ Supply Chain,Trade Transaction,,Applicable,,,,CIDDH_ Supply Chain,Trade Settlement,,,3,1,1,Delivering,,1.0,,,,,,,,,,,,D09B.1,Trade Settlement
2091,UN01006869,ASBIE,CIDDH_ Supply Chain_ Trade Transaction. Included. CIDDL_ Supply Chain_ Trade Line Item,A Cross Industry Delivery Despatch Advice Line (CIDDL) supply chain trade line item included in this CIDDH supply chain trade transaction.,,CIDDH_ Supply Chain,Trade Transaction,,Included,,,,CIDDL_ Supply Chain,Trade Line Item,,,4,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Trade Line Item
2092,UN01006870,ASBIE,CIDDH_ Supply Chain_ Trade Transaction. Specified. CIDDL_ Logistics_ Package,A Cross Industry Delivery Despatch Advice Line (CIDDL) logistics package specified for this CIDDH supply chain trade transaction.,,CIDDH_ Supply Chain,Trade Transaction,,Specified,,,,CIDDL_ Logistics,Package,,,5,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D09B.1,Logistics Package
2093,UN01011505,ABIE,CIDDH_ Trade Settlement_ Monetary Summation. Details,A collection of monetary amount totals specified for this Cross Industry Delivery Despatch Advice Header (CIDDH) trade settlement.,,CIDDH_ Trade Settlement,Monetary Summation,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D16A,CIDDH Monetary Summation
2094,UN01011506,BBIE,CIDDH_ Trade Settlement_ Monetary Summation. Line Total. Amount,The monetary value of the line amount total being reported in this CIDDH trade settlement monetary summation.,,CIDDH_ Trade Settlement,Monetary Summation,,Line Total,,Amount,,,,,,1,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Line Total Amount
2095,UN01011507,BBIE,CIDDH_ Trade Settlement_ Monetary Summation. Tax Total. Amount,The monetary value of the total of all tax amounts being reported in this CIDDH trade settlement monetary summation.,,CIDDH_ Trade Settlement,Monetary Summation,,Tax Total,,Amount,,,,,,2,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Tax Total Amount
2096,UN01011508,BBIE,CIDDH_ Trade Settlement_ Monetary Summation. Grand Total. Amount,"The monetary value of the grand total of this CIDDH trade settlement monetary summation, to include addition and subtraction of individual summation amounts.",,CIDDH_ Trade Settlement,Monetary Summation,,Grand Total,,Amount,,,,,,3,0,1,Delivering,,1.0,,,,,,,,,,,,D16A,Grand Total Amount
2097,UN01013087,BBIE,CIDDH_ Trade Settlement_ Monetary Summation. Net_ Line Total. Amount,"A monetary value of the net total of all line amounts, including line level allowances and charges and excluding line level taxes, being reported in this CIDDH trade settlement monetary summation.",,CIDDH_ Trade Settlement,Monetary Summation,Net,Line Total,,Amount,,,,,,4,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D19A,Net Line Total Amount
2098,UN01013088,BBIE,CIDDH_ Trade Settlement_ Monetary Summation. Including Taxes_ Line Total. Amount,"A monetary value of the line total, including taxes, being reported in this CIDDH trade settlement monetary summation.",,CIDDH_ Trade Settlement,Monetary Summation,Including Taxes,Line Total,,Amount,,,,,,5,0,unbounded,Delivering,,1.0,,,,,,,,,,,,D19A,Including Taxes Line Total Amount
2099,UN01006871,ABIE,CIDDL_ Document Line_ Document. Details,A document line for a Cross Industry Delivery Despatch Advice Line (CIDDL).,,CIDDL_ Document Line,Document,,,,,,,,,,,,,Delivering,,1.0,,,,,,,,,,,,D09B.1,CIDDL Document Line
2100,UN01006872,BBIE,CIDDL_ Document Line_ Document. Line. Identifier,The identifier of this CIDDL document line.,,CIDDL_ Document Line,Document,,Line,,Identifier,,,,,,1,1,1,Delivering,,1.0,,,,,,,,(1156),,,,D09B.1,ID
2101,UN01006873,BBIE,CIDDL_ Document Line_ Document. Line Status. Code,The code specifying the status of this CIDDL document line.,,CIDDL_ Document Line,Document,,Line Status,Line Status,Code,UN02000124,,,,,2,0,1,Delivering,,1.1,,,,,,,,(1229),,,,D09B.1,Status Code
