change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN01002364,BBIE,Chemical Reactivity_ Instructions. Material To Avoid_ Item Name. Text,"The item name, expressed as text, of a material to avoid in this set of chemical reactivity instructions.",,,Chemical Reactivity,Instructions,Material To Avoid,Item Name,,Text,,,,,A textual description providing details about the material(s) to avoid which may affect the stability of the product.,1,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Material To Avoid Item Name,
,UN01002365,BBIE,Chemical Reactivity_ Instructions. Incompatibility_ Description. Text,The textual description of incompatibility in this set of chemical reactivity instructions.,,,Chemical Reactivity,Instructions,Incompatibility,Description,,Text,,,,,Information regarding whether the product could have dangerous reactions with direct contact with another material or product.,2,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4400,,,,,,,D07B,,,,Incompatibility Description,
,UN01002356,ABIE,Chemical Stability_ Instructions. Details,The instructions for maintaining the composition and/or properties of a chemical.,,,Chemical Stability,Instructions,,,,,,,,,,,,,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Chemical Stability Instructions,
,UN01002357,BBIE,Chemical Stability_ Instructions. Risk Mitigation Storage_ Requirement. Indicator,"The indication, in this set of instructions, that storage requirements need to be strictly adhered to in order to mitigate risks to the chemical stability.",,,Chemical Stability,Instructions,Risk Mitigation Storage,Requirement,,Indicator,,,,,This is a Yes/No Indicator used to identify whether the product remains unchanged or undergoes  changes during storage or use of the product.,1,1,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Risk Mitigation Storage Requirement Indicator,
,UN01002358,BBIE,Chemical Stability_ Instructions. Hazardous Polymerization Risk Mitigation Storage_ Requirement. Indicator,"The indication, in this set of instructions, that storage requirements need to be strictly adhered to in order to mitigate risks of the chemical undergoing a hazardous polymerization.",,,Chemical Stability,Instructions,Hazardous Polymerization Risk Mitigation Storage,Requirement,,Indicator,,,,,This is a Yes/No Indicator used to identify whether the product remains unchanged or undergoes a Hazardous Polymerization during storage or use of the product.,2,1,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Hazardous Polymerization Risk Mitigation Storage Requirement Indicator,
,UN01002359,BBIE,Chemical Stability_ Instructions. Description. Text,The textual description of this set of chemical stability instructions.,,,Chemical Stability,Instructions,,Description,,Text,,,,,Textual information whether the product remains unchanged or undergoes changes during storage or use of the product.,3,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4400,,,,,,,D07B,,,,Description,
,UN01002360,BBIE,Chemical Stability_ Instructions. Condition To Avoid_ Description. Text,The textual description of a condition to avoid in this set of chemical stability instructions.,,,Chemical Stability,Instructions,Condition To Avoid,Description,,Text,,,,,A textual description providing details about the type of conditions which may affect the stability of the product.,4,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4400,,,,,,,D07B,,,,Condition To Avoid Description,
,UN01002361,BBIE,Chemical Stability_ Instructions. Hazardous Decomposition Product_ Item Name. Text,"The name, expressed as text, of a hazardous decomposition product item in this set of instructions.",,,Chemical Stability,Instructions,Hazardous Decomposition Product,Item Name,,Text,,,,,"The common identification or name(s) that stands for the hazardous material(s) produced in dangerous amounts by burning, oxidization, or by heating in welding of the product.",5,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Hazardous Decomposition Product Item Name,
,UN01002362,BBIE,Chemical Stability_ Instructions. Hazardous Polymerization_ Item Name. Text,"The name, expressed as text, of a hazardous polymerization item in this set of instructions.",,,Chemical Stability,Instructions,Hazardous Polymerization,Item Name,,Text,,,,,A textual description about the conditions that could start a Hazardous Polymerization of the product.,6,0,1,MSDS Reporting,,,In All Contexts,,,In All Contexts,,,US,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D07B,,,,Hazardous Polymerization Item Name,
,UN01007376,ABIE,CICH_ Catalogue_ Product Group. Details,A CICH (Cross Industry Catalogue Header) grouping of catalogue products.,,,CICH_ Catalogue,Product Group,,,,,,,,,,,,,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,CICH Catalogue Product Group,
,UN01007377,BBIE,CICH_ Catalogue_ Product Group. Identification. Identifier,The identifier of this CICH group of catalogue products.,,,CICH_ Catalogue,Product Group,,Identification,,Identifier,,,,,,1,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,ID,
,UN01007378,BBIE,CICH_ Catalogue_ Product Group. Name. Text,"The name, expressed as text, for this CICH catalogue product group.",,,CICH_ Catalogue,Product Group,,Name,,Text,,,,,,2,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Name,
,UN01007379,ASBIE,CICH_ Catalogue_ Product Group. Included. CICL_ Supply Chain_ Trade Line Item,A CICL (Cross Industry Catalogue Line) trade line item which is included in this CICH catalogue product group.,,,CICH_ Catalogue,Product Group,,Included,,,,CICL_ Supply Chain,Trade Line Item,,,1,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Included Trade Line Item,
,UN01007380,ABIE,CICH_ Exchanged_ Document. Details,"A collection of data for a Cross Industry Catalogue Header (CICH) that is exchanged between two or more parties in written, printed or electronic form.",,,CICH_ Exchanged,Document,,,,,,,,,,,,,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,CICH Exchanged Document,
,UN01007381,BBIE,CICH_ Exchanged_ Document. Identification. Identifier,The identifier of this CICH exchanged document.,,,CICH_ Exchanged,Document,,Identification,,Identifier,,,,,,1,1,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,NZL2004/ELN6000/5689,1,,,,,,,,,-1004,,,,,,,D09B.1,,,,ID,
,UN01007382,BBIE,CICH_ Exchanged_ Document. Name. Text,"A name, expressed as text, of this CICH exchanged document.",,,CICH_ Exchanged,Document,,Name,,Text,,,,,,2,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,Sanitary Certificate for Milk and Milk Products to the European Union,1,,,,,,,,,-1000,,,,,,,D09B.1,,,,Name,
,UN01007383,BBIE,CICH_ Exchanged_ Document. Type. Code,The code specifying the type of CICH exchanged document.,,,CICH_ Exchanged,Document,,Type,Document,Code,UN02000006,,,,,3,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,852 (Sanitary Certificate),1,,,,,,,,,-1001,,,,,,,D09B.1,,,,Type Code,
,UN01007385,BBIE,CICH_ Exchanged_ Document. Issue. Date Time,"The date, time, date time, or other date time value for the issuance of this CICH exchanged document.",,,CICH_ Exchanged,Document,,Issue,,Date Time,,,,,,4,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,2004-11-22T10:59:11Z,1,,,,,,,,,-2007,,,,,,,D09B.1,,,,Issue Date Time,
,UN01007386,BBIE,CICH_ Exchanged_ Document. Copy. Indicator,The indication of whether or not this CICH exchanged document is a copy.,,,CICH_ Exchanged,Document,,Copy,,Indicator,,,,,,5,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,No,1,,,,,,,,,-4366,,,,,,,D09B.1,,,,Copy Indicator,
,UN01007387,BBIE,CICH_ Exchanged_ Document. Language. Identifier,An identifier for a language used in this CICH exchanged document.,,,CICH_ Exchanged,Document,,Language,,Identifier,,,,,,6,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,[3453],,,,,,,D09B.1,,,,Language Code,
,UN01007388,BBIE,CICH_ Exchanged_ Document. Line Count. Numeric,The count of the number of lines in this CICH exchanged document.,,,CICH_ Exchanged,Document,,Line Count,,Numeric,,,,,,7,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Line Count,
,UN01007389,BBIE,CICH_ Exchanged_ Document. Purpose. Code,"The code specifying the purpose of this CICH exchanged document, such as request or reminder.",,,CICH_ Exchanged,Document,,Purpose,Message Function,Code,UN02000125,,,,,8,1,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,-1225,,,,,,,D09B.1,,,,Purpose Code,
,UN01007390,BBIE,CICH_ Exchanged_ Document. Revision. Date Time,"The date, time, date time, or other date time value for the revision of this CICH exchanged document.",,,CICH_ Exchanged,Document,,Revision,,Date Time,,,,,,9,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Revision Date Time,
,UN01007391,BBIE,CICH_ Exchanged_ Document. Global_ Identification. Identifier,The global identifier for this CICH exchanged document.,,,CICH_ Exchanged,Document,Global,Identification,,Identifier,,,,,,10,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D09B.1,,,,Global ID,
,UN01007392,BBIE,CICH_ Exchanged_ Document. Revision_ Identification. Identifier,The identifier of the revision of this CICH exchanged document.,,,CICH_ Exchanged,Document,Revision,Identification,,Identifier,,,,,,11,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D09B.1,,,,Revision ID,
,UN01007393,BBIE,CICH_ Exchanged_ Document. Previous Revision_ Identification. Identifier,The identifier of the previous revision of this CICH exchanged document.,,,CICH_ Exchanged,Document,Previous Revision,Identification,,Identifier,,,,,,12,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1004,,,,,,,D09B.1,,,,Previous Revision ID,
,UN01007394,ASBIE,CICH_ Exchanged_ Document. Included. CI_ Note,A note included in this CICH exchanged document.,,,CICH_ Exchanged,Document,,Included,,,,CI,Note,,,1,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Note,
,UN01007395,ASBIE,CICH_ Exchanged_ Document. Effective. CI_ Specified_ Period,The specified period within which this CICH exchanged document is effective.,,,CICH_ Exchanged,Document,,Effective,,,,CI_ Specified,Period,,,2,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Effective Period,
,UN01007396,ABIE,CICH_ Supply Chain_ Trade Agreement. Details,The contractual terms of a Cross Industry Catalogue Header (CICH) supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,,,,,,,,,,,,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,CICH Trade Agreement,
,UN01007397,ASBIE,CICH_ Supply Chain_ Trade Agreement. Catalogue_ Information Receiver. CI_ Trade_ Party,The catalogue information receiver party in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Catalogue,Information Receiver,,,,CI_ Trade,Party,,,1,1,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Catalogue Information Receiver,
,UN01007398,ASBIE,CICH_ Supply Chain_ Trade Agreement. Catalogue_ Information Provider. CI_ Trade_ Party,The catalogue information provider party in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Catalogue,Information Provider,,,,CI_ Trade,Party,,,2,1,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Catalogue Information Provider,
,UN01007399,ASBIE,CICH_ Supply Chain_ Trade Agreement. Seller. CI_ Trade_ Party,The seller party in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Seller,,,,CI_ Trade,Party,,,3,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Seller,
,UN01007400,ASBIE,CICH_ Supply Chain_ Trade Agreement. Procurement. CI_ Trade_ Party,The procurement party in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Procurement,,,,CI_ Trade,Party,,,4,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Procurement Party,
,UN01007401,ASBIE,CICH_ Supply Chain_ Trade Agreement. Applicable. CI_ Trade_ Payment Terms,The payment terms applicable to this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Applicable,,,,CI_ Trade,Payment Terms,,,5,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Payment Terms,
,UN01007402,ASBIE,CICH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,A contract document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Contract,Referenced,,,,CI_ Referenced,Document,,,6,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Contract Document,
,UN01007403,ASBIE,CICH_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,The price list document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Price List,Referenced,,,,CI_ Referenced,Document,,,7,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B,,,,Price List Document,
,UN01007404,ASBIE,CICH_ Supply Chain_ Trade Agreement. Catalogue_ Referenced. CI_ Referenced_ Document,The catalogue document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Catalogue,Referenced,,,,CI_ Referenced,Document,,,8,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Catalogue Document,
,UN01007405,ASBIE,CICH_ Supply Chain_ Trade Agreement. Purchase Conditions_ Referenced. CI_ Referenced_ Document,A purchase conditions document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Purchase Conditions,Referenced,,,,CI_ Referenced,Document,,,9,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Purchase Conditions Document,
,UN01007406,ASBIE,CICH_ Supply Chain_ Trade Agreement. Sales Conditions_ Referenced. CI_ Referenced_ Document,A sales conditions document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Sales Conditions,Referenced,,,,CI_ Referenced,Document,,,10,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Sales Conditions Document,
,UN01007407,ASBIE,CICH_ Supply Chain_ Trade Agreement. Target Market. CI_ Trade_ Country,A target market country for this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Target Market,,,,CI_ Trade,Country,,,11,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Target Market Country,
,UN01007408,ASBIE,CICH_ Supply Chain_ Trade Agreement. Applicable. CI_ Logistics_ Location,A logistics location or place applicable to this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Applicable,,,,CI_ Logistics,Location,,,12,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Applicable Location,
,UN01007409,ASBIE,CICH_ Supply Chain_ Trade Agreement. Shipping. CI_ Specified_ Period,The shipping period specified in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,,Shipping,,,,CI_ Specified,Period,,,13,0,1,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Shipping Period,
,UN01007410,ASBIE,CICH_ Supply Chain_ Trade Agreement. Catalogue Request_ Referenced. CI_ Referenced_ Document,A catalogue request document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Catalogue Request,Referenced,,,,CI_ Referenced,Document,,,14,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Catalogue Request Document,
,UN01007411,ASBIE,CICH_ Supply Chain_ Trade Agreement. Catalogue Subscription_ Referenced. CI_ Referenced_ Document,A catalogue subscription document referenced in this CICH supply chain trade agreement.,,,CICH_ Supply Chain,Trade Agreement,Catalogue Subscription,Referenced,,,,CI_ Referenced,Document,,,15,0,unbounded,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,Catalogue Subscription Document,
,UN01007412,ABIE,CICH_ Supply Chain_ Trade Transaction. Details,The highest level catalogue information included in this Cross Industry Catalogue Header (CICH).,,,CICH_ Supply Chain,Trade Transaction,,,,,,,,,,,,,Cataloguing,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D09B.1,,,,CICH Trade Transaction,
